#髪型設定ファイル,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考,
10020795,2,73,-1,0,清潔感のあるミディアム,なし,わぁ～お?$R君は『アルバイトの紹介状』を$R持っているのかい！？$R$R$Rああっ、ボクもアルバイトを$Rしていた時の事を思い出すよ?$R$Rえ、なんのアルバイトかって？$Rあははっ！$Rそれはもちろんヘアサロンに$R決まっているじゃないか?$R$R$Rさあ、この話はオシマイだ！$R$R『アルバイトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,アルバイトの紹介状,
10020795,2,74,-1,1,清潔感のあるショート,なし,わぁ～お?$R君は『アルバイトの紹介状』を$R持っているのかい！？$R$R$Rああっ、ボクもアルバイトを$Rしていた時の事を思い出すよ?$R$Rえ、なんのアルバイトかって？$Rあははっ！$Rそれはもちろんヘアサロンに$R決まっているじゃないか?$R$R$Rさあ、この話はオシマイだ！$R$R『アルバイトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,アルバイトの紹介状,
10020796,2,75,-1,0,風格あるロングおさげ,なし,わぁ～お?$R君は『軍式紹介状』を$R持っているのかい！？$R$R$Rと、と言うことは$R君は……！？$R$Rい、いや、止めておこう……。$R$R$Rさ、さあ、この話はオシマイだ！$R$R『軍式紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,軍式紹介状,
10020796,2,76,-1,1,半人前ショートおさげ,なし,わぁ～お?$R君は『軍式紹介状』を$R持っているのかい！？$R$R$Rと、と言うことは$R君は……！？$R$Rい、いや、止めておこう……。$R$R$Rさ、さあ、この話はオシマイだ！$R$R『軍式紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,軍式紹介状,
10020797,2,77,-1,0,おとぎ話の主人公風ショート,なし,わぁ～お?$R君は『伝説の紹介状』を$R持っているのかい！？$R$R$R憧れるよね、おとぎ話の$R主人公のようになってみたいってね。$R$Rボクもね、そんな事を$R夢見ていた時期があったのさ……。$R$R$Rさあ、この話はオシマイだ！$R$R『伝説の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,伝説の紹介状,
10020797,2,78,-1,1,おとぎ話の主人公風ロング,なし,わぁ～お?$R君は『伝説の紹介状』を$R持っているのかい！？$R$R$R憧れるよね、おとぎ話の$R主人公のようになってみたいってね。$R$Rボクもね、そんな事を$R夢見ていた時期があったのさ……。$R$R$Rさあ、この話はオシマイだ！$R$R『伝説の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,伝説の紹介状,
10020799,1,81,-1,0,ティタとおそろい,なし,わぁ～お?$R君は『ティタの紹介状』を$R持っているのかい！？$R$R$Rこの世の何処かにいると$R言われている、麗しき$R少女の髪型になれる$Rそうなんだけど……。$R$R$Rどうだい？試してみないかい？$R$R『ティタの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ティタの紹介状,
10074400,2,79,-1,1,マニッシュボブ,なし,わぁ～お?$R君は『愛され紹介状』を$R持っているのかい！？$R$R$R僕のテクニックで$R誰からでも愛される髪型に$Rしてあげるよ！$R$R『愛され紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,愛され紹介状,
10074400,2,82,66,0,愛されポニー,リボン付き,わぁ～お?$R君は『愛され紹介状』を$R持っているのかい！？$R$R$R僕のテクニックで$R誰からでも愛される髪型に$Rしてあげるよ！$R$R『愛され紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rリボンの方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,愛され紹介状,
10074400,2,82,64,0,愛されポニー,リボンなし,わぁ～お?$R君は『愛され紹介状』を$R持っているのかい！？$R$R$R僕のテクニックで$R誰からでも愛される髪型に$Rしてあげるよ！$R$R『愛され紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、リボンが欲しいって言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,愛され紹介状,
10074500,2,83,-1,0,世紀末が似合う髪型,なし,わぁ～お?$R君は『北斗の紹介状』を$R持っているのかい！？$R$R$R実は、僕も北斗の拳のファンなんだよ！$R$R$R僕のとっておきのテクニックで$R君の髪にスペシャルな$Rセットをしてあげる！$R$R$Rどうだい？$R『北斗の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,北斗の紹介状,
10074800,2,84,68,0,ワイルドオールバック,なし,わぁ～お?$R君は『夏休みの紹介状』を$R持っているのかい！？$R$R$R夏休みはどうしても髪形を$R派手にしたくなるんだよね$Rわかるよ～その気持ち！$R$R$R僕のテクニックで$R夏っぽい髪型に$Rしてあげるよ！$R$R『夏休みの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,夏休みの紹介状,
10074800,2,85,-1,1,ニードルショート,なし,わぁ～お?$R君は『夏休みの紹介状』を$R持っているのかい！？$R$R$R夏休みはどうしても髪形を$R派手にしたくなるんだよね$Rわかるよ～その気持ち！$R$R$R僕のテクニックで$R夏っぽい髪型に$Rしてあげるよ！$R$R『夏休みの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,夏休みの紹介状,
10075201,2,87,69,0,ロビン?グッドフェロウとおそろい,ヘアバンド付ポニーテール,わぁ～お?$R君は『ロビン?グッドフェロウの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ロビン?グッドフェロウの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rヘアバンドの方は気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,ロビンの紹介状,
10075201,2,88,69,0,ロビン?グッドフェロウとおそろい,ヘアバンド無しポニーテール,わぁ～お?$R君は『ロビン?グッドフェロウの$R紹介状』を持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ロビン?グッドフェロウの紹介状』$Rを使って君の髪を$Rセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、ヘアバンドが欲しいって$R言うならいつでも付けてあげるから$Rまたおいでよ。,ロビンの紹介状,
10075202,2,86,-1,0,厳島 美晴とおそろい,なし,わぁ～お?$R君は『厳島 美晴の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『厳島 美晴の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,美晴の紹介状,
10020798,1,80,65,0,マーシャとおそろい,なし,わぁ～お?$R君は『マーシャの紹介状』を$R持っているのかい！？$R$R$Rこの世の何処かにいると$R言われている、可憐な$R少女の髪型になれる$Rそうなんだけど……。$R$R$Rどうだい？試してみないかい？$R$R『マーシャの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,マーシャの紹介状,
10075205,2,95,-1,0,ハングリー風の髪型,なし,わぁ～お?$R君は『ハングリー紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ハングリー紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ハングリー紹介状,
10075204,2,94,-1,0,コウモリタ風の髪型,なし,わぁ～お?$R君は『コウモリタ紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『コウモリタ紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,コウモリタ紹介状,
10075203,2,98,-1,0,スイートドーリーボブ,なし,わぁ～お?$R君は『アングリー紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アングリー紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,アングリー紹介状,
10075203,2,93,70,1,ドーリーカールヘア,ヘッドドレス付き、ドーリーカールヘア,わぁ～お?$R君は『アングリー紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アングリー紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pヘッドドレスの方が$R気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,アングリー紹介状,
10075203,2,93,71,1,ドーリーカールヘア,ヘッドドレスなし、ドーリーカールヘア,わぁ～お?$R君は『アングリー紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『アングリー紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ヘッドドレスが$R欲しいって言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,アングリー紹介状,
10075206,2,99,-1,0,ナチュラルロングウェーブ,なし,わぁ～お?$R君は『西洋ロマンの紹介状』を$R持っているのかい！？$R$R$R西洋かぁ…まだ見ぬ人たち…$R見たこともない風景…$R言葉さえ違う、遠い地へ思いを馳せる…$Rそれがロマンだよね！$R$R$R…いまなら異国情緒満載の髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『西洋ロマンの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,西洋ロマンの紹介状,
10075206,2,100,-1,1,シャギーハイレイヤー,なし,わぁ～お?$R君は『西洋ロマンの紹介状』を$R持っているのかい！？$R$R$R西洋かぁ…まだ見ぬ人たち…$R見たこともない風景…$R言葉さえ違う、遠い地へ思いを馳せる…$Rそれがロマンだよね！$R$R$R…いまなら異国情緒満載の髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『西洋ロマンの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,西洋ロマンの紹介状,
10075210,0,47,75,0,歌姫のゴージャスな髪型,なし,わぁ～お?$R君は『歌姫の紹介状（ゴージャス）』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$R音楽っていいよね～?$R$R音楽はボクたちの荒んだ心を癒し$R心を豊かにしてくれる?$R$R$R?～……ッ！！$R$Rき、きたーッ！$Rこのボクの頭から足の爪先まで$Rビビビッってきたよ～！$R$R$R今ならキミに?音?を感じる$R素敵な髪型を送ることが出来そうだよ$R$R『歌姫の紹介状（ゴージャス）』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,歌姫の紹介状（ゴージャス）,
10075210,1,105,-1,0,歌姫のゴージャスな髪型,なし,わぁ～お?$R君は『歌姫の紹介状（ゴージャス）』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$R音楽っていいよね～?$R$R音楽はボクたちの荒んだ心を癒し$R心を豊かにしてくれる?$R$R$R?～……ッ！！$R$Rき、きたーッ！$Rこのボクの頭から足の爪先まで$Rビビビッってきたよ～！$R$R$R今ならキミに?音?を感じる$R素敵な髪型を送ることが出来そうだよ$R$R『歌姫の紹介状（ゴージャス）』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,歌姫の紹介状（ゴージャス）,
10075207,2,101,73,0,歌唄風の髪型,なし,わぁ～お?$R君は『しゅごキャラ！の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『しゅごキャラ！の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,しゅごキャラ！の紹介状,
10075207,2,102,-1,1,唯世風の髪型,なし,わぁ～お?$R君は『しゅごキャラ！の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『しゅごキャラ！の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,しゅごキャラ！の紹介状,
10075208,2,103,74,0,あむちゃん風の髪型,なし,わぁ～お?$R君は『あむちゃんの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$Rどうだい？$R『あむちゃんの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,あむちゃんの紹介状,
10075209,2,104,-1,0,イクト風の髪型,なし,わぁ～お?$R君は『イクトの紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$Rどうだい？$R『イクトの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,イクトの紹介状,
10075211,0,106,-1,0,ナチュラルショート,なし,わぁ～お?$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ランダムショートが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状,
10075211,0,107,-1,1,ランダムショート,なし,わぁ～お?$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ナチュラルショートが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状,
10075211,1,106,-1,0,ウェーブセミロング,なし,わぁ～お?$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ウェーブツインテールが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状,
10075211,1,107,76,1,ウェーブツインテール,なし,わぁ～お?$R君は『わがまま紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『わがまま紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R$Pやっぱり、ウェーブセミロングが$R良いって言うなら$Rいつでもセットしてあげるから$Rまたおいでよ。,わがまま紹介状,
10075212,2,108,77,0,ロング三つ編みおさげ,なし,わぁ～お?$R君は『ライブの紹介状』を$R持っているのかい！？$R$R$Rそうだよね、ライブの前は$R気合を入れないとね。$Rわかるよ～その気持ち！$R$R$R僕もなんだか興奮して$Rきちゃったよ！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ライブの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ライブの紹介状,
10075212,2,109,-1,1,セミロング三つ編みおさげ,なし,わぁ～お?$R君は『ライブの紹介状』を$R持っているのかい！？$R$R$Rそうだよね、ライブの前は$R気合を入れないとね。$Rわかるよ～その気持ち！$R$R$R僕もなんだか興奮して$Rきちゃったよ！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ライブの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ライブの紹介状,
10075213,1,65,61,0,ロングツインテール,なし,わぁ～お?$R君は『妹の紹介状』を$R持っているのかい！？$R$R$Rじゃあ君は僕にとって$R特別な特別なお客様だよ！$R$R$R僕のとっておきのテクニックで$R君の髪にスペシャルでフェミニンな$Rセットをしてあげる！$R$R$Rどうだい？$R『妹の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,妹の紹介状,
10075214,2,110,-1,0,ゆるふわショート,なし,わぁ～お?$R君は『ふんわり紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$R春の息吹を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ふんわり紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ふんわり紹介状,
10075214,2,111,78,1,ふんわりサイドテール,リボン付き、ふんわりサイドテール,わぁ～お?$R君は『ふんわり紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$R春の息吹を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ふんわり紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rリボンは気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,ふんわり紹介状,
10075214,2,111,79,1,ふんわりサイドテール,リボンなし、ふんわりサイドテール,わぁ～お?$R君は『ふんわり紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$R春の息吹を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『ふんわり紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、リボンが欲しいって$R言うならいつでも付けてあげるから$Rまたおいでよ。,ふんわり紹介状,
10075215,2,112,-1,0,ヘアピン付きロング,なし,わぁ～お?$R君は『上級生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『上級生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,上級生の紹介状,
10075215,2,113,80,1,セミロング,なし,わぁ～お?$R君は『上級生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『上級生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,上級生の紹介状,
10075216,2,114,-1,0,優等生風ショート,なし,わぁ～お?$R君は『新入生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『新入生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,新入生の紹介状,
10075216,2,115,-1,1,前流しお下げ,なし,わぁ～お?$R君は『新入生の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『新入生の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,新入生の紹介状,
10075217,0,116,-1,0,チェスの髪型,なし,わぁ～お?$R君は『チェスの紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$Rチェスっていいよね～?$R$R知っているかい？$Rチェスって言うのは単なる$Rお遊びではないんだよ！$R$R$Rそうッ！！$R$Rこれはスポーツであり！$R芸術でもあるんだよッ！$R$R$R……っと熱くなってみたものの$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『チェスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,チェスの紹介状 ,
10075217,1,116,81,1,チェスの髪型,なし,わぁ～お?$R君は『チェスの紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$Rチェスっていいよね～?$R$R知っているかい？$Rチェスって言うのは単なる$Rお遊びではないんだよ！$R$R$Rそうッ！！$R$Rこれはスポーツであり！$R芸術でもあるんだよッ！$R$R$R……っと熱くなってみたものの$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『チェスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,チェスの紹介状 ,
10075218,0,117,-1,0,バカンスの髪型,なし,わぁ～お?$R君は『バカンスの紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$Rバカンスっていいよね～?$R$Rなんだか心も体も開放的に$Rなっちゃうようね。$R$R$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『バカンスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,バカンスの紹介状,
10075218,1,117,82,1,バカンスの髪型,ロングお下げ,わぁ～お?$R君は『バカンスの紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$Rバカンスっていいよね～?$R$Rなんだか心も体も開放的に$Rなっちゃうようね。$R$R$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『バカンスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、ショートアップにして欲しい$Rって言うならいつでも$Rしてあげるからまたおいでよ。,バカンスの紹介状,
10075218,1,117,83,1,バカンスの髪型,ショートアップ,わぁ～お?$R君は『バカンスの紹介状』を$R持っているのかい！？$R$R$R……フン?フフ～ン?$Rバカンスっていいよね～?$R$Rなんだか心も体も開放的に$Rなっちゃうようね。$R$R$R興味が……なさそうな$R顔をしているね……。$R$R$Rさ、さぁ『バカンスの紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、ロングお下げにして欲しい$Rって言うならいつでも$Rしてあげるからまたおいでよ。,バカンスの紹介状,
10075219,2,121,-1,0,ボーイッシュなサラサラショート,なし,わぁ～お?$R君は『ハイカラ紹介状☆』を$R持っているのかい！？$R$R$R……嗚呼ッ！感じるよッ！！$R$R$R多種多様な文化が交じり合う$R浪漫溢れる、あの古き良き時代の風が$R僕のインスピレーションを$R猛烈に刺激するよ！$R$R$Rハァハァ……、どうだい？$R『ハイカラ紹介状☆』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ハイカラ紹介状☆,
10075219,2,122,63,1,清楚なストレートロング,付け毛付き、ロングヘアー,わぁ～お?$R君は『ハイカラ紹介状☆』を$R持っているのかい！？$R$R$R……嗚呼ッ！感じるよッ！！$R$R$R多種多様な文化が交じり合う$R浪漫溢れる、あの古き良き時代の風が$R僕のインスピレーションを$R猛烈に刺激するよ！$R$R$Rハァハァ……、どうだい？$R『ハイカラ紹介状☆』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$R付け毛の方が気に入らなかったら$Rいつでも取り外してあげるから$Rまたおいでよ。,ハイカラ紹介状☆,
10075219,2,122,-1,1,清楚なストレートロング,付け毛なし、ロングヘアー,わぁ～お?$R君は『ハイカラ紹介状☆』を$R持っているのかい！？$R$R$R……嗚呼ッ！感じるよッ！！$R$R$R多種多様な文化が交じり合う$R浪漫溢れる、あの古き良き時代の風が$R僕のインスピレーションを$R猛烈に刺激するよ！$R$R$Rハァハァ……、どうだい？$R『ハイカラ紹介状☆』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rやっぱり、付け毛が欲しいって言うなら$Rいつでも付けてあげるから$Rまたおいでよ。,ハイカラ紹介状☆,
10075222,0,125,-1,0,真夏☆の髪型,なし,わぁ～お?$R君は『真夏の紹介状☆』を$R持っているのかい！？$R$R$R夏の思い出を$R僕と一緒に作ろうじゃないか！$R$R$Rどうだい？$R『真夏の紹介状☆』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,真夏の紹介状☆,
