#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,EVENTID,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
11001803,享受青春的男孩,21193000,161,226,0,1,11001803,0,11001803,190,0,1,0,0,0,
11001804,享受青春的女孩,21193000,162,226,0,1,11001804,0,11001804,190,0,1,0,0,0,
11001805,烤红薯的少女,21193000,162,236,2,1,11001805,0,11001805,111,0,1,0,0,0,
11001806,看起来很幸福的少女,21193000,165,178,6,1,11001806,0,11001806,209,0,1,0,0,0,
11001807,打瞌睡的男子,21193000,168,178,2,1,11001807,0,11001807,136,0,1,0,0,0,
11001808,困惑的少女,21193000,154,172,1,1,11001808,0,11001808,111,0,1,0,0,0,
11001809,灵感强烈的男子,21193000,207,20,7,1,11001809,0,11001809,135,0,1,0,0,0,
11001810,紧张的男孩,21193000,50,173,2,1,11001810,0,11001810,111,0,1,0,0,0,
11001811,高兴的少女,21193000,57,175,6,1,11001811,0,11001811,111,0,1,0,0,0,
11001812,在选择菜单的男孩,21193000,63,15,6,1,11001812,0,11001812,190,0,1,0,0,0,
11001813,准备吃饭的男子,21193000,63,14,6,1,11001813,0,11001813,190,0,1,0,0,0,
11001814,正在吃饭的男子,21193000,65,15,2,1,11001814,0,11001814,190,0,1,0,0,0,
11001815,吃完饭的男子,21193000,65,14,2,1,11001815,0,11001815,190,0,1,0,0,0,
11001816,放松的少女,21193000,65,40,2,1,11001816,0,11001816,160,0,1,0,0,0,
11001817,放松的少女,21193000,63,40,5,1,11001817,0,11001817,190,0,1,0,0,0,
11001818,大讲师,21193000,72,9,0,1,11001818,0,11001818,131,0,1,0,0,0,
11001819,不感兴趣的听众,21193000,71,10,5,1,11001819,0,11001819,190,0,1,0,0,0,
11001820,不感兴趣的听众,21193000,71,11,5,1,11001820,0,11001820,190,0,1,0,0,0,
11001821,不感兴趣的听众,21193000,73,10,2,1,11001821,0,11001821,190,0,1,0,0,0,
11001822,不感兴趣的听众,21193000,73,11,2,1,11001822,0,11001822,190,0,1,0,0,0,
11001823,做梦的少女,21193000,70,27,2,1,11001823,0,11001823,111,0,1,0,0,0,
11001826,胡卡,31301000,43,63,4,1,11001826,0,11001826,111,0,1,0,0,0,
11001827,艾米尔,50066000,20,31,2,1,11001827,0,11001827,111,0,1,0,0,0,
11001828,艾米尔,32053000,1,3,5,1,11001828,0,11001827,111,0,2,0,5b85,1,
11001829,露莉耶,32053000,4,3,3,1,11001647,0,11000155,111,0,2,0,5b84,1,
11001830,露莉耶,32053000,5,2,2,1,11001647,0,11000155,111,0,2,0,5b85,1,
11001831,弗兰肯斯坦博士,32053000,1,2,6,1,11001831,0,11001609,111,0,2,0,5b85,1,
11001832,泰塔斯,32053000,5,3,3,1,11001832,0,11000157,111,0,2,0,5b85,1,
11001833,哈榭尔,11027000,251,141,0,1,11001833,0,11001781,111,0,2,0,5b86,0,
11001834,玛莎,10024000,130,152,5,1,11001834,0,11000153,111,0,2,0,5b59,1,
11001835,玛莎,30102000,5,7,4,1,11001835,0,11000153,111,0,2,0,5b73,1,
11001836,玛莎,30075000,3,7,3,1,11001836,0,11000153,111,0,2,0,5b74,1,
11001837,玛莎,30151000,7,4,3,1,11001837,0,11000153,111,0,2,0,5b75,1,
11001838,玛莎,10057000,66,131,4,1,11001838,0,11000153,111,0,2,0,5b76,1,
11001839,享受日光浴的少女,11027000,209,72,6,0.9,11001839,0,11001839,136,0,1,0,0,0,
11001840,淋浴的少女,11027000,193,144,0,1,11001840,0,11001840,134,0,1,0,0,0,
11001841,期待着什么的男人,11027000,91,158,0,1,11001841,0,11001841,112,0,1,0,0,0,
11001842,苦恼的少女,11027000,181,158,6,0.9,11001842,0,11001842,111,0,1,0,0,0,
11001843,警备员,11027000,182,48,6,1.1,11001843,0,11001725,111,0,1,0,0,0,
11001844,威廉,31300000,55,21,6,1.2,11001844,0,11001844,190,0,1,0,0,0,
11001845,艾米尔冒险家,31300000,21,37,4,1,11001845,0,11001845,190,0,1,0,0,0,
11001846,泰达尼亚冒险家,31300000,21,35,0,1,11001846,0,11001846,190,0,1,0,0,0,
11001847,多米尼翁冒险家,31300000,22,35,0,1,11001847,0,11001847,190,0,1,0,0,0,
11001848,容光焕发的老人,31304000,20,20,4,1,11001848,0,11001726,111,0,2,0,5b90,1,
11001849,爱美的男人,31304000,13,28,1,1,11001849,0,11001849,163,0,2,0,5b90,1,
11001850,有憧憬的男人,31304000,30,28,6,1,11001850,0,11001850,111,0,2,0,5b90,1,
11001851,苦恼的少女,31304000,83,14,4,1,11001851,0,11001851,134,0,2,0,5b90,1,
11001852,皮肤光滑的少女,31304000,86,24,6,1,11001852,0,11001852,190,0,2,0,5b90,1,
11001853,直觉良好的女人,31304000,65,19,2,1,11001853,0,11001853,111,0,2,0,5b90,1,
11001854,苦恼的男人,31304000,13,13,2,1,11001854,0,11001854,134,0,2,0,5b91,1,
11001855,躺着休息的男人,31304000,25,17,0,1,11001855,0,11001855,136,0,2,0,5b91,1,
11001856,好奇的男子,31304000,25,37,4,1,11001856,0,11001856,336,0,2,0,5b91,1,
11001857,好奇的女子,31304000,70,37,4,1,11001857,0,11001857,336,0,2,0,5b91,1,
11001858,刚洗完澡的少女,31304000,74,20,4,1,11001858,0,11001858,190,0,2,0,5b91,1,
11001859,忙碌的女子,31304000,82,29,7,1,11001859,0,11001859,190,0,2,0,5b91,1,
11001860,等候的男人,31304000,38,82,4,1,11001860,0,11001860,190,0,2,0,5b90,1,
11001861,包打听埃尔,31304000,64,80,0,1,11001861,0,11001861,190,0,2,0,5b90,1,
11001862,口无遮拦的库里,31304000,64,82,4,1,11001862,0,11001862,190,0,2,0,5b90,1,
11001863,保管员(女),31304000,50,74,5,1,11001863,0,11001863,131,0,2,0,5b91,1,
11001864,保管员(男),31304000,44,74,4,1,11001864,0,11001864,131,0,2,0,5b91,1,
11001865,悠闲的少女,31304000,70,73,2,1,11001865,0,11001865,190,0,2,0,5b91,1,
11001866,有趣的男人,31304000,52,82,5,1,11001866,0,11001866,134,0,1,0,0,0,
11001867,沐浴中的少年,31303000,5,78,0,1,11001867,0,11001867,134,0,1,0,0,0,
11001868,沐浴中的少女,31303000,55,78,0,1,11001868,0,11001868,134,0,1,0,0,0,
11001869,困惑的少女,31303000,57,56,6,1,11001869,0,11001869,190,0,1,0,0,0,
11001870,知识广博的德拜,31303000,33,23,4,1,11001870,0,11001870,209,0,1,0,0,0,
11001871,基莉奥的粉丝,31303000,32,24,2,1,11001871,0,11001871,135,0,1,0,0,0,
11001872,容光焕发的少女,31303000,40,57,7,1,11001872,0,11001872,136,0,1,0,0,0,
11001873,饥饿的少女,31302000,30,61,8,1,11001873,0,11001873,160,0,1,0,0,0,
11001874,饥饿的男人,31302000,30,63,4,1,11001874,0,11001874,160,0,1,0,0,0,
11001875,凝视喷泉的男人,31302000,47,50,2,1,11001875,0,11001875,190,0,1,0,0,0,
11001876,坐着的男人,31302000,71,23,2,1,11001876,0,11001876,190,0,1,0,0,0,
11001877,失去一切的男人,31302000,54,64,4,1,11001877,0,11001877,160,0,1,0,0,0,
11001879,犹豫不决的少女,31302000,31,55,1,1,11001879,0,11001879,111,0,1,0,0,0,
11001880,兴奋的爱莉,31302000,31,15,3,1,11001880,0,11001880,334,0,1,0,0,0,
11001881,兴奋的艾尔,31302000,31,16,3,1,11001881,0,11001881,336,0,1,0,0,0,
11001882,担心的男子,31302000,59,37,4,1,11001882,0,11001882,111,0,1,0,0,0,
11001883,奇怪的男人,31301000,28,2,5,1,11001883,0,11001883,158,0,1,0,0,0,
11001884,无敌的男人,31301000,46,26,3,1,11001884,0,11001884,160,0,1,0,0,0,
11001885,赌徒达因,31301000,20,41,6,1,11001885,0,11001885,336,0,1,0,0,0,
11001886,在意的少女,31301000,36,15,2,1,11001886,0,11001886,111,0,1,0,0,0,
11001887,卡塞多拉尔的使者,12021000,148,147,5,1.1,11001887,0,11001887,111,0,1,0,0,0,
11001888,卡塞多拉尔的使者,10023100,239,123,0,1.1,11001887,0,11001887,111,0,1,0,0,0,
11001889,卡塞多拉尔的使者,10023200,13,133,4,1.1,11001887,0,11001887,111,0,1,0,0,0,
11001890,卡塞多拉尔的使者,10023300,132,240,2,1.1,11001887,0,11001887,111,0,1,0,0,0,
11001891,卡塞多拉尔的使者,10023400,122,16,6,1.1,11001887,0,11001887,111,0,1,0,0,0,
11001892,强壮的哞哞,30134001,2,6,6,0.5,11001892,0,10660001,111,0,1,0,0,0,
11001893,月之帕格萨斯,10071000,70,149,6,0.9,11001893,0,10730007,111,0,1,0,0,0,
11001894,迎宾兔子,10025000,112,135,4,1,11001894,0,40610000,113,0,1,0,0,0,
11001895,迎宾兔子,10022000,149,120,0,1,11001894,0,40610000,113,0,1,0,0,0,
11001896,迎宾兔子,10031000,120,125,6,1,11001894,0,40610000,113,0,1,0,0,0,
11001897,迎宾兔子,10014000,135,143,2,1,11001894,0,40610000,113,0,1,0,0,0,
11001898,迎宾兔子,10057000,167,114,2,1,11001894,0,40610000,113,0,1,0,0,0,
11001899,迎宾兔子,10060000,234,202,2,1,11001894,0,40610000,113,0,1,0,0,0,
11001900,迎宾兔子,10066000,108,103,2,1,11001894,0,40610000,113,0,1,0,0,0,
11001901,迎宾兔子,10050000,111,147,0,1,11001894,0,40610000,113,0,1,0,0,0,
11001902,迎宾兔子,10062000,98,221,3,1,11001894,0,40610000,113,0,1,0,0,0,
11001903,兔子商店,31302000,47,68,2,1,11001903,0,40610000,113,0,1,0,0,0,
11001904,哈榭尔,31302000,42,53,4,1,11001904,0,11001781,111,0,2,0,5b87,1,
11001905,哈榭尔,31304000,31,20,6,1,11001905,0,11001781,111,0,2,0,5b88,1,
11001906,哈榭尔,21190000,50,170,2,1,11001906,0,11001781,111,0,2,0,5b89,1,
11001907,帅哥,31301000,16,64,4,1.05,11001907,0,11001907,111,0,1,0,0,1,
11001908,泰达尼亚中介人,21190000,16,170,0,1.05,11001908,0,11001908,111,0,1,0,0,1,
11001909,杂货店里达,31302000,47,56,2,1,11001909,0,11001909,111,0,1,0,0,1,
11001910,家具店尤格拉,31302000,52,50,4,1,11001910,0,11001910,111,0,1,0,0,1,
11001913,友伦,32053000,5,3,2,1,11001913,0,11001773,111,0,2,0,6b13,1,
11001914,图尔,32053000,5,4,3,1,11001914,0,11001774,111,0,2,0,6b13,1,
11001916,友伦,12022001,8,159,6,1,11001916,0,11001773,111,0,2,0,6b15,1,
11001917,图尔,12022001,8,160,6,1,11001917,0,11001774,111,0,2,0,6b15,1,
11001919,西部要塞防卫总司令,32003002,20,8,8,1.3,11001919,0,11001570,111,0,1,0,0,0,
11001920,攻防战登记员·保利,32003002,28,67,2,1,11001920,0,11001719,112,0,1,0,0,0,
11001921,攻防战登记员·巴蒂埃拉,32003002,12,67,6,1,11001921,0,11001719,332,0,1,0,0,0,
11001922,攻防战登记员·恩克鲁特,32003002,28,30,2,1.2,11001922,0,11001719,111,0,1,0,0,0,
11001923,罗城门门卫,32003002,19,86,4,1.1,11001923,0,11001617,135,0,1,0,0,0,
11001924,攻防战登记员·古鲁,32003002,12,30,6,1.05,11001924,0,11001719,136,0,1,0,0,0,
11001925,DEM-00E2,32003002,9,85,1,1,11001925,0,19070000,363,0,1,0,0,0,
11001926,DEM-00S3,32003002,23,9,7,1,11001926,0,19070400,363,0,1,0,0,0,
11001927,DEM-00E2,32003002,15,30,5,1,11001927,0,19070000,363,0,1,0,0,0,
11001928,DEM-00S3,32003002,25,41,6,1,11001928,0,19070400,363,0,1,0,0,0,
11001929,采购商多卡,32003002,11,83,5,1.1,11001929,0,11001566,111,0,1,0,0,0,
11001930,DEM,50067000,9,3,1,1,11001930,0,11001686,331,0,2,0,6b19,0,
11001931,谜之少女,50067000,7,2,0,1,11001931,0,11001772,111,0,2,0,6b17,1,
11001932,友伦,50067000,6,5,5,1,11001932,0,11001773,332,0,2,0,6b19,0,
11001933,图尔,50067000,7,6,5,1,11001933,0,11001774,331,0,2,0,6b19,0,
11001934,贝利尔,50067000,7,9,4,1,11001934,0,11000156,111,0,2,0,6b17,1,
11001941,赌徒达因,31303000,48,75,4,1,11001941,1,11001885,331,0,2,0,6b30,1,
11001942,兔女郎,31303000,44,77,4,1,11001942,1,11001767,331,0,2,0,6b30,1,
11001943,艾米尔冒险家,31303000,48,4,0,1,11001943,1,11001845,331,0,2,0,6b30,1,
11001944,泰达尼亚冒险家,31303000,47,4,0,1,11001944,1,11001846,331,0,2,0,6b30,1,
11001945,多米尼翁冒险家,31303000,49,4,0,1,11001945,1,11001847,331,0,2,0,6b30,1,
11001946,有趣的男人,31303000,5,12,6,1,11001946,1,11001866,331,0,2,0,6b30,1,
11001947,猫灵（白子）,31303000,39,35,6,1,11001947,1,14380000,111,0,2,0,6b31,1,
11001948,猫灵（白子）,31302000,23,62,1,1,11001951,0,14380000,111,0,2,0,6b32,1,
11001949,猫灵（白子）,50069000,42,54,4,1,11001949,1,14380000,111,0,2,0,6b41,1,
11001950,迎宾兔子？,31303000,48,4,0,0.6,11001950,1,40610000,111,0,2,0,6b29,1,
11001951,迎宾兔子？,31302000,22,63,5,0.6,11001951,0,40610000,111,128,2,0,6b33,1,
11001952,兔子1号,50069000,42,53,0,0.6,11001952,0,40610000,111,0,2,0,6b34,0,
11001953,兔子2号,50069000,43,53,0,0.6,11001953,1,40610000,111,0,2,0,6b35,1,
11001954,兔子3号,50069000,41,53,0,0.6,11001954,1,40610000,111,0,2,0,6b36,1,
11001955,兔子4号,50069000,44,52,0,0.6,11001955,1,40610000,111,0,2,0,6b37,1,
11001956,兔子5号,50069000,40,52,0,0.6,11001956,1,40610000,111,0,2,0,6b38,1,
11001957,兔子6号,50069000,45,51,0,0.6,11001957,1,40610000,111,0,2,0,6b39,1,
11001958,兔子7号,50069000,39,51,0,0.6,11001958,1,40610000,111,0,2,0,6b40,1,
11001959,梦幻之花,50068000,63,72,0,1,11001959,0,30211000,111,0,2,0,6b42,0,
11001960,梦幻之花,50068000,45,214,1,1,11001960,0,30210300,111,0,2,0,6b42,1,
11001961,梦幻之花,50068000,179,209,3,1,11001961,0,30210300,111,0,2,0,6b42,1,
11001962,梦幻之花,50068000,176,139,3,1,11001962,0,30210300,111,0,2,0,6b42,1,
11001963,梦幻之花,50068000,215,65,1,1,11001963,0,30210300,111,0,2,0,6b42,1,
11001964,梦幻之花,50068000,205,37,1,1,11001964,0,30210300,111,0,2,0,6b42,1,
11001965,梦幻之花,50068000,161,97,1,1,11001965,0,30210300,111,0,2,0,6b42,1,
11001966,梦幻之花,50068000,48,9,0,1,11001966,0,30210300,111,0,2,0,6b42,1,
11001967,梦幻之花,50068000,58,29,0,1,11001967,0,30210300,111,0,2,0,6b42,1,
11001968,梦幻之花,50068000,154,156,3,1,11001968,0,30210300,111,0,2,0,6b42,1,
11001970,采购商多卡,50068000,62,71,7,1.1,11001970,1,11001566,111,0,2,0,6b44,1,
11001972,杰尼亚博士,30166000,10,4,1,0.9,11001972,0,11001972,132,0,1,0,0,0,
11001973,梦幻的哈利路亚,10024000,47,149,5,1,11001973,0,11001973,111,0,2,0,6b50,1,
11001974,梦幻的哈利路亚,30166000,17,16,2,1,11001974,0,11001973,111,0,1,0,0,0,
11001975,帕基亚,10024000,50,152,4,1,11001975,0,11001975,111,0,1,0,0,0,
11001976,帕基亚,30166000,1,16,6,1,11001976,0,11001975,111,0,1,0,0,0,
11001977,柯尔契卡,10024000,48,151,6,1,11001977,0,11001977,111,0,1,0,0,0,
11001978,柯尔契卡,30166000,1,12,7,1,11001978,0,11001977,111,0,1,0,0,0,
11001979,魔法之蝶,10002000,45,221,4,0.8,11001979,0,14540100,111,0,1,0,0,0,
11001980,魔法之蝶,10050001,229,136,4,0.8,11001980,0,14540100,111,0,1,0,0,0,
11001981,魔法之蝶,10034000,35,52,6,0.8,11001981,0,14540100,111,0,1,0,0,0,
11001982,魔法之蝶,10059000,99,101,4,0.8,11001982,0,14540100,111,0,1,0,0,0,
11001984,梦幻的哈利路亚,10065000,85,85,3,1,11001984,0,11001973,111,0,1,0,0,0,
11001985,神奇魔镜的泰迪,10023000,154,78,1,0.9,11001985,0,11000723,111,0,1,0,0,0,
11001987,外派任务受理员,10050001,221,139,5,1,11001987,0,11001987,111,0,1,0,0,0,#ノーザンD前
11001988,外派任务受理员,30080001,4,1,0,1,11001988,0,11001988,111,0,1,0,0,0,#鉄火山、シェルター内
11001989,讨厌厚衣服的矿工,20010000,21,106,5,1.1,11001989,0,11001989,111,0,1,0,0,0,#氷結ダンジョンB1F
11001990,汗流浃背的矿工,20022000,210,181,2,1,11001990,0,11001990,351,0,1,0,0,0,#サウスダンジョン
11001991,有洁癖的魔导师,30010004,6,1,1,1,11001991,0,11001991,190,0,1,0,0,0,#アイアンサウス酒場
11001992,形迹可疑的男子,10070000,151,49,4,1,11001992,0,11001992,111,0,1,0,0,0,#光の塔周辺
11001994,纳吉特,12035001,205,71,0,1,11001994,0,11001994,112,0,2,0,6b63,1,
11001995,……,12035001,205,71,0,1,11001995,0,11001339,363,0,2,0,6b99,1,
11001996,拉特,12021000,94,118,4,0.8,11001996,0,11001996,135,0,2,0,6b75,1,
11001998,DEM少年,22004002,22,85,4,1,11002087,0,11001998,111,0,2,0,6b62,1,
11002001,米乌,22004003,108,70,0,0.9,11002001,0,11002001,111,0,2,0,6b85,0,
11002002,？？？,22004003,22,63,4,0.9,11002002,0,11002001,111,0,2,0,6b85,1,
11002003,？？？,22004003,21,18,7,0.9,11002003,0,11002002,111,0,2,0,6b85,1,
11002004,？？？,22004003,51,101,0,0.9,11002004,0,11002003,111,0,2,0,6b85,1,
11002005,？？？,22004003,47,55,6,0.9,11002005,0,11002004,111,0,2,0,6b85,1,
11002006,？？？,22004003,52,17,0,0.9,11002006,0,11002005,111,0,2,0,6b85,1,
11002007,？？？,22004003,110,62,3,0.9,11002007,0,11002006,111,0,2,0,6b85,1,
11002008,？？？,22004003,98,86,5,0.9,11002008,0,11002007,111,0,2,0,6b85,1,
11002009,？？？,22004003,64,65,0,0.9,11002009,0,11002008,111,0,2,0,6b85,1,
11002013,米乌,12021000,144,68,1,0.9,11002013,0,11002001,111,0,2,0,7b11,0,
11002014,哈鲁纳斯,22197000,109,61,2,1,11002014,0,11002014,111,0,1,0,0,0,
11002015,纳纳西,22197000,88,94,4,1,11002015,0,11002015,111,0,1,0,0,0,
11002016,米娜,22197000,83,69,0,1,11002016,0,11002016,131,0,1,0,0,0,
11002017,迪安萨斯,22197000,83,70,4,1,11002016,0,11002017,131,0,1,0,0,0,
11002018,抵抗军医生,22197000,55,84,2,1,11002018,0,11002018,111,0,1,0,0,0,
11002019,抵抗军护士,22197000,55,83,1,1,11002018,0,11002019,111,0,1,0,0,0,
11002020,抵抗军伤员,22197000,54,84,6,1,11002018,0,11002020,112,0,1,0,0,0,
11002021,加拉基,22197000,21,105,2,1,11002021,0,11000021,131,0,1,0,0,0,
11002022,玛吉纳,22197000,18,104,0,1,11002022,0,11001052,131,0,1,0,0,0,
11002023,抵抗军机械驾驶员,22197000,29,106,7,1,11002023,0,11002023,134,0,1,0,0,0,
11002024,扎科,22197000,10,98,6,1,11002024,0,11002024,111,0,1,0,0,0,
11002025,尤维,22197000,10,100,6,1,11002024,0,11002025,111,0,1,0,0,0,
11002026,维尔梅里奥,22197000,12,99,2,1,11002026,0,11002026,111,0,1,0,0,0,
11002027,抵抗军研究员Ａ,22197000,31,38,7,1,11002027,0,11002027,111,0,1,0,0,0,
11002028,抵抗军研究员Ｂ,22197000,32,38,1,1,11002027,0,11002028,111,0,1,0,0,0,
11002029,前线据点最高指挥官,22197000,32,52,0,1.3,11002029,0,11001570,111,0,1,0,0,0,
11002030,军舰岛地下卫兵,22197000,23,16,0,1,11002030,0,11001617,111,0,1,0,0,0,
11002031,军舰岛地下卫兵,22197000,40,16,0,1,11002030,0,11001617,111,0,1,0,0,0,
11002032,装备补给管理主任,22197000,109,59,2,1.1,11002032,0,11001570,111,0,1,0,0,0,
11002034,武器商人,22197000,33,35,4,1,11002034,0,11000050,111,0,1,0,0,0,
11002035,防具商人,22197000,31,35,4,1,11002035,0,11000050,111,0,1,0,0,0,
11002036,杂货商人,22197000,29,35,4,1,11002036,0,11001566,111,0,1,0,0,0,
11002037,抵抗军接待员,22197000,54,102,3,1,11002037,0,11001568,111,0,1,0,0,0,
11002038,攻防战登记员·米歇尔,22197000,8,31,6,1.3,11002038,0,11001719,111,0,1,0,0,0,
11002039,攻防战登记员·耶格尔,22197000,55,31,2,1.5,11002039,0,11001719,111,0,1,0,0,0,
11002040,攻防战登记员·阿兰,22197000,8,67,6,1.4,11002040,0,11001719,111,0,1,0,0,0,
11002041,攻防战登记员·索鲁贝,22197000,55,67,2,1.3,11002041,0,11001719,111,0,1,0,0,0,
11002042,猫灵·桃子,50078000,202,73,5,1,11002042,1,10260000,111,0,2,0,7b29,1,
11002043,猫灵·绿子,50078000,203,74,4,1,11002043,1,10260050,111,0,2,0,0,0,
11002044,猫灵·蓝子,50078000,203,74,4,1,11002044,1,10260051,111,0,2,0,7b30,1,
11002045,猫灵·山吹,50078000,204,74,4,1,11002045,1,10260052,111,0,2,0,7b31,1,
11002046,猫灵·堇子,50078000,205,74,4,1,11002046,1,10260003,111,0,2,0,7b32,1,
11002047,猫灵·茜子,50078000,206,74,4,1,11002047,1,10260004,111,0,2,0,7b33,1,
11002048,猫灵·杏子,50078000,207,74,3,1,11002048,1,10260005,111,0,2,0,7b34,1,
11002049,猫灵·空子,50078000,207,73,3,1,11002049,1,10260006,111,0,2,0,7b35,1,
11002050,猫灵·胡桃＆若菜,50078000,207,72,2,1,11002050,1,14240000,111,0,2,0,7b36,1,
11002051,猫灵·白子,50078000,207,71,2,1,11002051,1,14380000,111,0,2,0,7b37,1,
11002052,猫灵·黑子,50078000,203,71,6,1,11002052,1,14370000,111,0,1,0,7b38,0,
11002053,猫灵·桃子？,12021000,113,118,0,1,11002052,0,11001454,111,0,2,0,7b12,1,
11002054,猫灵·绿子？,12021000,113,118,0,1,11002053,0,11001458,111,0,2,0,7b13,1,
11002055,猫灵·蓝子？,12021000,113,118,0,1,11002054,0,11001459,111,0,2,0,7b14,1,
11002056,猫灵·山吹？,12021000,113,118,0,1,11002055,0,11001457,111,0,2,0,7b15,1,
11002057,猫灵·菫子？,12021000,113,118,0,1,11002056,0,11001455,111,0,2,0,7b16,1,
11002058,猫灵·茜子？,12021000,113,118,0,1,11002057,0,11001456,111,0,2,0,7b17,1,
11002059,猫灵·杏子？,12021000,113,118,0,0.9,11002059,0,11002059,111,0,2,0,7b18,1,
11002060,猫灵·空子？,12021000,113,118,0,1,11002060,0,11002060,111,0,2,0,7b19,1,
11002061,猫灵·胡桃？,12021000,113,118,0,0.88,11002061,0,11002061,111,0,2,0,7b20,1,
11002062,猫灵·若菜？,12021000,113,118,0,0.88,11002062,0,11002062,111,0,2,0,7b21,1,
11002063,猫灵·白子？,12021000,113,118,0,1,11002063,0,11002063,111,0,2,0,7b22,1,
11002064,抵抗军侦察员,32053001,4,3,3,1,11002064,0,11002064,111,0,2,0,7b01,1,
11002065,恶德商人库斯卡,12021000,11,81,2,1,11002065,0,11002065,186,0,1,0,0,0,
11002066,抵抗军领袖,32053001,3,1,0,1.1,11002066,0,11001645,190,0,1,0,0,0,
11002067,忘却之花,50076000,208,39,1,1,11002067,0,30210300,111,0,1,0,0,0,
11002068,采购商多卡,50076000,207,36,7,1.1,11002068,0,11001566,111,0,2,0,7b02,1,
11002070,梦幻,50076000,204,36,6,3,11002070,0,14550900,331,0,2,0,7b03,1,
11002071,梦幻,50076000,203,39,6,3,11002070,0,14550900,331,0,2,0,7b03,1,
11002072,梦幻,50076000,204,42,6,3,11002070,0,14550900,331,0,2,0,7b03,1,
11002073,纳吉特,32203000,15,20,0,1,11002073,0,11001994,111,96,1,0,0,0,
11002074,猫灵·黒子,50077000,133,118,7,1,11002074,1,14370000,111,0,2,0,7b07,0,
11002075,DEM少年,50077000,135,118,0,1,11002074,1,14470000,111,0,2,0,7b08,1,
11002076,冈格,50077000,136,113,0,1.1,11002074,1,11002076,111,0,2,0,7b08,1,
11002077,尼尔,50077000,135,118,0,1,11002074,1,11002077,111,0,2,0,7b08,1,
11002078,DEM-00E2,50077000,137,113,0,1.1,11002074,1,19070000,111,0,2,0,7b08,1,
11002079,硬纸板,50079000,144,237,6,1,11002079,0,12002101,111,0,1,0,0,0,
11002080,DEM少年,50079000,144,236,6,1,11002079,0,11001776,135,0,1,0,0,0,
11002081,纳吉特,50078000,205,70,0,1,11002081,0,11001994,111,96,2,0,7b41,0,
11002082,DEM少年,50078000,203,70,6,1,11002082,1,11001997,111,0,1,0,0,0,
11002085,猫灵·黒子,50077000,133,86,0,1,11002085,0,14370000,111,0,2,0,7b07,1,
11002086,杂货店代理,32003001,11,83,5,1,11002086,0,11002086,111,0,2,0,7b26,1,
11002088,米乌,12021000,190,93,7,0.9,11002088,0,11002001,111,96,2,0,7b28,1,
11002089,暗之精灵,50078000,208,72,1,1,11002089,1,11000114,111,0,1,0,0,0,
11002090,梦幻的哈利路亚,10063100,125,43,2,1,11002090,0,11001973,111,0,1,0,0,0,
11002091,抵抗军领导者,50100000,3,1,0,1.1,11002091,0,11001644,190,0,2,0,7b61,0,
11002092,露莉耶,50100000,4,3,3,1,11002092,0,11000155,131,0,2,0,7b57,0,
11002093,泰塔斯,50100000,2,3,5,1,11002093,0,11000157,132,0,2,0,7b56,0,
11002094,玛莎,50100000,1,2,5,1,11002094,0,11000153,111,0,2,0,7b54,1,
11002095,贝利尔,50100000,5,1,0,1,11002095,0,11000156,135,0,2,0,7b54,1,
11002096,艾米尔,50100000,3,6,4,1,11002096,0,11001827,111,0,2,0,7b55,1,
11002097,玛莎,50101000,13,156,6,1,11002097,0,11000153,132,0,2,0,7b47,1,
11002098,东军骑士团大队长,50101000,18,156,2,1.1,11002098,0,11000037,111,0,2,0,7b77,0,
11002099,西军骑士团大队长,50101000,16,156,6,1.1,11002098,0,11000038,111,0,2,0,7b77,0,
11002100,南军骑士团大队长,50101000,17,157,4,1.1,11002098,0,11000039,111,0,2,0,7b77,0,
11002101,北军骑士团大队长,50101000,17,155,0,1.1,11002098,0,11000040,111,0,2,0,7b77,0,
11002102,佣兵军大队长,50101000,15,152,4,1.2,11002102,0,11000096,111,0,2,0,7b77,0,
11002103,贝利尔,22197000,18,98,1,1,11002103,0,11000156,132,0,2,0,7b47,1,
11002104,艾阿斯特,22197000,29,99,2,1,11002103,0,11002104,111,0,2,0,7b50,1,
11002105,兹怀特,22197000,29,99,2,1,11002103,0,11002105,111,0,2,0,7b51,1,
11002106,德利托,22197000,17,84,0,1,11002103,0,11002106,111,0,2,0,7b52,1,
11002107,艾米尔,50102000,53,84,0,1,11002109,0,11002107,111,0,1,0,0,0,
11002108,玛莎,50102000,58,177,0,1,11002108,0,11000153,135,0,1,0,0,0,
11002109,泰塔斯,50102000,53,86,0,1,11002109,0,11000157,111,0,1,0,0,0,
11002110,贝利尔,50102000,101,138,6,1,11002110,0,11000156,135,0,1,0,0,0,
11002111,露莉耶,50102000,29,127,6,1,11002111,0,11000155,111,0,1,0,0,0,
11002112,艾米尔,22197000,16,23,0,1,11002112,0,11002107,111,0,2,0,7b60,1,
11002113,玛莎,22197000,17,23,0,1,11002112,0,11000153,132,0,2,0,7b60,1,
11002114,泰塔斯,22197000,15,24,6,1,11002112,0,11000157,111,0,2,0,7b60,1,
11002115,贝利尔,22197000,16,25,4,1,11002112,0,11000156,131,0,2,0,7b60,1,
11002116,露莉耶,22197000,17,24,2,1,11002112,0,11000155,111,0,2,0,7b60,1,
