#10,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,スキルリスト,,,,,,,,,,,,経験値,,ドロップ,ドロップアイテム,,,,,,,,,備考 #ID,NAME,PICTID,?? ID,?,??,???,??,? ??,LV,??,??,??,??,??,??,?,??,HP,SP,MP,??,??,??,??,??,??,??,??%,??,??%,??,??,??,??,??,??,??,??,???,????,??,??,??,无,火,水,风,土,光,?,?,??,??,??,??,??? ?? ??,??,??,??,ID１,??,ID2,??,ID3,??,ID4,??,ID5,??,ID,??,ID１,??,ID2,??,ID3,??,ID4,??,ID5,??,ID,??,ＩＤ１,??,ＩＤ２,??,ＩＤ３,??,ＩＤ４,??,ＩＤ５,??,ＩＤ６,??,EXP,JOB,ID,??? ID1,??? ID2,??? ID3,??? ID4,??? ID5,??? ID6,??? ID7,ID8(???),ID8 ??, ,
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,ＩＤ５,確率,ＩＤ６,確率,EXP,JOB,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率, 
#99999999,Limitation : W byte 16 characters,99999999,HUMAN,1,1,1,0,0,0,127,127,127,127,127,127,127,127,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,100,100,100,100,100,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,99999999,99999999,0,99999999,99999999,99999999,99999999,null,99999999,99999999,99999999,99999999,
10150001,无限回廊的独角兽,10150000,ANIMAL,1,1,1,0,0,23,50,50,50,50,50,50,50,50,148,1000,1000,400,55,80,STAB,20,29,10,10,23,10,79,0,60,16,26,31,1,1,100,1,400,200,1,0,0,0,0,0,0,0,21,168,168,168,0,42,255,255,126,24,100,0,0,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,7578,100,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,,,#魔法感知???系,
10150002,牧马,10151200,ANIMAL_NOTOUCH,1,1,1,0,0,23,28,19,26,19,23,13,1,1,190,55,0,400,38,51,STAB,34,80,33,33,7,77,55,102,120,48,47,200,9,10,100,1,360,200,1,0,0,0,0,0,50,0,10,10,10,255,10,10,10,255,10,47,100,0,0,0,0,0,0,0,0,0,0,47,100,0,0,0,0,0,0,0,0,0,0,7503,100,0,0,0,0,0,0,0,0,0,0,64,64,3,null,null,null,null,null,null,null,
10150003,野生马,10151200,ANIMAL_NOTOUCH,1,1,1,0,0,23,28,19,26,19,23,13,1,1,190,55,0,400,38,51,STAB,34,80,33,33,7,77,55,102,120,48,47,200,9,10,100,1,360,200,1,0,0,0,0,0,50,0,10,10,10,255,10,10,10,255,10,58,100,0,0,0,0,0,0,0,0,0,0,58,100,0,0,0,0,0,0,0,0,0,0,7503,100,0,0,0,0,0,0,0,0,0,0,64,64,3,null,null,null,null,null,null,null,
10155000,太阳独角兽,10155000,ANIMAL,1,1,1,0,0,40,28,19,26,19,23,13,1,1,1550,255,255,300,150,200,STAB,200,240,80,10,40,35,180,150,180,95,47,200,9,10,100,1,350,300,1,0,0,0,0,0,50,0,10,10,10,255,10,10,10,255,10,1,40,9,60,0,0,0,0,0,0,0,0,1,30,9,50,0,0,0,0,0,0,0,0,7503,20,7571,50,7646,30,0,0,0,0,0,0,640,440,9,null,10051500,10020201,null,null,10037300,10009500,,,#FF,
10180000,丧屍,10180000,UNDEAD,1,1,1,0,1,29,42,26,37,23,30,48,1,1,520,77,0,170,60,121,BLOW,54,90,47,3,31,20,80,104,100,40,48,200,12,13,150,1,160,200,1,0,0,0,0,0,0,50,255,20,255,20,20,20,20,20,255,3,80,14,20,0,0,0,0,0,0,0,0,3,70,9,30,0,0,0,0,0,0,0,0,7508,100,0,0,0,0,0,0,0,0,0,0,125,125,3,null,10001903,10000202,10024900,null,10009500,10009600,10050947,150,
10180002,无限回廊的丧屍,10180000,UNDEAD,1,1,1,0,1,25,50,50,50,50,50,50,50,50,850,1000,1000,100,69,84,BLOW,0,0,46,10,75,10,96,0,0,10,24,35,1,1,100,1,200,200,1,0,0,0,0,0,0,5,255,255,168,255,0,255,168,255,255,12,100,0,0,0,0,0,0,0,0,0,0,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,,,#??????、???,
10180100,死士,10180100,UNDEAD,1,1,1,0,1,51,42,26,37,23,30,48,1,1,1980,255,255,350,220,310,BLOW,254,300,95,20,170,40,200,150,130,55,50,200,12,13,150,1,350,300,1,0,0,0,0,0,0,30,255,20,255,20,20,20,20,20,255,36,100,0,0,0,0,0,0,0,0,0,0,36,100,0,0,0,0,0,0,0,0,14,100,7508,70,7573,20,7585,10,0,0,0,0,0,0,852,825,9,null,10015302,10034508,10024900,null,10015302,10009600,,,#AD　死亡时???????,
10180101,召唤的死士,10180100,UNDEAD,1,1,1,0,1,70,42,26,37,23,30,48,1,1,600,255,255,350,230,250,BLOW,150,180,140,10,40,30,185,185,185,55,50,200,5,5,150,1,250,300,1,0,0,0,0,0,0,30,255,20,255,20,20,20,20,20,255,59,20,60,80,0,0,0,0,0,0,0,0,59,30,60,70,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,0,0,9,null,null,null,null,null,null,null,,,#死?召唤用　,
10180500,鲁布那,10180500,UNDEAD,1,1,1,0,1,51,42,26,37,23,30,48,1,1,1980,255,255,350,230,320,BLOW,254,300,95,20,170,40,200,150,140,50,48,200,12,13,150,1,330,350,1,0,0,0,0,0,0,30,255,20,255,20,20,20,20,20,255,33,100,0,0,0,0,0,0,0,0,0,0,33,100,0,0,0,0,0,0,0,0,0,0,7518,45,7573,40,7517,15,0,0,0,0,0,0,852,825,9,null,10015302,10034508,10024900,null,10015302,10009600,,,#AD　中级,
10181000,柏德丧屍,10181000,UNDEAD,1,1,1,0,1,22,35,20,25,15,30,35,10,10,280,255,255,300,30,50,BLOW,30,33,100,50,40,50,200,150,125,50,48,200,5,5,170,1,300,330,1,0,0,0,0,0,0,65,255,20,255,20,20,20,20,20,255,39,100,0,0,0,0,0,0,0,0,0,0,39,100,0,0,0,0,0,0,0,0,0,0,7506,100,0,0,0,0,0,0,0,0,0,0,58,48,9,null,null,null,10034508,null,null,10009500,,,#???用,
10190000,骷髅骨,10190000,UNDEAD,1,1,1,0,1,32,52,34,45,26,35,3,1,1,444,105,0,365,75,105,SLASH,72,102,80,50,44,44,108,104,1,82,125,200,50,7,150,1,600,200,1,0,0,0,0,0,0,70,255,25,255,25,25,25,25,25,25,15,100,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7524,100,7525,100,0,0,0,0,0,0,0,0,230,170,3,null,10006600,10024900,10019900,null,10045001,10009600,10050935,100,
10190001,无限回廊的骷髅骨,10190000,UNDEAD,1,1,1,0,1,20,50,50,50,50,50,50,50,50,1250,1000,1000,300,46,61,SLASH,54,71,52,10,76,10,105,0,80,24,33,36,1,1,100,1,200,200,1,0,0,0,0,0,0,5,255,255,168,255,147,126,168,255,168,3,65,14,35,0,0,0,0,0,0,0,0,3,45,14,55,0,0,0,0,0,0,0,0,7551,100,7552,100,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,,,#?态异常??、?????,
10190100,骷髅骨拉皮尔,10190100,UNDEAD,1,1,1,0,1,52,52,34,45,26,35,22,1,1,2250,255,255,370,220,300,SLASH,180,240,100,20,75,40,200,160,100,90,125,200,50,7,150,1,180,380,1,0,0,0,0,0,0,30,255,25,255,25,25,25,25,25,25,33,100,0,0,0,0,0,0,0,0,0,0,33,100,0,0,0,0,0,0,0,0,0,0,7652,10,7522,50,7524,20,7515,20,0,0,0,0,1030,700,4,null,10006652,10024900,10034502,null,10019900,10009600,,,#AD　?????????　壁役,
10200000,木乃伊,10200000,UNDEAD,1,1,1,0,1,27,45,29,40,25,32,80,1,1,420,89,0,340,52,98,STAB,57,92,10,55,44,77,68,102,135,72,44,200,3,44,150,1,400,200,1,0,0,0,0,0,0,50,255,0,255,0,0,0,0,255,255,5,100,0,0,0,0,0,0,0,0,0,0,5,70,9,30,0,0,0,0,0,0,0,0,7508,100,0,0,0,0,0,0,0,0,0,0,95,85,3,null,10024900,10021300,10045901,null,10021303,50011400,10050934,100,
10200002,乾屍,10200000,UNDEAD,1,1,1.2,0,1,26,50,50,50,50,50,80,50,50,360,999,999,290,51,80,STAB,49,85,55,10,70,10,88,103,136,55,52,200,4,4,100,1,264,400,1,0,0,0,0,0,0,80,255,10,255,10,255,255,255,10,10,3,60,14,40,0,0,0,0,0,0,0,0,3,50,14,50,0,0,0,0,0,0,0,0,7505,100,0,0,0,0,0,0,0,0,0,0,75,75,3,null,10024900,10021300,10045901,null,10021303,50011400,10050945,100,#中盘??友达。????用。,
10200003,无限回廊的乾屍,10200000,UNDEAD,1,1,1,0,1,27,50,50,50,50,50,50,50,50,800,1000,1000,380,31,53,STAB,69,100,46,10,71,10,92,0,76,14,28,23,1,1,100,1,200,200,1,0,20,0,0,0,0,0,255,255,168,255,68,21,168,255,168,3,50,14,50,0,0,0,0,0,0,0,0,3,50,14,50,0,0,0,0,0,0,0,0,7567,100,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,,,#炎?性魔法??、???,
10200004,无限回廊的乾屍,10200000,UNDEAD,1,1,1,0,1,40,50,50,50,50,50,50,50,50,1250,1000,1000,400,160,185,STAB,288,320,56,10,56,10,144,0,170,16,24,21,1,1,100,1,200,200,1,0,0,0,0,0,0,10,185,160,160,168,255,210,255,255,185,3,60,14,40,0,0,0,0,0,0,0,0,3,55,14,45,0,0,0,0,0,0,0,0,7552,100,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,,,#足速?范?、???系,
10200100,古代邪神,10200100,UNDEAD,1,1,1,0,1,27,45,29,40,25,32,80,1,1,420,89,0,340,52,98,STAB,57,92,10,55,44,77,68,102,135,72,44,200,3,44,150,1,400,200,1,0,0,0,0,0,0,50,255,0,255,0,0,0,0,255,255,5,100,0,0,0,0,0,0,0,0,0,0,5,70,9,30,0,0,0,0,0,0,0,0,7508,100,0,0,0,0,0,0,0,0,0,0,95,85,3,null,10024900,10021300,10045901,null,10021303,50011400,
10200200,乾屍贝恩,10200200,UNDEAD,1,1,1,0,1,37,45,29,40,25,32,80,1,1,620,89,0,340,140,180,STAB,150,175,60,25,15,25,130,150,165,100,100,200,5,20,150,1,350,200,1,0,0,0,0,0,0,50,255,50,255,20,100,50,50,255,255,32,100,0,0,0,0,0,0,0,0,0,0,5,70,9,30,0,0,0,0,0,0,0,0,7546,50,7585,10,7506,40,0,0,0,0,0,0,360,320,20,10015302,10003200,10034507,10021303,50090000,50090000,50011400,,,#毒使?,
10200400,召唤的乾屍,10200400,UNDEAD,1,1,1,0,1,70,45,29,40,25,32,80,1,1,450,89,0,340,150,200,STAB,100,120,130,10,30,30,145,145,180,72,44,200,5,5,150,1,600,200,1,0,0,0,0,0,0,50,255,10,255,10,10,10,10,255,255,59,20,60,80,0,0,0,0,0,0,0,0,59,30,60,70,0,0,0,0,0,0,0,0,7505,100,0,0,0,0,0,0,0,0,0,0,0,0,3,null,null,null,null,null,null,null,,,#死?召唤用,
10210000,地蜘蛛,10210000,INSECT,1,1,1,0,0,16,42,26,37,23,30,18,1,1,225,77,0,280,21,28,STAB,22,36,31,23,29,40,33,100,70,23,21,200,3,4,100,1,264,200,1,0,0,0,0,10,0,0,255,0,0,0,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,0,0,6,70,22,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,31,29,17,null,10045500,10019800,90000044,10024002,10019804,10024001,10050917,1500,#结晶mob,
10210001,大型蜘蛛,10210000,INSECT,2,2,2,0,0,27,42,26,37,23,30,18,1,1,2400,77,0,100,30,71,STAB,20,41,34,25,30,42,65,102,137,47,37,200,4,1,100,1,324,200,1,0,0,0,0,10,0,0,255,10,10,10,10,10,10,0,10,12,100,0,0,0,0,0,0,0,0,0,0,3,70,9,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,120,100,3,null,10045500,10019800,10024002,null,10019804,10024001,,,#??????人????,
10210002,狼蛛,10210000,INSECT,1,1,1,0,0,27,50,50,50,50,50,80,50,50,440,999,999,225,72,89,STAB,41,87,42,10,90,35,58,103,94,24,88,200,4,3,100,1,336,200,1,0,0,0,0,30,0,0,255,20,20,20,20,20,20,10,20,4,70,9,30,0,0,0,0,0,0,0,0,4,70,9,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,100,80,17,null,10045500,10019800,90000044,10024002,10019804,10024001,10050960,500,#中盘??友达。近接职用。,
10210003,无限回廊的狼蛛,10210000,INSECT,1,1,1,0,0,21,50,50,50,50,50,50,50,50,560,1000,1000,300,48,63,STAB,16,28,38,10,65,10,73,0,65,5,10,28,1,1,100,1,200,200,1,0,0,0,0,10,0,0,105,255,168,42,30,21,255,255,126,3,80,14,20,0,0,0,0,0,0,0,0,3,50,14,50,0,0,0,0,0,0,0,0,7501,100,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,,,#石化??、??,
10210004,无限回廊的地蜘蛛,10210000,INSECT,1,1,1,0,0,49,42,26,37,23,30,18,1,1,1500,77,0,300,247,308,STAB,105,112,150,10,84,20,110,0,77,45,30,140,3,1,100,1,300,150,1,0,0,0,0,50,0,0,10,120,50,10,200,30,100,20,100,6,100,0,0,0,0,0,0,0,0,0,0,6,70,22,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,220,80,17,null,null,null,null,null,null,null,,,#结晶mob,
10210005,地蜘蛛,10210000,INSECT,1,1,1,0,0,16,42,26,37,23,30,18,1,1,225,77,0,280,21,28,STAB,22,36,31,23,29,40,33,100,70,23,21,200,3,4,100,1,264,200,1,0,0,0,0,10,0,0,255,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,31,29,17,null,10045500,10019800,90000044,10024002,10019804,10024001,10050917,1500,#,
10210006,大型蜘蛛,10210000,INSECT,2,2,2,0,0,27,42,26,37,23,30,18,1,1,2400,77,0,100,30,71,STAB,20,41,34,25,30,42,65,102,137,47,37,200,4,1,100,1,324,200,1,0,0,0,0,10,0,0,255,10,10,10,10,10,10,0,10,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,120,100,3,null,10045500,10019800,10024002,null,10019804,10024001,,,#,
10210100,黄金蜘蛛,10210100,INSECT,1,1,1,0,0,77,42,26,37,23,30,18,1,1,6500,77,0,200,250,300,STAB,300,300,151,100,30,25,255,255,200,35,155,200,25,25,100,1,600,200,1,0,0,0,0,30,0,10,255,100,100,255,100,100,255,100,255,36,100,0,0,0,0,0,0,0,0,0,0,36,100,0,0,0,0,0,0,0,0,0,0,7729,30,7506,20,7501,30,7570,20,0,0,0,0,2600,2750,17,null,10001903,10000409,90000045,10024002,10025207,90000045,,,#,
10210200,黄金蜘蛛,10210200,INSECT,1,1,1,0,0,91,42,26,37,23,30,18,1,1,13000,77,0,250,350,350,STAB,400,400,300,40,100,98,260,260,250,40,155,200,25,25,100,1,500,400,1,0,0,0,0,30,10,0,255,100,100,100,255,100,100,255,240,36,50,23,50,0,0,0,0,0,0,0,0,36,100,0,0,0,0,0,0,0,0,0,0,7648,20,7506,50,7542,1,7713,29,0,0,0,0,3200,3500,17,null,10001903,10033350,90000046,10024002,10002807,90000046,,,#,
10210900,黑鬼蜘蛛,10210900,INSECT_BOSS_SKILL,1,1,5.5,0,0,49,42,26,37,23,30,18,1,1,14500,200,250,300,80,130,STAB,110,120,200,10,85,20,150,130,100,50,30,120,3,3,100,1,300,150,1,0,0,0,0,50,0,0,10,255,20,10,255,30,255,5,10,15,50,33,50,0,0,0,0,0,0,0,0,15,50,33,50,0,0,0,0,0,0,0,0,7500,30,7505,40,7585,10,7633,10,7721,100,0,0,3400,5400,9,P_10045500,P_10045500,P_10038102,P_10038102,10019801,P_10034502,null,,,#??,
10210901,黑鬼蜘蛛,10210900,INSECT_BOSS_SKILL,1,1,5.5,0,0,49,42,26,37,23,30,18,1,1,14500,77,0,300,80,130,STAB,105,112,200,10,84,20,150,130,77,45,30,140,3,1,100,1,300,150,1,0,0,0,0,50,0,0,10,255,20,10,255,30,255,5,10,15,50,33,50,0,0,0,0,0,0,0,0,15,50,33,50,0,0,0,0,0,0,0,0,7500,30,7505,40,7585,10,7633,10,7721,100,0,0,3400,5400,9,P_10045500,P_10045500,P_10038102,P_10038102,10019801,P_10034502,null,,,#??,
10210902,黑鬼蜘蛛,10210900,INSECT_BOSS_SKILL,1,1,5.5,0,0,49,42,26,37,23,30,18,1,1,14500,77,0,100,80,130,STAB,105,112,100,10,84,20,150,130,77,45,30,140,3,1,100,1,300,150,1,0,0,0,0,50,0,0,10,255,20,10,255,30,255,5,10,66,100,0,0,0,0,0,0,0,0,0,0,15,50,33,50,0,0,0,0,0,0,0,0,7500,30,7505,40,7585,10,7633,10,7721,100,0,0,1400,2400,9,P_10045500,P_10045500,P_10038102,P_10038102,null,P_10034502,null,,,#??,
10211000,半夜蜘蛛,10211000,INSECT_UNITE,1,1,1.5,0,0,62,42,26,37,23,30,18,1,1,2550,150,170,300,247,308,STAB,105,112,150,10,84,20,160,130,77,45,30,140,3,1,100,1,300,150,1,0,0,0,0,50,0,0,10,120,50,10,200,30,100,20,100,36,60,23,40,0,0,0,0,0,0,0,0,36,50,23,50,0,0,0,0,0,0,0,0,7500,50,7505,50,0,0,0,0,0,0,0,0,750,1000,17,null,10045500,10019800,90000044,10024002,10019804,10024001,,,#怖,
10211400,夜叉蜘蛛,10211400,INSECT_BOSS_SKILL,1,1,5.5,0,0,50,42,26,37,23,30,18,1,1,16550,250,300,300,90,135,STAB,105,112,200,10,70,20,145,130,120,55,30,140,5,4,100,1,300,180,1,0,0,0,0,50,0,0,255,10,20,5,20,255,255,10,20,15,65,32,35,0,0,0,0,0,0,0,0,15,67,32,33,0,0,0,0,0,0,0,0,7500,40,7505,20,7585,5,7639,25,7721,100,0,0,5400,4400,9,P_10003200,P_10003200,P_10019807,P_10019807,P_10024002,P_10019800,50011111,,,#丸目,
10211500,粉地蜘蛛,10211500,INSECT,1,1,1,0,0,16,42,26,37,23,30,18,1,1,225,77,0,280,21,28,STAB,22,36,31,23,29,40,33,100,70,23,21,200,3,4,100,1,264,200,1,0,0,0,0,10,0,0,255,0,0,0,0,0,0,0,0,6,100,0,0,0,0,0,0,0,0,0,0,6,70,22,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,31,29,17,null,10045500,10019800,90000044,10024002,10019804,10024001,,,#,
10220000,小幽浮,10220000,MAGIC_CREATURE,1,1,1,1,0,24,30,20,27,20,25,14,1,1,300,58,97,200,49,61,BLOW,44,99,10,24,80,34,54,102,40,49,45,200,4,31,100,1,200,200,1,0,0,0,0,0,50,0,10,10,10,10,10,10,10,10,10,16,100,0,0,0,0,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0,0,0,0,7519,100,0,0,0,0,0,0,0,0,0,0,46,85,3,null,10001150,10001150,10001400,null,10033300,10009600,10050942,800,#回复ｍｏｂ,
10220001,无限回廊的小幽浮,10220000,MAGIC_CREATURE,1,1,1,1,0,21,50,50,50,50,50,50,50,50,315,1000,1000,400,44,59,BLOW,8,27,42,10,36,10,77,0,30,13,18,30,1,1,100,1,200,200,1,0,10,0,0,0,0,0,21,168,105,168,42,84,255,255,126,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7567,100,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,,,#??????、????,
10220100,无限回廊的怒火小幽浮,10220100,MAGIC_CREATURE,1,1,1,1,0,37,50,50,50,50,50,50,50,50,650,1000,1000,250,80,180,BLOW,180,250,54,10,68,10,90,0,96,26,22,31,1,1,100,1,0,0,1,0,0,0,0,0,0,0,178,189,168,168,115,126,255,255,168,29,100,0,0,0,0,0,0,0,0,0,0,29,100,0,0,0,0,0,0,0,0,0,0,7575,100,0,0,0,0,0,0,0,0,0,0,80,40,0,0,0,0,0,0,0,0,,,#补助??、????,
10220101,怒火小幽浮,10220100,MAGIC_CREATURE,1,1,1,1,0,41,1,1,1,1,1,1,1,1,530,100,100,250,80,130,BLOW,180,250,97,60,20,7,170,145,64,26,22,31,2,5,100,1,250,300,1,0,0,0,0,0,0,0,178,189,168,168,115,126,255,255,168,29,100,0,0,0,0,0,0,0,0,0,0,29,100,0,0,0,0,0,0,0,0,0,0,7520,100,0,0,0,0,0,0,0,0,0,0,268,362,11,null,10001150,10001400,10001111,null,10001111,10009600,10050988,500,#???,
10220200,鬼魅小幽浮,10220200,MAGIC_CREATURE,1,1,1,1,0,57,30,20,27,20,25,14,1,1,2100,58,97,280,210,280,BLOW,170,230,100,25,80,24,155,150,100,120,250,100,4,25,100,1,250,250,1,0,0,0,0,0,0,20,100,100,100,100,100,100,100,100,100,38,50,39,50,0,0,0,0,0,0,0,0,38,50,39,50,0,0,0,0,0,0,0,0,7533,70,7515,30,0,0,0,0,0,0,0,0,1050,730,18,null,10001200,10001150,10001400,null,10033300,90000044,,,#近距离回避????&投?溃?,
10220500,碧魂小幽浮,10220500,MAGIC_CREATURE,1,1,1,1,0,70,30,50,40,30,30,50,30,50,3400,300,300,200,200,280,BLOW,250,265,155,10,250,60,150,160,180,80,120,200,9,9,100,1,250,150,1,0,0,0,0,0,20,0,80,40,50,100,30,50,30,20,100,7,45,14,55,0,0,0,0,0,0,0,0,7,20,14,80,0,0,0,0,0,0,0,0,7506,30,7646,30,7571,40,0,0,0,0,0,0,1800,2100,17,null,10001150,10035000,90000045,null,10035000,90000045,
10220700,雷光小幽浮,10220700,MAGIC_CREATURE,1,1,1,1,0,28,43,28,38,24,31,19,1,1,320,84,185,250,84,87,BLOW,52,104,45,15,55,38,77,104,132,83,18,200,8,14,100,1,200,200,1,0,30,0,0,0,0,0,20,20,20,20,20,20,255,20,20,7,90,14,10,0,0,0,0,0,0,0,0,7,90,14,10,0,0,0,0,0,0,0,0,7506,100,0,0,0,0,0,0,0,0,0,0,80,120,3,null,10001150,10035000,10001400,null,10009500,10035600,10050948,100,#中盘??友达。?－???用。,
10220701,无限回廊的雷光小幽浮,10220700,MAGIC_CREATURE,1,1,1,1,0,16,50,50,50,50,50,50,50,50,92,1000,1000,300,5,15,BLOW,28,45,29,10,50,15,39,0,41,14,20,20,1,1,100,1,200,200,1,0,10,0,0,0,0,0,21,168,105,42,105,42,255,255,126,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7567,100,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,,,#?性??????、????,
10220702,庞大雷光幽浮,10220700,MAGIC_CREATURE,1,1,3,1,0,50,45,29,40,25,32,20,1,1,500000,89,203,400,120,150,STAB,120,160,200,1,120,65,174,106,145,51,39,200,18,30,100,1,600,700,1,0,0,0,0,0,0,40,255,255,255,255,255,255,255,255,255,14,30,15,30,14,20,7,20,0,0,0,0,14,30,15,30,14,20,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,3,null,10001150,10035000,10001400,null,10009500,10035600,,,#中盘??友达。?－???用。,
10221000,闪银小幽浮,10221000,MAGIC_CREATURE,1,1,1,1,0,74,30,20,27,20,25,14,1,1,3500,58,97,180,250,300,BLOW,150,250,10,20,80,30,155,155,150,255,35,200,4,31,100,1,200,200,1,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,39,70,36,30,0,0,0,0,0,0,0,0,39,60,36,40,0,0,0,0,0,0,0,0,7505,100,0,0,0,0,0,0,0,0,0,0,2300,1680,18,null,10001200,10001150,10001400,null,10033300,90000046,,,#远距离回避低??????&投?用,
10221500,粉红小幽浮,10221500,MAGIC_CREATURE,1,1,1,1,0,24,30,20,27,20,25,14,1,1,300,58,97,200,49,61,BLOW,44,99,10,24,80,34,54,102,40,49,45,200,4,31,100,1,200,200,1,0,0,0,0,0,50,0,10,10,10,10,10,10,10,10,10,16,100,0,0,0,0,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0,0,0,0,7519,100,0,0,0,0,0,0,0,0,0,0,46,85,3,null,10001150,10001150,10001400,null,10033300,10009600,,,#回复ｍｏｂ,
10222000,复制凯堤,10220700,MAGIC_CREATURE,1,1,1,1,0,19,50,50,50,50,50,50,50,50,280,1000,1000,380,19,34,BLOW,57,71,34,10,55,15,39,0,41,14,20,20,1,1,100,1,200,200,1,0,10,0,0,0,0,0,10,80,50,20,50,20,100,100,60,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,3006,100,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,,,#???????????用??????,
10240000,小恶魔,10240000,MAGIC_CREATURE,1,1,1.2,0,0,31,48,38,33,40,50,73,1,1,280,255,255,350,28,42,STAB,65,70,28,8,80,50,35,100,98,96,30,200,30,27,100,1,300,300,1,0,0,0,0,0,0,30,255,255,255,70,255,255,70,70,70,42,75,1,25,0,0,0,0,0,0,0,0,14,90,1,10,0,0,0,0,0,0,0,0,7550,100,0,0,0,0,0,0,0,0,0,0,120,180,17,null,10003200,10009100,90000046,10013350,10000106,10009500,10050954,250,#飞?道具MOB、通???歼灭、稼?用,
10240001,无限回廊的小恶魔,10240000,MAGIC_CREATURE,1,1,1.2,0,0,41,68,58,53,61,70,93,1,1,800,255,255,350,48,62,STAB,90,125,48,20,60,38,55,120,118,116,50,60,1,1,100,1,200,350,1,0,0,0,0,0,0,20,255,255,255,70,255,255,70,70,70,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7550,50,7573,50,0,0,0,0,0,0,0,0,20,80,10,null,null,null,null,null,null,null,,,#,
