#パートナーの装備アイテムデータ設定シート,
# 基本情報,,戦闘パラメータ,,,,,,,,,,,,,,,,,,,,属性情報,,,,,,,状態異常情報,,,,,,,,,装備可能条件,,,備考,
# ItemID,アイテム名,HP上昇,MP上昇,SP上昇,物理攻撃力,魔法攻撃力,物理防御力（－）,物理防御力（％）,魔法防御力（－）,魔法防御力（％）,近命中力,遠命中力,魔法命中力,近回避力,遠回避力,魔回避力,クリ力,クリ回避,HP回復率,MP回復率,SP回復率,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,凍結,気絶,パートナーランク,攻撃タイプ,系統,コメント用,
#▼65000000～65004900はパートナーの武器＜護符系＞（100飛ばし）,
65016200,Ｕ・クワ,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65016300,Ｕ・ハルバード,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65016400,Ｕ・ハリケーンアックス,0,0,150,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65016500,Ｕ・トリックサイズ,0,0,200,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65016600,Ｕ・ドラゴンブローバー,0,0,600,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/片手斧＞/課金BOXアイテムで入手,
65016700,Ｕ・マシンアクス,0,0,300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/片手斧＞/課金BOXアイテムで入手,
65016800,Ｕ・マジカルサイズ,0,0,800,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/片手斧＞/課金BOXアイテムで入手,
#▼65025000～65034900はパートナーの武器＜杖系＞（100飛ばし）,
65025000,ワイルドスタッフ,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65025100,ウッドスタッフ,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65025200,ロッド,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65025300,ノーブルロッド,0,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65025400,セプター,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65025500,エンシェントワンド,0,300,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65025600,プルルスタッフ,0,100,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65025700,ミケのバトン,0,200,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65025800,Ｕ・クロージャ,0,35,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65025900,Ｕ・エンシェントクロージャ,0,50,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65026000,Ｕ・バケットロッド,0,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65026100,Ｕ・ブロッサムロッド,0,55,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65026200,Ｕ・ボーワ,0,60,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65026300,Ｕ・フランジボーワ,0,65,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65026400,Ｕ・虫取り網,0,200,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65026500,Ｕ・虫取り網☆,0,250,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65026600,Ｕ・ライトニングワンド,0,50,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65026700,Ｕ・フレイムワンド,0,150,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65026800,Ｕ・ミンストレルノート,0,200,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65026900,Ｕ・ジョングルールノート,0,350,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65027000,Ｕ・マジックロッド,0,90,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65027100,Ｕ・メイジスタッフ,0,85,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65027200,Ｕ・マナスタッフ,0,95,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65027300,Ｕ・オパールロッド,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65027400,Ｕ・不思議な杖,0,110,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65027500,Ｕ・マジカルケイン,0,150,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65027600,Ｕ・時空の杖　火,0,300,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65027700,Ｕ・時空の杖　水,0,300,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65027800,Ｕ・時空の杖　風,0,300,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65027900,Ｕ・時空の杖　土,0,300,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65028000,Ｕ・時空の杖　光,0,300,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65028100,Ｕ・時空の杖　闇,0,300,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65028200,Ｕ・セイクリッドスタッフ（碧）,0,450,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65028300,Ｕ・セイクリッドスタッフ（藍）,0,500,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65028400,Ｕ・支配の杖,0,200,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65028500,Ｕ・神秘的な杖,0,250,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65028600,Ｕ・タイニーロッド,0,250,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65028700,Ｕ・マジカルケイン（金）,0,300,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65028800,Ｕ・短鞭,0,150,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65028900,Ｕ・タイタニアロッド,0,350,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029000,Ｕ・ハイタイタニアロッド,0,200,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029100,Ｕ・ハートの女王さまの杖,0,600,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029200,Ｕ・花咲かステッキ,0,250,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029300,Ｕ・キングの王杓,0,400,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029400,Ｕ・ドクロステッキ,0,550,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029500,Ｕ・神種の杖,0,150,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029600,Ｕ・タイニー熊手,0,700,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
65029700,Ｕ・スターフィッシュバトン（ピンク）,0,180,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,9,ネコマタ系見た目変更装備＜武器/杖＞,
65029800,Ｕ・トマトスタッフ,0,950,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/杖＞/課金BOXアイテムで入手,
