#カード情報,,,,,,ホルダー,,レア,アセンブル,,,装着可能,,,属性増加量,,,,,,,アビリティベクトル,,,,,,限定条件,,,,,,カード分類,,,,,,,,,,テキスト,,
#カードID,pictID,枠種別,カード名,種別ID,カードNo,ページ,順,レア度,元カードID,後カードID,回数,武,服,胸,無,火,水,風,土,光,闇,ID（1）,値（1）,ID（2）,値（2）,ID（3）,値（3）,ID（1）,値（1）,ID（2）,値（2）,ID（3）,値（3）,分類ID（1）,分類ID（2）,分類ID（3）,分類ID（4）,分類ID（5）,分類ID（6）,分類ID（7）,分類ID（8）,分類ID（9）,分類ID（10）,限定条件,フレーバーテキスト,イラストレーター名
#70000000,70000000,0,テスト,ACTIVE,AC00-0000,0,0,4,0,0,0,1,1,0,0,10,10,10,10,10,10,1,50,2,50,3,50,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,-,仮,仮
70021034,70021030,1,アンデッドの城[R4],ACTIVE,AC02-1034,1012,4,3,70021030,0,4,0,0,1,0,0,0,0,0,0,0,12,180,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,豊穣の大地、海の岬の奥深く。$R静かなる海に抱かれて、$R眠るは深き闇の城。$Rかつての栄華は消えうせて、$Rすべての命は消えうせて、$Rそれでも、いまだに灯は残る。$R$Rファーイーストの穀倉地帯から$R見ることができる不気味な城。$Rかつて悪魔によって呪われ、徳$Rの高いドルイドによって邪悪な$Rカゲは封印されたというが……$R興味があるならば、フシギ団の$R砦の、酒場のマスターに聞いて$Rみるといいだろう。,ケロケロ齋藤
70022010,70022010,1,レジスタンスリーダー,ACTIVE,AC02-2010,3,5,2,70022010,70022011,0,1,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,2,3,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の射程が３以上の場合のみ$R効果を発揮する,Ｄｏｎ‘ｔ　Ｍｏｏｏｏｖｅ！$Rおいおい、それで俺の寝首をか$Rこうってのか？　ちょいと体は$R鈍くなっちまったが、俺はまだ$Rまだ現役だぜ？　……え？$Rお前、ベリアルの友達か？$Rおいおい、先に言ってくれよ！$R$Rウェストフォートを守るレジス$Rタンスのリーダーは、まだ年若$Rい男だ。戦いの中で体が自由に$R動かなくなった今でも、彼の存$R在は大きい支えとなっている。$R$R「ドントムーヴッ！」,えいたか
70022011,70022010,1,レジスタンスリーダー[R1],ACTIVE,AC02-2011,1009,5,2,70022010,70022012,1,1,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,2,3,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の射程が３以上の場合のみ$R効果を発揮する,Ｄｏｎ‘ｔ　Ｍｏｏｏｏｖｅ！$Rおいおい、それで俺の寝首をか$Rこうってのか？　ちょいと体は$R鈍くなっちまったが、俺はまだ$Rまだ現役だぜ？　……え？$Rお前、ベリアルの友達か？$Rおいおい、先に言ってくれよ！$R$Rウェストフォートを守るレジス$Rタンスのリーダーは、まだ年若$Rい男だ。戦いの中で体が自由に$R動かなくなった今でも、彼の存$R在は大きい支えとなっている。$R$R「ドントムーヴッ！」,えいたか
70022012,70022010,1,レジスタンスリーダー[R2],ACTIVE,AC02-2012,1010,5,2,70022010,70022013,2,1,0,0,0,0,0,0,0,0,0,11,29,0,0,0,0,2,3,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の射程が３以上の場合のみ$R効果を発揮する,Ｄｏｎ‘ｔ　Ｍｏｏｏｏｖｅ！$Rおいおい、それで俺の寝首をか$Rこうってのか？　ちょいと体は$R鈍くなっちまったが、俺はまだ$Rまだ現役だぜ？　……え？$Rお前、ベリアルの友達か？$Rおいおい、先に言ってくれよ！$R$Rウェストフォートを守るレジス$Rタンスのリーダーは、まだ年若$Rい男だ。戦いの中で体が自由に$R動かなくなった今でも、彼の存$R在は大きい支えとなっている。$R$R「ドントムーヴッ！」,えいたか
70022013,70022010,1,レジスタンスリーダー[R3],ACTIVE,AC02-2013,1011,5,2,70022010,70022014,3,1,0,0,0,0,0,0,0,0,0,11,42,0,0,0,0,2,3,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の射程が３以上の場合のみ$R効果を発揮する,Ｄｏｎ‘ｔ　Ｍｏｏｏｏｖｅ！$Rおいおい、それで俺の寝首をか$Rこうってのか？　ちょいと体は$R鈍くなっちまったが、俺はまだ$Rまだ現役だぜ？　……え？$Rお前、ベリアルの友達か？$Rおいおい、先に言ってくれよ！$R$Rウェストフォートを守るレジス$Rタンスのリーダーは、まだ年若$Rい男だ。戦いの中で体が自由に$R動かなくなった今でも、彼の存$R在は大きい支えとなっている。$R$R「ドントムーヴッ！」,えいたか
70022014,70022010,1,レジスタンスリーダー[R4],ACTIVE,AC02-2014,1012,5,2,70022010,0,4,1,0,0,0,0,0,0,0,0,0,11,65,0,0,0,0,2,3,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の射程が３以上の場合のみ$R効果を発揮する,Ｄｏｎ‘ｔ　Ｍｏｏｏｏｖｅ！$Rおいおい、それで俺の寝首をか$Rこうってのか？　ちょいと体は$R鈍くなっちまったが、俺はまだ$Rまだ現役だぜ？　……え？$Rお前、ベリアルの友達か？$Rおいおい、先に言ってくれよ！$R$Rウェストフォートを守るレジス$Rタンスのリーダーは、まだ年若$Rい男だ。戦いの中で体が自由に$R動かなくなった今でも、彼の存$R在は大きい支えとなっている。$R$R「ドントムーヴッ！」,えいたか
70022020,70022020,1,ニーベルングのヘアサロン,ACTIVE,AC02-2020,3,6,2,70022020,70022021,0,0,1,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,わお！　これはあの紹介状！$Rいいねぇ、ボクの創作意欲がこ$Rれによってぐんと刺激される。$R君の髪型を、このスタイルに変$Rえてみることもできるけど……$Rどうだい？$R$Rアップタウンでヘアサロンを経$R営しているのが、このニーベル$Rングだ。腕は確かだが、アップ$Rタウンの西側でヘアサロンを営$Rむ同業者ヘルヘイムとの関係は$R今のところ不明である。$R$R「さぁ、綺麗になろっか？」,秋田　米
70022021,70022020,1,ニーベルングのヘアサロン[R1],ACTIVE,AC02-2021,1009,6,2,70022020,70022022,1,0,1,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,わお！　これはあの紹介状！$Rいいねぇ、ボクの創作意欲がこ$Rれによってぐんと刺激される。$R君の髪型を、このスタイルに変$Rえてみることもできるけど……$Rどうだい？$R$Rアップタウンでヘアサロンを経$R営しているのが、このニーベル$Rングだ。腕は確かだが、アップ$Rタウンの西側でヘアサロンを営$Rむ同業者ヘルヘイムとの関係は$R今のところ不明である。$R$R「さぁ、綺麗になろっか？」,秋田　米
70022022,70022020,1,ニーベルングのヘアサロン[R2],ACTIVE,AC02-2022,1010,6,2,70022020,70022023,2,0,1,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,わお！　これはあの紹介状！$Rいいねぇ、ボクの創作意欲がこ$Rれによってぐんと刺激される。$R君の髪型を、このスタイルに変$Rえてみることもできるけど……$Rどうだい？$R$Rアップタウンでヘアサロンを経$R営しているのが、このニーベル$Rングだ。腕は確かだが、アップ$Rタウンの西側でヘアサロンを営$Rむ同業者ヘルヘイムとの関係は$R今のところ不明である。$R$R「さぁ、綺麗になろっか？」,秋田　米
70022023,70022020,1,ニーベルングのヘアサロン[R3],ACTIVE,AC02-2023,1011,6,2,70022020,70022024,3,0,1,0,0,0,0,0,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,わお！　これはあの紹介状！$Rいいねぇ、ボクの創作意欲がこ$Rれによってぐんと刺激される。$R君の髪型を、このスタイルに変$Rえてみることもできるけど……$Rどうだい？$R$Rアップタウンでヘアサロンを経$R営しているのが、このニーベル$Rングだ。腕は確かだが、アップ$Rタウンの西側でヘアサロンを営$Rむ同業者ヘルヘイムとの関係は$R今のところ不明である。$R$R「さぁ、綺麗になろっか？」,秋田　米
70022024,70022020,1,ニーベルングのヘアサロン[R4],ACTIVE,AC02-2024,1012,6,2,70022020,0,4,0,1,0,0,0,0,0,0,0,0,9,62,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,わお！　これはあの紹介状！$Rいいねぇ、ボクの創作意欲がこ$Rれによってぐんと刺激される。$R君の髪型を、このスタイルに変$Rえてみることもできるけど……$Rどうだい？$R$Rアップタウンでヘアサロンを経$R営しているのが、このニーベル$Rングだ。腕は確かだが、アップ$Rタウンの西側でヘアサロンを営$Rむ同業者ヘルヘイムとの関係は$R今のところ不明である。$R$R「さぁ、綺麗になろっか？」,秋田　米
70022030,70022030,1,ファイアードラゴ,ACTIVE,AC02-2030,3,7,2,70022030,70022031,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,走れ、私のドラゴちゃん！$R野を越え山越え、どこまでも。$Rはじめは小さな卵だったけど、$Rこんなに大きくなりました！$R$Rファイアードラゴは機械時代よ$Rりも、さらに古代の地層から発$R見された卵を人工的に孵化させ$Rて生まれてくる生物だ。$Rドラゴには何種類かの亜種があ$Rり、ファイアードラゴは屋外で$Rの走行速度に優れている。$R$R「よしよし。いい子だから、$Rもう少しだけ走ってね」,kgr
70022031,70022030,1,ファイアードラゴ[R1],ACTIVE,AC02-2031,1009,7,2,70022030,70022032,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,走れ、私のドラゴちゃん！$R野を越え山越え、どこまでも。$Rはじめは小さな卵だったけど、$Rこんなに大きくなりました！$R$Rファイアードラゴは機械時代よ$Rりも、さらに古代の地層から発$R見された卵を人工的に孵化させ$Rて生まれてくる生物だ。$Rドラゴには何種類かの亜種があ$Rり、ファイアードラゴは屋外で$Rの走行速度に優れている。$R$R「よしよし。いい子だから、$Rもう少しだけ走ってね」,kgr
70022032,70022030,1,ファイアードラゴ[R2],ACTIVE,AC02-2032,1010,7,2,70022030,70022033,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,走れ、私のドラゴちゃん！$R野を越え山越え、どこまでも。$Rはじめは小さな卵だったけど、$Rこんなに大きくなりました！$R$Rファイアードラゴは機械時代よ$Rりも、さらに古代の地層から発$R見された卵を人工的に孵化させ$Rて生まれてくる生物だ。$Rドラゴには何種類かの亜種があ$Rり、ファイアードラゴは屋外で$Rの走行速度に優れている。$R$R「よしよし。いい子だから、$Rもう少しだけ走ってね」,kgr
70022033,70022030,1,ファイアードラゴ[R3],ACTIVE,AC02-2033,1011,7,2,70022030,70022034,3,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,走れ、私のドラゴちゃん！$R野を越え山越え、どこまでも。$Rはじめは小さな卵だったけど、$Rこんなに大きくなりました！$R$Rファイアードラゴは機械時代よ$Rりも、さらに古代の地層から発$R見された卵を人工的に孵化させ$Rて生まれてくる生物だ。$Rドラゴには何種類かの亜種があ$Rり、ファイアードラゴは屋外で$Rの走行速度に優れている。$R$R「よしよし。いい子だから、$Rもう少しだけ走ってね」,kgr
70022034,70022030,1,ファイアードラゴ[R4],ACTIVE,AC02-2034,1012,7,2,70022030,0,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,走れ、私のドラゴちゃん！$R野を越え山越え、どこまでも。$Rはじめは小さな卵だったけど、$Rこんなに大きくなりました！$R$Rファイアードラゴは機械時代よ$Rりも、さらに古代の地層から発$R見された卵を人工的に孵化させ$Rて生まれてくる生物だ。$Rドラゴには何種類かの亜種があ$Rり、ファイアードラゴは屋外で$Rの走行速度に優れている。$R$R「よしよし。いい子だから、$Rもう少しだけ走ってね」,kgr
70022040,70022040,1,クローラーキャリアー,ACTIVE,AC02-2040,3,8,2,70022040,70022041,0,0,0,1,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,みゅ、みゅみゅみゅ～。$Rみゅみゅぅ。$Rみゅ……$Rみゅみゅ、みゅ。$Rみゅぅ……みゅみゅ～？$R$Rクローラーキャリアーはクロー$Rラーの亜種であり、荷物の運搬$Rに適した種別だ。ギルド商人の$R相棒とも言え、様々な場所で見$Rかけることがあるだろう。$R$R$R「ああっ！　私のゴローを$R殴らないでください！」,桃井涼太
70022041,70022040,1,クローラーキャリアー[R1],ACTIVE,AC02-2041,1009,8,2,70022040,70022042,1,0,0,1,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,みゅ、みゅみゅみゅ～。$Rみゅみゅぅ。$Rみゅ……$Rみゅみゅ、みゅ。$Rみゅぅ……みゅみゅ～？$R$Rクローラーキャリアーはクロー$Rラーの亜種であり、荷物の運搬$Rに適した種別だ。ギルド商人の$R相棒とも言え、様々な場所で見$Rかけることがあるだろう。$R$R$R「ああっ！　私のゴローを$R殴らないでください！」,桃井涼太
70022042,70022040,1,クローラーキャリアー[R2],ACTIVE,AC02-2042,1010,8,2,70022040,70022043,2,0,0,1,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,みゅ、みゅみゅみゅ～。$Rみゅみゅぅ。$Rみゅ……$Rみゅみゅ、みゅ。$Rみゅぅ……みゅみゅ～？$R$Rクローラーキャリアーはクロー$Rラーの亜種であり、荷物の運搬$Rに適した種別だ。ギルド商人の$R相棒とも言え、様々な場所で見$Rかけることがあるだろう。$R$R$R「ああっ！　私のゴローを$R殴らないでください！」,桃井涼太
70022043,70022040,1,クローラーキャリアー[R3],ACTIVE,AC02-2043,1011,8,2,70022040,70022044,3,0,0,1,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,みゅ、みゅみゅみゅ～。$Rみゅみゅぅ。$Rみゅ……$Rみゅみゅ、みゅ。$Rみゅぅ……みゅみゅ～？$R$Rクローラーキャリアーはクロー$Rラーの亜種であり、荷物の運搬$Rに適した種別だ。ギルド商人の$R相棒とも言え、様々な場所で見$Rかけることがあるだろう。$R$R$R「ああっ！　私のゴローを$R殴らないでください！」,桃井涼太
70022044,70022040,1,クローラーキャリアー[R4],ACTIVE,AC02-2044,1012,8,2,70022040,0,4,0,0,1,0,0,0,0,0,0,0,5,77,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,みゅ、みゅみゅみゅ～。$Rみゅみゅぅ。$Rみゅ……$Rみゅみゅ、みゅ。$Rみゅぅ……みゅみゅ～？$R$Rクローラーキャリアーはクロー$Rラーの亜種であり、荷物の運搬$Rに適した種別だ。ギルド商人の$R相棒とも言え、様々な場所で見$Rかけることがあるだろう。$R$R$R「ああっ！　私のゴローを$R殴らないでください！」,桃井涼太
70023010,70023010,1,ブレイドマスター,ACTIVE,AC02-3010,3,9,1,70023010,70023011,0,1,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,3,2,5,3006,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rファイター系かつ、装備して$Rいる武器の射程が２以下の場合$Rのみ効果を発揮する,男は鮫のように笑い、迫り来る$R鉄の巨獣たちをにらみつける。$R複数の巨大な相手にただ一人。$R誰もが無残な最期を確信し……$R紫電一閃！　轟音とともに$R巨獣は両断され、崩れ落ちた。$R$R剣の腕を極限まで磨き上げた$Rブレイドマスターの一撃は、$Rこの世界で有数の威力を誇る。$R「武」を極めるという目的だけ$Rを追求した、純粋な武芸者達。$R彼らこそが一振りの刃なのだ。$R$R「我が剣に断てぬ物無し！」,獅子猿
70023011,70023010,1,ブレイドマスター[R1],ACTIVE,AC02-3011,1009,9,1,70023010,70023012,1,1,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,3,2,5,3006,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rファイター系かつ、装備して$Rいる武器の射程が２以下の場合$Rのみ効果を発揮する,男は鮫のように笑い、迫り来る$R鉄の巨獣たちをにらみつける。$R複数の巨大な相手にただ一人。$R誰もが無残な最期を確信し……$R紫電一閃！　轟音とともに$R巨獣は両断され、崩れ落ちた。$R$R剣の腕を極限まで磨き上げた$Rブレイドマスターの一撃は、$Rこの世界で有数の威力を誇る。$R「武」を極めるという目的だけ$Rを追求した、純粋な武芸者達。$R彼らこそが一振りの刃なのだ。$R$R「我が剣に断てぬ物無し！」,獅子猿
70023012,70023010,1,ブレイドマスター[R2],ACTIVE,AC02-3012,1010,9,1,70023010,70023013,2,1,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,3,2,5,3006,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rファイター系かつ、装備して$Rいる武器の射程が２以下の場合$Rのみ効果を発揮する,男は鮫のように笑い、迫り来る$R鉄の巨獣たちをにらみつける。$R複数の巨大な相手にただ一人。$R誰もが無残な最期を確信し……$R紫電一閃！　轟音とともに$R巨獣は両断され、崩れ落ちた。$R$R剣の腕を極限まで磨き上げた$Rブレイドマスターの一撃は、$Rこの世界で有数の威力を誇る。$R「武」を極めるという目的だけ$Rを追求した、純粋な武芸者達。$R彼らこそが一振りの刃なのだ。$R$R「我が剣に断てぬ物無し！」,獅子猿
70023013,70023010,1,ブレイドマスター[R3],ACTIVE,AC02-3013,1011,9,1,70023010,70023014,3,1,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,3,2,5,3006,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rファイター系かつ、装備して$Rいる武器の射程が２以下の場合$Rのみ効果を発揮する,男は鮫のように笑い、迫り来る$R鉄の巨獣たちをにらみつける。$R複数の巨大な相手にただ一人。$R誰もが無残な最期を確信し……$R紫電一閃！　轟音とともに$R巨獣は両断され、崩れ落ちた。$R$R剣の腕を極限まで磨き上げた$Rブレイドマスターの一撃は、$Rこの世界で有数の威力を誇る。$R「武」を極めるという目的だけ$Rを追求した、純粋な武芸者達。$R彼らこそが一振りの刃なのだ。$R$R「我が剣に断てぬ物無し！」,獅子猿
70023014,70023010,1,ブレイドマスター[R4],ACTIVE,AC02-3014,1012,9,1,70023010,0,4,1,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,3,2,5,3006,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rファイター系かつ、装備して$Rいる武器の射程が２以下の場合$Rのみ効果を発揮する,男は鮫のように笑い、迫り来る$R鉄の巨獣たちをにらみつける。$R複数の巨大な相手にただ一人。$R誰もが無残な最期を確信し……$R紫電一閃！　轟音とともに$R巨獣は両断され、崩れ落ちた。$R$R剣の腕を極限まで磨き上げた$Rブレイドマスターの一撃は、$Rこの世界で有数の威力を誇る。$R「武」を極めるという目的だけ$Rを追求した、純粋な武芸者達。$R彼らこそが一振りの刃なのだ。$R$R「我が剣に断てぬ物無し！」,獅子猿
70023020,70023020,1,ギャンブラー,ACTIVE,AC02-3020,3,10,1,70023020,70023021,0,0,1,0,0,0,0,0,0,0,0,15,7,0,0,0,0,4,190,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の種別が「カード」の場合$Rのみ効果を発揮する,ざわ。場の空気が変わる。$R積み上げられたコインの山。$R羨望の目、嫉妬の目、値踏みす$Rるような同類の目。私を無視で$Rきないという、何よりの証拠。$Rさぁ、ベットを続けましょう？$R$Rギャンブラーは、その名の通り$Rギャンブル性の高い様々なスキ$Rルとカードを使いこなすことを$R得意とする風変わりな連中だ。$R$R「運否天賦！　でも、勝つのは$R必ず……あたしなのよ！」,明貴美加
70023021,70023020,1,ギャンブラー[R1],ACTIVE,AC02-3021,1009,10,1,70023020,70023022,1,0,1,0,0,0,0,0,0,0,0,15,14,0,0,0,0,4,190,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の種別が「カード」の場合$Rのみ効果を発揮する,ざわ。場の空気が変わる。$R積み上げられたコインの山。$R羨望の目、嫉妬の目、値踏みす$Rるような同類の目。私を無視で$Rきないという、何よりの証拠。$Rさぁ、ベットを続けましょう？$R$Rギャンブラーは、その名の通り$Rギャンブル性の高い様々なスキ$Rルとカードを使いこなすことを$R得意とする風変わりな連中だ。$R$R「運否天賦！　でも、勝つのは$R必ず……あたしなのよ！」,明貴美加
70023022,70023020,1,ギャンブラー[R2],ACTIVE,AC02-3022,1010,10,1,70023020,70023023,2,0,1,0,0,0,0,0,0,0,0,15,22,0,0,0,0,4,190,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の種別が「カード」の場合$Rのみ効果を発揮する,ざわ。場の空気が変わる。$R積み上げられたコインの山。$R羨望の目、嫉妬の目、値踏みす$Rるような同類の目。私を無視で$Rきないという、何よりの証拠。$Rさぁ、ベットを続けましょう？$R$Rギャンブラーは、その名の通り$Rギャンブル性の高い様々なスキ$Rルとカードを使いこなすことを$R得意とする風変わりな連中だ。$R$R「運否天賦！　でも、勝つのは$R必ず……あたしなのよ！」,明貴美加
70023023,70023020,1,ギャンブラー[R3],ACTIVE,AC02-3023,1011,10,1,70023020,70023024,3,0,1,0,0,0,0,0,0,0,0,15,35,0,0,0,0,4,190,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の種別が「カード」の場合$Rのみ効果を発揮する,ざわ。場の空気が変わる。$R積み上げられたコインの山。$R羨望の目、嫉妬の目、値踏みす$Rるような同類の目。私を無視で$Rきないという、何よりの証拠。$Rさぁ、ベットを続けましょう？$R$Rギャンブラーは、その名の通り$Rギャンブル性の高い様々なスキ$Rルとカードを使いこなすことを$R得意とする風変わりな連中だ。$R$R「運否天賦！　でも、勝つのは$R必ず……あたしなのよ！」,明貴美加
70023024,70023020,1,ギャンブラー[R4],ACTIVE,AC02-3024,1012,10,1,70023020,0,4,0,1,0,0,0,0,0,0,0,0,15,55,0,0,0,0,4,190,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、装備している$R武器の種別が「カード」の場合$Rのみ効果を発揮する,ざわ。場の空気が変わる。$R積み上げられたコインの山。$R羨望の目、嫉妬の目、値踏みす$Rるような同類の目。私を無視で$Rきないという、何よりの証拠。$Rさぁ、ベットを続けましょう？$R$Rギャンブラーは、その名の通り$Rギャンブル性の高い様々なスキ$Rルとカードを使いこなすことを$R得意とする風変わりな連中だ。$R$R「運否天賦！　でも、勝つのは$R必ず……あたしなのよ！」,明貴美加
70023030,70023030,1,復活の戦士,ACTIVE,AC02-3030,3,11,1,70023030,70023031,0,0,1,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,いつも黙って見ていてくれる。$R困ったときには助けてくれる。$Rいつもお世話になってます。$Rでも、少し気になるの。あの人$Rいつ助けに来てるんだろう？$R$R傷つき倒れた冒険者たちを助け$R決められた町まで運び、介抱す$Rる大人たち。それが復活の戦士$Rだ。多少姿は違っても、色々な$R都市にいるので、新しい都市に$Rついたら、彼らを探してみると$Rいいだろう。$R$R「ここに戻されるとはね……」,天狛燈火
70023031,70023030,1,復活の戦士[R1],ACTIVE,AC02-3031,1009,11,1,70023030,70023032,1,0,1,0,0,0,0,0,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,いつも黙って見ていてくれる。$R困ったときには助けてくれる。$Rいつもお世話になってます。$Rでも、少し気になるの。あの人$Rいつ助けに来てるんだろう？$R$R傷つき倒れた冒険者たちを助け$R決められた町まで運び、介抱す$Rる大人たち。それが復活の戦士$Rだ。多少姿は違っても、色々な$R都市にいるので、新しい都市に$Rついたら、彼らを探してみると$Rいいだろう。$R$R「ここに戻されるとはね……」,天狛燈火
70023032,70023030,1,復活の戦士[R2],ACTIVE,AC02-3032,1010,11,1,70023030,70023033,2,0,1,0,0,0,0,0,0,0,0,13,36,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,いつも黙って見ていてくれる。$R困ったときには助けてくれる。$Rいつもお世話になってます。$Rでも、少し気になるの。あの人$Rいつ助けに来てるんだろう？$R$R傷つき倒れた冒険者たちを助け$R決められた町まで運び、介抱す$Rる大人たち。それが復活の戦士$Rだ。多少姿は違っても、色々な$R都市にいるので、新しい都市に$Rついたら、彼らを探してみると$Rいいだろう。$R$R「ここに戻されるとはね……」,天狛燈火
70023033,70023030,1,復活の戦士[R3],ACTIVE,AC02-3033,1011,11,1,70023030,70023034,3,0,1,0,0,0,0,0,0,0,0,13,57,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,いつも黙って見ていてくれる。$R困ったときには助けてくれる。$Rいつもお世話になってます。$Rでも、少し気になるの。あの人$Rいつ助けに来てるんだろう？$R$R傷つき倒れた冒険者たちを助け$R決められた町まで運び、介抱す$Rる大人たち。それが復活の戦士$Rだ。多少姿は違っても、色々な$R都市にいるので、新しい都市に$Rついたら、彼らを探してみると$Rいいだろう。$R$R「ここに戻されるとはね……」,天狛燈火
70023034,70023030,1,復活の戦士[R4],ACTIVE,AC02-3034,1012,11,1,70023030,0,4,0,1,0,0,0,0,0,0,0,0,13,95,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,いつも黙って見ていてくれる。$R困ったときには助けてくれる。$Rいつもお世話になってます。$Rでも、少し気になるの。あの人$Rいつ助けに来てるんだろう？$R$R傷つき倒れた冒険者たちを助け$R決められた町まで運び、介抱す$Rる大人たち。それが復活の戦士$Rだ。多少姿は違っても、色々な$R都市にいるので、新しい都市に$Rついたら、彼らを探してみると$Rいいだろう。$R$R「ここに戻されるとはね……」,天狛燈火
70023040,70023040,1,ギルド商人,ACTIVE,AC02-3040,3,12,1,70023040,70023041,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,5,3008,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rバックパッカー系の場合のみ$R効果を発揮する,御用がおありですか？お買い物$Rあるいはお金のお引き出し。$Rそれとも倉庫をご利用で？$Rなにか有りましたら、遠慮なく$R申しつけ下さい。$R$Rマーチャントギルドから派遣さ$Rれている正式な商人たち。あの$R恰幅の良い体のそこかしこに、$R大量の商品を格納しているに違$Rいない。$R$R「私どもはマーチャントギルド$Rより派遣されております！」,ハヅキリョウ
70023041,70023040,1,ギルド商人[R1],ACTIVE,AC02-3041,1009,12,1,70023040,70023042,1,0,0,1,0,0,0,0,0,0,0,5,13,0,0,0,0,5,3008,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,このカードは、カードを装備$Rしているキャラクターの職業が$Rバックパッカー系の場合のみ$R効果を発揮する,御用がおありですか？お買い物$Rあるいはお金のお引き出し。$Rそれとも倉庫をご利用で？$Rなにか有りましたら、遠慮なく$R申しつけ下さい。$R$Rマーチャントギルドから派遣さ$Rれている正式な商人たち。あの$R恰幅の良い体のそこかしこに、$R大量の商品を格納しているに違$Rいない。$R$R「私どもはマーチャントギルド$Rより派遣されております！」,ハヅキリョウ
