#?? ID,? ??,???? ?? X,???? ?? Y,???? ?? X,???? ?? Y,??,PointName(savepoint),???? ??(1??? ???? ??),
737,30082000,10,20,11,21,4,,0,
738,10066000,154,60,157,62,0,,0,
739,30012002,3,5,3,5,4,,0,
740,10066000,121,52,122,52,0,,0,
741,30013001,3,5,3,5,4,,0,
742,10066000,135,63,136,63,0,,0,
743,30014001,3,5,3,5,4,,0,
744,10066000,139,63,140,63,0,,0,
745,30060004,4,7,4,7,4,,0,
746,10066000,121,155,122,155,4,,0,
747,30010004,3,5,3,5,4,,0,
748,10066000,135,144,136,144,4,,0,
749,30011004,3,5,3,5,4,,0,
750,10066000,139,144,140,144,4,,0,
751,,,,,,,,0,
752,20080007,21,21,29,29,-1,,0,
753,20080008,21,21,29,29,-1,,0,
754,20080009,21,21,29,29,-1,,0,
755,20080010,21,21,29,29,-1,,0,
756,20080011,21,21,29,29,-1,,0,
757,10023001,217,126,218,129,2,,0,
758,10023001,37,126,38,129,6,,0,
759,10023001,126,218,129,219,4,,0,
760,10023001,126,37,129,38,0,,0,
761,,,,,,,,0,
762,,,,,,,,0,
763,,,,,,,,0,
764,,,,,,,,0,
765,10020000,182,48,184,50,0,,0,
766,10020000,182,48,185,50,0,,0,
767,20004002,105,101,107,103,3,,0,
768,,,,,,,,0,
769,30077000,8,12,8,12,4,,0,
770,10066000,175,102,177,105,2,,0,
771,30080000,3,6,3,6,4,,0,
772,10064000,51,111,51,111,4,,0,
773,30080001,3,6,3,6,4,,0,
774,10064000,211,127,211,127,2,,0,
775,30080002,3,6,3,6,4,,0,
776,10064000,102,209,102,209,4,,0,
777,60064000,161,110,163,116,-1,,0,
778,10064000,161,110,163,116,0,,0,
780,20022000,104,30,104,30,4,,0,
779,20022000,121,49,135,59,-1,,0,
781,30113001,12,14,14,16,0,,0,
782,30020004,3,5,3,5,4,,0,
783,30010005,3,5,3,5,4,,0,
784,30077001,8,12,8,12,4,,0,
785,30170001,3,6,3,6,4,,0,
786,30140003,11,15,12,16,0,,0,
787,30120000,11,8,12,9,4,,0,
788,30113001,25,13,25,13,2,,0,
789,30113001,1,13,1,13,6,,0,
790,30113001,13,25,13,25,4,,0,
791,30113001,13,1,13,1,0,,0,
792,10023000,123,143,131,159,-1,,0,
793,10065000,46,114,57,123,-1,,0,
794,10062000,195,125,196,126,3,,0,
795,10069000,125,125,125,125,-1,,0,
796,30122000,10,21,13,23,4,,0,
797,10024000,99,160,101,162,-1,,0,
798,30122001,10,21,13,23,4,,0,
799,10023000,126,149,128,151,0,,0,
800,,,,,,,,0,
801,,,,,,,,0,
802,,,,,,,,0,
803,,,,,,,,0,
804,,,,,,,,0,
805,,,,,,,,0,
806,,,,,,,,0,
807,10054000,41,139,41,140,6,????? ??,0,
808,30090001,4,7,4,7,4,?? ??? ?,0,
809,30131001,6,1,6,1,0,????? ??,0,
810,10056000,3,80,5,83,6,,0,
811,10018100,251,80,253,83,2,,0,
812,10057000,2,138,4,141,6,,0,
813,10056000,251,140,253,143,2,,0,
814,10054001,2,202,4,205,6,,0,
815,10056000,207,2,210,4,0,,0,
816,10057000,166,2,169,4,0,,0,
817,10054100,224,86,225,87,3,,0,
818,10054100,123,77,123,79,2,,0,
819,10054000,72,140,72,140,2,,0,
820,10054001,166,251,169,253,4,,0,
821,10068000,134,2,137,4,0,,0,
822,10057000,134,251,137,253,4,,0,
823,20090000,111,251,114,253,4,,0,
824,10057000,251,114,253,117,2,,0,
825,20091000,48,251,51,253,4,,0,
826,20090000,48,2,51,4,0,,0,
827,20091000,92,251,95,253,4,,0,
828,20090000,93,2,96,4,0,,0,
829,20092000,122,251,125,253,4,,0,
830,20090000,228,2,231,4,0,,0,
831,20091000,186,225,190,226,4,,0,
832,20090000,34,66,37,69,-1,,0,
833,20092000,168,32,171,34,-1,,0,
834,20092000,108,77,110,79,1,,0,
835,10069000,143,209,146,211,4,,0,
836,10069000,143,209,146,211,4,,0,
837,10068000,194,214,205,216,4,,0,
838,20129000,7,43,9,44,4,,0,
839,20104000,7,22,9,23,4,,0,
840,20106000,15,16,16,18,2,,0,
841,20127000,11,1,13,2,0,,0,
842,20123000,30,19,31,21,2,,0,
843,20123000,1,19,2,21,6,,0,
844,20117000,7,1,9,2,0,,0,
845,20117000,1,30,2,32,6,,0,
846,20115000,11,15,13,16,4,,0,
847,20102000,1,11,2,13,6,,0,
848,20102000,21,11,23,13,4,,0,
849,20110000,6,21,8,22,4,,0,
850,20119000,7,32,9,33,4,,0,
851,20112000,9,15,10,16,-1,,0,
852,20111000,2,21,2,21,6,,0,
853,20125000,23,47,26,47,4,,0,
854,20102000,1,1,2,2,6,,0,
855,20104000,1,22,2,23,6,,0,
856,20115000,1,1,2,2,0,,0,
857,20130000,1,36,2,38,6,,0,
858,20101000,1,1,2,2,6,,0,
859,20129000,14,16,15,18,2,,0,
860,20103000,1,11,2,13,6,,0,
861,20100000,1,1,2,2,6,,0,
862,20102000,1,22,2,23,6,,0,
863,20104000,1,11,2,13,6,,0,
864,10069000,129,155,130,156,0,,0,
865,10069000,125,163,126,164,2,,0,
866,20101000,1,22,2,23,6,,0,
867,10069000,153,163,154,164,6,,0,
868,20104000,1,1,2,2,6,,0,
869,20100000,22,11,23,13,2,,0,
870,20103000,1,1,2,2,6,,0,
871,20101000,22,11,23,13,2,,0,
872,10069000,159,173,160,174,6,,0,
873,10069000,160,177,161,178,0,,0,
874,20106000,2,32,3,33,4,,0,
875,20107000,7,1,9,2,0,,0,
876,10069000,170,131,171,132,6,,0,
877,20105000,2,32,4,33,4,,0,
878,20106000,8,1,10,2,0,,0,
879,20120000,7,26,9,27,4,,0,
880,20129000,7,1,9,2,0,,0,
881,20109000,19,21,21,22,4,,0,
882,20121000,8,49,10,49,4,,0,
883,20110000,19,1,21,2,0,,0,
884,20121000,28,49,30,49,4,,0,
885,20130000,7,1,9,2,0,,0,
886,20108000,18,21,20,22,,,0,
887,20122000,7,36,7,36,4,,0,
888,20109000,19,1,21,2,0,,0,
889,20122000,31,36,31,36,4,,0,
890,10069000,119,144,120,145,0,,0,
891,20111000,31,21,31,21,2,,0,
892,10069000,127,118,127,119,4,,0,
893,20110000,19,21,21,22,4,,0,
894,20112000,1,14,2,16,6,,0,
895,20111000,26,1,26,1,0,,0,
896,10069000,137,144,138,145,0,,0,
897,20114000,1,1,2,2,0,,0,
898,20129000,1,16,2,18,6,,0,
899,20113000,1,1,2,2,0,,0,
900,20115000,23,1,24,2,0,,0,
901,20130000,1,16,2,18,6,,0,
902,10069000,88,161,89,162,0,,0,
903,20114000,23,1,24,2,0,,0,
904,10069000,98,171,99,172,0,,0,
905,20117000,14,33,15,34,2,,0,
906,10069000,94,84,95,85,4,,0,
907,10069000,84,113,85,114,2,,0,
908,20118000,14,28,15,29,2,,0,
909,20116000,18,30,19,32,2,,0,
910,20119000,14,1,15,2,2,,0,
911,20117000,14,28,15,29,2,,0,
912,20118000,14,33,15,34,2,,0,
913,10069000,94,144,95,145,0,,0,
914,20108000,18,1,20,2,0,,0,
915,20109000,6,1,8,2,0,,0,
916,20109000,32,1,34,2,0,,0,
917,20124000,23,46,25,46,4,,0,
918,20110000,8,1,10,2,0,,0,
919,20110000,30,1,32,2,0,,0,
920,20124000,23,1,25,1,0,,0,
921,10069000,111,82,112,83,2,,0,
922,10069000,143,82,144,83,6,,0,
923,20123000,15,1,17,2,0,,0,
924,20122000,18,2,20,2,0,,0,
925,10069000,127,95,128,96,0,,0,
926,20127000,22,1,23,2,0,,0,
927,10069000,156,84,157,85,4,,0,
928,20126000,22,1,23,2,0,,0,
929,20128000,1,22,2,23,4,,0,
930,20127000,1,22,2,23,4,,0,
931,20108000,7,21,9,22,4,,0,
932,20113000,23,6,24,8,2,,0,
933,20100000,1,7,2,9,6,,0,
934,20130000,14,36,15,38,2,,0,
935,10069000,119,185,120,186,0,,0,
936,20109000,8,21,10,22,4,,0,
937,20114000,23,6,24,8,2,,0,
938,10069000,118,176,119,177,6,,0,
939,20129000,14,36,15,38,2,,0,
940,30130000,6,9,8,10,4,,0,
941,10057000,171,83,172,84,2,,0,
942,30131000,5,9,7,10,4,,0,
943,10057000,26,101,29,103,0,,0,
944,30134000,4,15,5,16,4,,0,
945,10057000,29,67,30,69,6,,0,
946,30134001,4,15,5,16,4,,0,
947,10057000,200,57,202,58,3,,0,
948,30132000,6,11,6,11,4,,0,
949,10057000,172,100,173,101,2,,0,
950,30133000,5,10,5,10,4,,0,
951,30132000,6,2,6,2,0,,0,
952,30091000,6,15,6,15,4,,0,
953,10057000,147,117,148,118,4,,0,
954,30090000,4,7,4,7,4,,0,
955,10056000,180,56,180,56,0,,0,
956,30001002,2,4,2,4,4,,0,
957,10057000,128,106,128,106,0,,0,
958,30002001,3,5,3,5,4,,0,
959,10057000,94,114,94,114,4,,0,
960,30010006,3,5,3,5,4,,0,
961,10057000,142,108,142,108,5,,0,
962,30010007,3,5,3,5,4,,0,
963,10054000,143,138,143,138,0,,0,
964,30011005,3,5,3,5,4,,0,
965,10057000,128,100,128,100,0,,0,
966,30012003,3,5,3,5,4,,0,
967,10057000,119,100,119,100,0,,0,
968,30013002,3,5,3,5,4,,0,
969,10054000,171,137,171,137,0,,0,
970,30020005,3,5,3,5,4,,0,
971,10057000,119,107,119,107,4,,0,
972,30021003,3,5,3,5,4,,0,
973,10057000,141,86,141,86,6,,0,
974,30060005,4,7,4,7,4,,0,
975,10057000,141,96,141,96,6,,0,
976,30060006,4,7,4,7,4,,0,
977,10057000,123,120,123,120,0,,0,
978,10054000,153,159,154,160,4,,0,
979,10054001,153,165,154,166,0,,0,
980,10056000,39,90,41,91,0,,0,
981,30141003,11,14,12,15,0,,0,
982,20092001,168,32,171,34,-1,,0,
983,50001000,7,26,9,27,4,,0,
984,,,,,,,,0,
985,10023000,126,149,128,151,0,,0,
986,10900000,0,0,0,0,-1,,0,
987,10901000,0,0,0,0,-1,,0,
988,10902000,0,0,0,0,-1,,0,
989,10903000,0,0,0,0,-1,,0,
990,10904000,0,0,0,0,-1,,0,
991,10905000,0,0,0,0,-1,,0,
992,20900000,0,0,0,0,-1,,0,
993,20901000,0,0,0,0,-1,,0,
994,20902000,0,0,0,0,-1,,0,
995,20903000,0,0,0,0,-1,,0,
996,20904000,0,0,0,0,-1,,0,
997,20905000,0,0,0,0,-1,,0,
998,20906000,0,0,0,0,-1,,0,
999,20907000,0,0,0,0,-1,,0,
1000,10068000,194,214,205,216,4,,0,
1001,10032001,219,61,221,63,2,,0,
1002,10032001,2,200,4,202,6,,0,
1003,10032001,131,209,133,211,0,,0,
1004,10032001,45,80,47,82,4,,0,
1005,10034001,208,235,210,237,2,,0,
1006,10034001,84,87,86,89,6,,0,
1007,10034001,49,192,51,194,0,,0,
1008,10034001,214,16,216,18,4,,0,
1009,10042001,233,33,235,35,2,,0,
1010,10042001,72,141,74,143,6,,0,
1011,10042001,54,239,56,241,0,,0,
1012,10042001,41,37,43,39,4,,0,
1013,10064001,230,27,232,29,2,,0,
1014,10064001,60,208,62,210,6,,0,
1015,10064001,161,110,163,112,0,,0,
1016,10064001,16,16,18,18,4,,0,
1017,20020001,245,136,247,138,2,,0,
1018,20020001,15,119,17,121,6,,0,
1019,20020001,127,225,129,227,0,,0,
1020,20020001,127,2,129,4,4,,0,
1021,,,,,,,,0,
1022,,,,,,,,0,
1023,,,,,,,,0,
1024,10071000,244,82,246,84,1,,0,
1025,10071000,64,209,64,211,6,,0,
1026,30051001,3,5,3,5,4,,0,
1027,30055001,3,5,3,5,4,,0,
1028,,,,,,,,0,
1029,,,,,,,,0,
1030,10054000,156,138,157,138,0,,0,
1031,30131001,5,9,7,10,4,,0,
1032,10054100,43,64,43,64,6,,0,
1033,30131002,5,9,7,10,4,,0,
#モ?グシティ,,,,,,,,0,
1034,10060000,228,171,229,203,2,,0,
1035,10035000,97,200,105,211,-1,,0,
1036,10060000,49,129,60,130,0,,0,
1037,20146000,199,142,200,145,0,,0,
1038,10060000,157,91,158,92,6,,0,
1039,30094000,6,10,6,10,4,,0,
1040,10060000,155,68,156,69,0,,0,
1041,30096000,7,12,9,12,4,,0,
1042,10060000,139,68,140,68,0,,0,
1043,30095000,8,12,8,12,4,,0,
1044,10060000,109,97,109,97,0,,0,
1045,30099000,7,15,7,15,4,,0,
1046,10060000,142,97,142,97,0,,0,
1047,30099001,7,15,7,15,4,,0,
1048,10060000,119,186,120,186,4,,0,
1049,30099002,7,15,7,15,4,,0,
1050,10060000,81,152,81,153,6,,0,
1051,30097000,8,12,8,12,4,,0,
1052,10060000,105,175,105,176,6,,0,
1053,30098000,6,8,6,8,4,,0,
1054,10060000,97,101,97,101,7,,0,
1055,30092000,4,7,4,7,4,,0,
1056,10060000,149,163,149,164,2,,0,
1057,30010008,3,5,3,5,4,,0,
1058,10060000,127,78,128,78,0,,0,
1059,30010009,3,5,3,5,4,,0,
1060,10060000,170,91,170,92,2,,0,
1061,30014002,3,5,3,5,4,,0,
1062,10060000,151,130,152,130,4,,0,
1063,30020006,3,5,3,5,4,,0,
1064,10060000,167,130,168,130,4,,0,
1065,30021004,3,5,3,5,4,,0,
1066,10060000,139,149,140,149,0,,0,
1067,30012004,3,5,3,5,4,,0,
1068,10060000,145,124,145,125,2,,0,
1069,30002002,3,5,3,5,4,,0,
1070,10060000,88,144,90,146,2,,0,
1071,10060000,145,141,145,146,6,,0,
1072,,,,,,,,0,
1073,,,,,,,,0,
1074,,,,,,,,0,
1075,,,,,,,,0,
1076,60001000,24,24,27,27,-1,,0,
1077,61004000,83,76,83,76,-1,,0,
1078,63006000,40,40,40,40,-1,,0,
1079,63007000,27,27,27,27,-1,,0,
1080,63008000,19,19,19,19,-1,,0,
1081,62002000,47,47,47,47,-1,,0,
1082,62003000,56,56,56,56,-1,,0,
1083,64008000,8,56,8,56,-1,,0,
1084,64009000,24,28,24,28,-1,,0,
1085,64010000,31,23,31,23,-1,,0,
1086,64011000,37,17,37,17,-1,,0,
1087,64012000,43,41,43,41,-1,,0,
1088,,,,,,,,0,
1089,,,,,,,,0,
1090,,,,,,,,0,
1091,,,,,,,,0,
1092,,,,,,,,0,
1093,,,,,,,,0,
1094,,,,,,,,0,
1095,50021000,8,12,8,12,4,,0,
1096,10060000,80,130,81,131,6,,0,
1097,50022000,3,6,3,6,4,,0,
1098,20014000,22,160,22,160,0,,0,
1099,50023000,3,6,3,6,4,,0,
1100,30130000,7,4,7,4,4,,0,
1101,10064000,102,209,102,209,4,,0,
1102,,,,,,,,0,
1103,60000000,0,0,0,0,-1,???? ??,0,
1104,61000000,0,0,0,0,-1,???? ??,0,
1105,61001000,0,0,0,0,-1,???? ??,0,
1106,61002000,0,0,0,0,-1,???? ??,0,
1107,61003000,0,0,0,0,-1,???? ??,0,
1108,62000000,0,0,0,0,-1,???? ??,0,
1109,20080012,22,28,28,41,-1,???? ?? ??? ???,0,
1110,20080013,22,28,28,41,-1,???? ?? ??? ???,0,
1111,20080014,22,28,28,41,-1,???? ?? ??? ???,0,
1112,10024000,131,55,137,59,-1,?? ??～?? ??,0,
1113,10063100,47,148,50,152,-1,?? ??～?? ??,0,
1114,10065000,74,40,78,48,-1,?? ??～?? ??,0,
1115,,,,,,,,0,
1116,,,,,,,,0,
1117,,,,,,,,0,
1118,,,,,,,,0,
1119,,,,,,,,0,
1120,,,,,,,,0,
1121,20162000,23,40,25,42,2,,0,
1122,20163000,142,98,143,100,2,,0,
1123,20161000,14,6,16,8,0,,0,
1124,20162000,15,6,17,8,0,,0,
1125,20161000,43,6,45,8,0,,0,
1126,20162000,44,6,46,8,0,,0,
1127,20154002,15,42,17,44,4,?更前20160000　15　42　17　44　4,0,
1128,20155002,16,46,16,46,0,?更前20161000　14　42　16　44　4,0,
1129,20154002,44,42,46,44,4,?更前20160000　44　42　46　44,0,
1130,20155002,45,44,45,44,0,?更前20161000　43　42　45　44　4,0,
1131,20159000,15,8,17,10,0,?更前20159000　15　8　17　10　0,0,
1132,20160000,15,6,17,8,0,,0,
1133,20159000,44,8,46,10,0,?更前20159000　44　8　46　10　0,0,
1134,20160000,44,6,46,8,0,,0,
1135,20163000,173,92,175,93,5,,0,
1136,20159000,48,35,50,36,3,,0,
1137,20155001,16,6,16,6,0,???20157000　15　8　17　10　0,0,
1138,20154001,15,6,16,6,0,???20158000　14　4　16　6　0,0,
1139,20155001,45,6,45,6,0,???20157000　44　8　46　10　0,0,
1140,20154001,43,4,45,6,0,???20158000　43　4　45　6　0,0,
1141,20156000,15,42,17,44,4,,0,
1142,20157000,15,44,17,46,4,,0,
1143,20163000,148,106,150,107,0,,0,
1144,20156000,29,47,32,49,4,,0,
1145,20155000,15,8,17,10,0,,0,
1146,20156000,15,6,17,8,0,,0,
1147,20155000,44,8,46,10,0,,0,
1148,20156000,44,6,46,8,0,,0,
1149,20154000,15,42,17,44,4,,0,
1150,20155000,15,44,17,46,4,,0,
1151,20154000,44,42,46,44,4,,0,
1152,20155000,44,44,46,46,4,,0,
1153,20153000,15,8,17,10,0,,0,
1154,20154000,15,6,17,8,0,,0,
1155,20153000,44,8,46,10,0,,0,
1156,20154000,44,6,46,8,0,,0,
1157,20151000,15,42,17,44,4,,0,
1158,20153000,15,44,17,46,4,,0,
1159,20151000,44,42,46,44,4,,0,
1160,20153000,44,44,46,46,4,,0,
1161,20149000,15,8,17,10,0,,0,
1162,20151000,15,6,17,8,0,,0,
1163,20149000,44,8,46,10,0,,0,
1164,20151000,44,6,46,8,0,,0,
1165,20146000,116,130,118,132,2,,0,
1166,20152000,15,8,17,10,0,,0,
1167,20146000,129,156,131,158,2,,0,
1168,20152000,44,8,46,10,0,,0,
1169,20150000,15,42,17,44,0,,0,
1170,20152000,15,44,17,46,4,,0,
1171,20150000,44,42,46,44,0,,0,
1172,20152000,44,44,46,46,4,,0,
1173,20146000,148,106,150,108,0,,0,
1174,20151000,29,46,32,48,4,,0,
1175,20146000,129,139,131,141,5,,0,
1176,20152000,29,4,32,6,0,,0,
1177,20147000,15,42,17,44,4,,0,
1178,20149000,15,44,17,46,4,,0,
1179,20147000,44,42,46,44,4,,0,
1180,20149000,44,44,46,46,4,,0,
1181,20148000,15,8,17,10,0,,0,
1182,20150000,15,6,17,8,0,,0,
1183,20148000,44,8,46,10,0,,0,
1184,20150000,44,6,46,8,0,,0,
1185,20144000,15,8,17,10,0,,0,
1186,20147000,15,6,17,8,0,,0,
1187,20144000,44,8,46,10,0,,0,
1188,20147000,44,6,46,8,0,,0,
1189,20145000,15,42,17,44,4,,0,
1190,20148000,15,44,17,49,4,,0,
1191,20145000,44,42,46,44,4,,0,
1192,20148000,44,44,46,46,4,,0,
1193,20143000,59,40,61,42,4,,0,
1194,20144000,15,44,17,46,4,,0,
1195,20143000,88,40,90,42,4,,0,
1196,20144000,44,44,46,46,4,,0,
1197,20143000,38,77,40,79,1,,0,
1198,20145000,15,6,17,8,0,,0,
1199,20143000,53,102,55,104,1,,0,
1200,20145000,44,6,46,8,0,,0,
1201,20146000,181,130,183,132,6,,0,
1202,20143000,109,77,111,79,7,,0,
1203,20146000,173,92,175,94,7,,0,
1204,20143000,91,34,93,35,3,,0,
1205,20146000,173,114,175,116,5,,0,
1206,20143000,91,63,93,65,1,,0,
1207,20146000,191,124,194,125,3,,0,
1208,20143000,116,77,120,79,0,,0,
1209,20146000,167,167,169,169,2,,0,
1210,20143000,99,110,101,112,5,,0,
1211,20146000,148,156,150,158,0,,0,
1212,20143000,73,94,76,96,4,,0,
1213,20146000,129,167,131,169,6,,0,
1214,20143000,48,109,50,111,3,,0,
1215,20146000,105,124,107,126,5,,0,
1216,20143000,30,78,32,80,0,,0,
1217,20146000,124,114,126,115,3,,0,
1218,20143000,56,63,58,65,7,,0,
1219,20146000,124,92,126,94,1,,0,
1220,20143000,55,33,57,35,5,,0,
1221,20142000,63,12,66,14,0,,0,
1222,20143000,62,11,64,13,0,,0,
1223,20142000,83,12,86,14,0,,0,
1224,20143000,85,11,87,13,0,,0,
1225,20142000,132,94,134,97,3,,0,
1226,20143000,133,95,135,96,3,,0,
1227,20142000,122,113,124,115,3,,0,
1228,20143000,122,115,124,116,3,,0,
1229,20142000,25,112,26,114,5,,0,
1230,20143000,25,114,27,116,5,,0,
1231,20142000,15,94,17,97,5,,0,
1232,20143000,14,94,16,96,5,,0,
1233,20141000,57,82,59,84,1,,0,
1234,20142000,65,79,67,81,6,,0,
1235,20141000,90,64,92,67,5,,0,
1236,20142000,82,67,84,70,2,,0,
1237,20140000,70,14,72,17,0,,0,
1238,20141000,69,10,71,13,0,,0,
1239,20140000,77,14,79,17,0,,0,
1240,20141000,78,10,80,13,0,,0,
1241,20140000,127,99,129,101,3,,0,
1242,20141000,129,100,131,102,3,,0,
1243,20140000,123,107,125,109,3,,0,
1244,20141000,124,108,126,110,3,,0,
1245,20140000,25,107,27,109,5,,0,
1246,20141000,23,108,25,110,5,,0,
1247,20140000,20,99,22,101,5,,0,
1248,20141000,18,100,20,102,5,,0,
1249,10070000,199,98,201,101,5,,0,
1250,20140000,110,51,112,54,1,,0,
1251,10070000,146,187,151,189,0,,0,
1252,20140000,72,116,77,118,4,,0,
1253,10070000,97,98,99,102,3,,0,
1254,20140000,37,52,39,55,7,,0,
1255,,,,,,,,0,
1256,,,,,,,,0,
1257,10062000,186,64,187,65,3,,0,
1258,10023000,152,192,155,196,0,,0,
1259,,,,,,,,0,
1260,10034002,162,29,166,33,6,,0,
1261,10034000,162,29,166,33,6,,0,
1262,10002001,217,21,219,23,1,,0,
1263,10002000,217,21,219,23,1,,0,
1264,20070100,22,83,25,85,4,,0,
1265,,,,,,,,0,
1266,20070102,22,83,25,85,4,,0,
1267,20070101,22,83,25,85,4,,0,
1268,20070100,22,83,25,85,4,,0,
1269,10042000,74,131,76,133,4,,0,
1270,10062000,190,42,194,45,1,,0,
1271,20023000,133,32,138,34,0,,0,
1272,30154000,6,15,6,15,4,,0,
1273,10062000,208,101,209,102,1,,0,
1274,30154001,6,15,6,15,4,,0,
1275,10062000,208,141,209,142,3,,0,
1276,30156000,7,16,7,16,4,,0,
1277,10062000,179,143,180,144,4,,0,
1278,30155000,6,11,6,11,4,,0,
1279,10062000,174,122,175,123,7,,0,
1280,30157000,6,13,6,13,4,,0,
1281,10062000,131,28,132,28,0,,0,
1282,30152000,6,11,6,11,4,,0,
1283,10062000,124,46,124,46,6,,0,
1284,30152001,6,11,6,11,4,,0,
1285,10062000,110,88,110,88,7,,0,
1286,30153000,6,11,6,11,4,,0,
1287,10062000,138,33,138,33,2,,0,
1288,30153001,6,11,6,11,4,,0,
1289,10062000,120,78,120,78,7,,0,
1290,30151000,6,13,6,13,4,,0,
1291,10062000,92,150,92,152,2,,0,
1292,30150000,4,7,4,7,4,,0,
1293,10062000,41,120,41,120,4,,0,
1294,30011006,3,5,3,5,4,,0,
1295,10062000,135,82,135,82,3,,0,
1296,30060007,4,7,4,7,4,,0,
1297,10062000,125,92,125,92,3,,0,
1298,30060008,4,7,4,7,4,,0,
1299,10062000,118,185,119,185,4,,0,
1300,10025001,22,126,24,129,2,,0,
1301,10018001,187,64,189,67,2,,0,
1302,10018101,195,65,196,66,6,,0,
1303,30201000,7,12,7,12,4,,0,
1304,30202000,9,14,9,14,4,,0,
1305,30201000,7,9,7,9,0,,0,
1306,10025001,170,98,173,101,1,,0,
1307,30200000,2,5,2,5,4,,0,
1308,10025001,119,137,119,137,6,,0,
1309,10018001,62,64,65,67,2,,0,
1310,10018101,197,64,200,67,-1,,0,
1311,10023100,251,126,253,129,2,,0,
1312,10018001,62,64,65,67,2,,0,
1313,,,,,,,,0,
1314,,,,,,,,0,
1315,,,,,,,,0,
1316,,,,,,,,0,
1317,30091001,6,15,6,15,4,,0,
1318,10025000,108,123,108,123,0,,0,
1319,30091002,6,15,6,15,4,,0,
1320,10022000,143,132,143,132,4,,0,
1321,30091003,6,15,6,15,4,,0,
1322,10031000,132,121,132,121,2,,0,
1323,30091004,6,15,6,15,4,,0,
1324,10014000,123,147,123,147,6,,0,
1325,10018002,45,94,57,96,0,,0,
1326,10018000,45,94,57,96,0,,0,
1327,30090002,2,2,4,3,0,,0,
1328,30090003,2,2,4,3,0,,0,
1329,30090004,2,2,4,3,0,,0,
1330,10014002,126,197,129,199,0,,0,
1331,10025001,22,124,25,131,2,『???? ?? ??』,0,
1332,10018001,135,64,137,66,0,,0,
1333,,,,,,,,0,
1334,30097001,8,12,8,12,4,,0,
1335,,,,,,,,0,
1336,50005000,11,16,11,16,6,,0,
1337,50005000,3,1,3,1,0,,0,
1338,30097001,8,5,8,5,4,,0,
1339,10023000,93,163,98,171,-1,,0,
1340,,,,,,,,0,
1341,30091005,6,15,6,15,4,,0,
1342,10025001,108,123,108,123,0,,0,
1343,20146001,181,130,183,132,6,,0,
1344,,,,,,,,0,
1345,30021005,3,5,3,5,4,,0,
1346,10062000,116,133,116,133,6,,0,
1347,30002003,3,5,3,5,4,,0,
1348,10062000,139,154,139,154,0,,0,
1349,30020007,3,5,3,5,4,,0,
1350,10062000,65,153,65,153,0,,0,
1351,30012005,3,5,3,5,4,,0,
1352,10062000,54,154,54,154,0,,0,
1353,30014003,3,5,3,5,4,,0,
1354,10062000,46,160,46,160,6,,0,
1355,30010010,3,5,3,5,4,,0,
1356,10062000,58,166,58,166,4,,0,
1357,10059000,68,147,72,150,4,,0,
1358,10062000,196,46,200,49,1,,0,
1359,30156001,7,16,7,16,4,,0,
1360,30157001,6,13,6,13,4,,0,
1361,50009000,11,3,11,3,2,,0,
1362,50010000,9,3,9,3,2,,0,
1363,10059100,88,158,89,159,7,,0,
1364,10059000,83,155,84,156,3,,0,
1365,30060009,4,7,4,7,4,,0,
1366,50006000,7,12,7,12,4,,0,
1367,10025000,112,122,114,124,0,,0,
1368,50007000,8,26,8,26,4,,0,
1369,50008000,8,3,8,3,0,,0,
1370,30102001,5,7,5,7,4,,0,
1371,10018100,221,68,221,68,1,,0,
1372,30032000,2,1,2,1,0,,0,
1373,,,,,,,,0,
1374,,,,,,,,0,
1375,30102001,5,15,5,15,4,,0,
1376,10071001,171,46,173,48,0,,0,
1377,20080015,26,26,28,28,0,,0,
1378,10071001,62,153,64,155,2,,0,
1379,10023000,126,149,128,151,0,,0,
1380,10071000,211,135,217,147,2,,0,
1381,10071001,157,144,163,154,2,,0,
1382,,,,,,,,0,
1383,10023000,178,164,187,177,-1,,0,
1384,10018100,215,90,219,98,-1,,0,
1385,10035000,97,200,105,211,-1,,0,
1386,10019000,116,111,120,114,-1,,0,
1387,10046000,205,197,215,200,-1,,0,
1388,10001000,102,36,105,39,-1,,0,
1389,10056000,36,69,45,72,-1,,0,
1390,10054000,203,162,208,165,-1,,0,
1391,10060000,228,171,229,203,-1,,0,
1392,20163000,144,68,154,71,-1,,0,
1393,10061000,161,74,171,78,-1,,0,
1394,10063100,118,46,121,58,-1,,0,
1395,10062000,190,42,194,45,-1,,0,
1396,10059000,68,147,72,150,-1,,0,
1397,10050000,72,140,76,145,-1,,0,
1398,,,,,,,,0,
1399,,,,,,,,0,
1400,,,,,,,,0,
1401,,,,,,,,0,
1402,10066000,73,130,73,130,0,,0,
1403,30071001,3,5,3,5,4,,0,
1404,,,,,,,,0,
1405,,,,,,,,0,
1406,,,,,,,,0,
1407,30102002,5,15,5,15,4,,0,
1408,20146001,199,144,199,144,0,,0,
1409,20161000,14,42,16,44,4,,0,
1410,20161000,43,42,45,44,4,,0,
1411,20155002,15,8,17,10,0,,0,
1412,20155002,44,8,46,10,0,,0,
1413,20154002,15,8,17,10,0,,0,
1414,20154002,44,8,46,10,0,,0,
1415,20160000,15,42,17,44,4,,0,
1416,20160000,44,42,46,44,4,,0,
1417,20158000,14,4,16,6,0,,0,
1418,20158000,43,4,45,6,0,,0,
