#,,,,,,,,,,,,,,
#アイテム設定,,家具のクライアント表示設定,家具設定,倉庫容量,靜止MotionID,使用MotionID,,,,,,,,
#ITEMID,NAME,PICTID,ＥＶＥＮＴＩＤ,タンス枠数,DEFAULTMOTION,Motion1,Motion2,Motion3,Motion4,Motion5,Motion6,Motion7,Motion8,REMARK
31105201,クラシックなレンガ壁（白・×３）,41105201,31080000,0,111,,,,,,,,,
31105202,クラシックなレンガ壁（白・×６）,41105202,31080000,0,111,,,,,,,,,
31105203,クラシックなレンガ壁（白・サークル）,41105203,31080000,0,111,,,,,,,,,
31105250,クラシックなレンガ壁（茶）,41105250,31080000,0,111,,,,,,,,,
31105251,クラシックなレンガ壁（茶・×３）,41105251,31080000,0,111,,,,,,,,,
31105252,クラシックなレンガ壁（茶・×６）,41105252,31080000,0,111,,,,,,,,,
31105253,クラシックなレンガ壁（茶・サークル）,41105253,31080000,0,111,,,,,,,,,
31105300,チェーンフェンス（黒）,41105300,31080000,0,111,,,,,,,,,
31105301,チェーンフェンス（黒・×３）,41105301,31080000,0,111,,,,,,,,,
31105302,チェーンフェンス（黒・×６）,41105302,31080000,0,111,,,,,,,,,
31105303,チェーンフェンス（黒・サークル）,41105303,31080000,0,111,,,,,,,,,
31105350,チェーンフェンス（金）,41105350,31080000,0,111,,,,,,,,,
31105351,チェーンフェンス（金・×３）,41105351,31080000,0,111,,,,,,,,,
31105352,チェーンフェンス（金・×６）,41105352,31080000,0,111,,,,,,,,,
31105353,チェーンフェンス（金・サークル）,41105353,31080000,0,111,,,,,,,,,
31105400,蓮の花のビオトープ,41105400,31080000,0,111,,,,,,,,,
31105500,古木（縦）,41105500,31080000,0,111,,,,,,,,,
31105600,古木（横）,41105600,31080000,0,111,,,,,,,,,
31105700,大木,41105700,31080000,0,111,,,,,,,,,
31105900,活花の花瓶（青）,41105900,31080000,0,111,,,,,,,,,
31105901,活花の花瓶（赤）,41105901,31080000,0,111,,,,,,,,,
31106000,ガーデントピアリー（四方形）,41106000,31080000,0,111,,,,,,,,,
31106010,ガーデントピアリー（カーブ）,41106010,31080000,0,111,,,,,,,,,
31106100,ゴシックホラーな石垣（灰）,41106100,31080000,0,111,,,,,,,,,
31106101,ゴシックホラーな石垣（灰・×３）,41106101,31080000,0,111,,,,,,,,,
31106102,ゴシックホラーな石垣（灰・×６）,41106102,31080000,0,111,,,,,,,,,
31106103,ゴシックホラーな石垣（灰・サークル）,41106103,31080000,0,111,,,,,,,,,
31106150,ゴシックホラーな石垣（紫）,41106150,31080000,0,111,,,,,,,,,
31106151,ゴシックホラーな石垣（紫・×３）,41106151,31080000,0,111,,,,,,,,,
31106152,ゴシックホラーな石垣（紫・×６）,41106152,31080000,0,111,,,,,,,,,
31106153,ゴシックホラーな石垣（紫・サークル）,41106153,31080000,0,111,,,,,,,,,
31106200,城壁（グレー）,41106200,31080000,0,111,,,,,,,,,
31106201,城壁（ブラウン）,41106201,31080000,0,111,,,,,,,,,
31106210,城壁（グレー・×３）,41106210,31080000,0,111,,,,,,,,,
31106211,城壁（ブラウン・×３）,41106211,31080000,0,111,,,,,,,,,
31106220,城壁（グレー・×６）,41106220,31080000,0,111,,,,,,,,,
31106221,城壁（ブラウン・×６）,41106221,31080000,0,111,,,,,,,,,
31106230,城壁（グレー・サークル）,41106230,31080000,0,111,,,,,,,,,
31106231,城壁（ブラウン・サークル）,41106231,31080000,0,111,,,,,,,,,
31106300,学園の柵,41106300,31080000,0,111,,,,,,,,,
31106310,学園の柵×３,41106310,31080000,0,111,,,,,,,,,
31106320,学園の柵×６,41106320,31080000,0,111,,,,,,,,,
31106330,学園の柵サークル,41106330,31080000,0,111,,,,,,,,,
31106340,学園の柵（門）,41106340,31080000,0,111,,,,,,,,,
31110000,木の板のさく,41110000,31080000,0,111,,,,,,,,,
31110001,木の板のさく（白）,41110001,31080000,0,111,,,,,,,,,
31110002,木の板のさく（青）,41110002,31080000,0,111,,,,,,,,,
31110010,木の板のさく×３,41110010,31080000,0,111,,,,,,,,,
31110011,木の板のさく×３（白）,41110011,31080000,0,111,,,,,,,,,
31110012,木の板のさく×３（青）,41110012,31080000,0,111,,,,,,,,,
31110020,木の板のさく×６,41110020,31080000,0,111,,,,,,,,,
31110021,木の板のさく×６（白）,41110021,31080000,0,111,,,,,,,,,
31110022,木の板のさく×６（青）,41110022,31080000,0,111,,,,,,,,,
31110100,木の棒のさく,41110100,31080000,0,111,,,,,,,,,
31110101,木の棒のさく（赤茶）,41110101,31080000,0,111,,,,,,,,,
31110102,木の棒のさく（白）,41110102,31080000,0,111,,,,,,,,,
31110110,木の棒のさく×３,41110110,31080000,0,111,,,,,,,,,
31110111,木の棒のさく×３（赤茶）,41110111,31080000,0,111,,,,,,,,,
31110112,木の棒のさく×３（白）,41110112,31080000,0,111,,,,,,,,,
31110120,木の棒のさく×６,41110120,31080000,0,111,,,,,,,,,
31110121,木の棒のさく×６（赤茶）,41110121,31080000,0,111,,,,,,,,,
31110122,木の棒のさく×６（白）,41110122,31080000,0,111,,,,,,,,,
31110200,サインプレート,41110200,31080000,0,111,,,,,,,,,
31110201,サインプレート（カビ）,41110201,31080000,0,111,,,,,,,,,
31110202,サインプレート（鉄）,41110202,31080000,0,111,,,,,,,,,
31110300,ペインティングスタンド,41110300,31080000,0,111,,,,,,,,,
31110301,ペインティングスタンド（鉄）,41110301,31080000,0,111,,,,,,,,,
31110302,ペインティングスタンド（木）,41110302,31080000,0,111,,,,,,,,,
31110400,ドームアーチ,41110400,31080000,0,111,,,,,,,,,
31110401,ドームアーチ（木）,41110401,31080000,0,111,,,,,,,,,
31110402,ドームアーチ（レンガ）,41110402,31080000,0,111,,,,,,,,,
31110500,ガーデンパラソル,41110500,31080000,0,111,,,,,,,,,
31110501,ガーデンパラソル（雅）,41110501,31080000,0,111,,,,,,,,,
31110600,ポスト,41110600,31080000,0,111,,,,,,,,,
31110601,ポスト（青）,41110601,31080000,0,111,,,,,,,,,
31110602,ポスト（鉄）,41110602,31080000,0,111,,,,,,,,,
31110700,国旗（東軍）,41110700,31080000,0,111,,,,,,,,,
31110709,国旗（トンカ）,41110709,31080000,0,111,,,,,,,,,
31110800,ソードマンギルド旗,41110800,31080000,0,111,,,,,,,,,
31110801,フェンサーギルド旗,41110801,31080000,0,111,,,,,,,,,
31110802,スカウトギルド旗,41110802,31080000,0,111,,,,,,,,,
31110803,アーチャーギルド旗,41110803,31080000,0,111,,,,,,,,,
31110804,スペルユーザーギルド旗,41110804,31080000,0,111,,,,,,,,,
31110805,タタラベギルド旗,41110805,31080000,0,111,,,,,,,,,
31110806,マシンナリーギルド旗,41110806,31080000,0,111,,,,,,,,,
31110807,ファーマーギルド旗,41110807,31080000,0,111,,,,,,,,,
31110808,アルケミストギルド旗,41110808,31080000,0,111,,,,,,,,,
31110809,マリオネストギルド旗,41110809,31080000,0,111,,,,,,,,,
31110810,レンジャーギルド旗,41110810,31080000,0,111,,,,,,,,,
31110811,マーチャントギルド旗,41110811,31080000,0,111,,,,,,,,,
31110900,台車,41110900,31080000,0,111,,,,,,,,,
31111000,危険防止看板,41111000,31080000,0,111,,,,,,,,,
31111100,大きな木箱,41111100,31080000,0,111,,,,,,,,,
31111110,樽,41111110,31080000,0,111,,,,,,,,,
31111111,樽（灰）,41111111,31080000,0,111,,,,,,,,,
31111112,樽（銀）,41111112,31080000,0,111,,,,,,,,,
31111113,樽（黒）,41111113,31080000,0,111,,,,,,,,,
31111200,歯車,41111200,31080000,0,111,,,,,,,,,
31111300,大きなコンテナ,41111300,31080000,0,111,,,,,,,,,
31111400,手車,41111400,31080000,0,111,,,,,,,,,
31111500,作業用丸太,41111500,31080000,0,111,,,,,,,,,
31111600,汽車のレール,41111600,31080000,0,111,,,,,,,,,
31111680,汽車のレール（模型）,41111600,31080000,0,111,,,,,,,,,
31111700,絵画『アップタウンの情景』,41111700,31080000,0,111,,,,,,,,,
31111750,絵画『ダウンタウンの賑わい』,41111750,31080000,0,111,,,,,,,,,
31111751,絵画『のどかなファーイーストシティ』,41111751,31080000,0,111,,,,,,,,,
31111752,絵画『薄暮のモーグシティ』,41111752,31080000,0,111,,,,,,,,,
31111753,絵画『ノーザンプロムナードの静寂』,41111753,31080000,0,111,,,,,,,,,
31111800,絵画『マルクトの船着場の風景』,41111800,31080000,0,111,,,,,,,,,
31111801,絵画『豊穣の国と闇の城』,41111801,31080000,0,111,,,,,,,,,
31111802,ポスター『ツクヨミ』,41111802,31080000,0,111,,,,,,,,,
31111803,イラスト『応援』（Production I.G）,41111803,31080000,0,111,,,,,,,,,
31111804,イラスト『祈り』（雀葵蘭）,41111804,31080000,0,111,,,,,,,,,
31111805,イラスト『仲間』（かわすみ）,41111805,31080000,0,111,,,,,,,,,
31111806,イラスト『祈り』（ノブヨシ侍）,41111806,31080000,0,111,,,,,,,,,
31111807,イラスト『祈り』（ハコマチシュシュ）,41111807,31080000,0,111,,,,,,,,,
31111808,イラスト『息吹』（ぐーじん）,41111808,31080000,0,111,,,,,,,,,
31111809,イラスト『祈り』（むきゅう☆）,41111809,31080000,0,111,,,,,,,,,
31111850,ヴェルデガルドの肖像画,41111850,31080000,0,111,,,,,,,,,
31111900,大泣きてるてるぼうず,41111900,31070000,0,111,622,,,,,,,,
31112100,作業用丸太×３,41112100,31080000,0,111,,,,,,,,,
31112200,作業用丸太×６,41112200,31080000,0,111,,,,,,,,,
31112300,元気なミニ屋台,41112300,31070000,0,111,622,,,,,,,,
31112400,誇り高き金のシャチホコ,41112400,31080000,0,111,,,,,,,,,
31112500,サンゴの柵,41112500,31080000,0,111,,,,,,,,,
31112600,くじらの噴水,41112600,31070000,0,111,622,,,,,,,,
31112700,除夜の鐘,41112700,31070000,0,111,622,,,,,,,,
31112800,餅つきタイニー,41112800,31112800,0,111,622,,,,,,,,
31112900,いばらの柵,41112900,31070000,0,111,622,,,,,,,,
31112909,いばらの柵（青）,41112909,31070000,0,111,622,,,,,,,,
31113000,みかん箱,41113000,31070000,0,111,622,,,,,,,,
31113100,立派な噴水,41113100,31080000,0,111,,,,,,,,,
31113200,スプリンクラー,41113200,31070000,0,111,622,,,,,,,,
31113300,プランター付きウッドテラッツア,41113300,31080000,0,111,,,,,,,,,
31113400,サークルガーデン,41113400,31080000,0,111,,,,,,,,,
31113500,バスケのゴール,41113500,31070000,0,111,622,,,,,,,,
31113600,茶道部のおもてなし,41113600,31080000,0,111,,,,,,,,,
31113700,ビーチチェア,41113700,31080000,0,111,,,,,,,,,
31113800,ビーチパラソル,41113800,31080000,0,111,,,,,,,,,
31113900,BBQセット,41113900,31113900,0,111,622,,,,,,,,
31113950,BBQセット☆,41113950,31113900,0,111,622,,,,,,,,
31114000,なごみの縁台,41114000,31070000,0,111,622,,,,,,,,
31114001,なごみの縁台（こげ茶）,41114001,31070000,0,111,622,,,,,,,,
31114050,なごみの縁台☆,41114050,31070000,0,111,622,,,,,,,,
31114100,黒板,41114100,31080000,0,111,,,,,,,,,
31114200,教壇,41114200,31080000,0,111,,,,,,,,,
31114300,教室用の机,41114300,31080000,0,111,,,,,,,,,
31114400,教室用のイス,41114400,31080000,0,111,,,,,,,,,
31114500,古風な鉄柵,41114500,31080000,0,111,,,,,,,,,
31114900,和風の衝立,41114900,31080000,0,111,,,,,,,,,
31114950,古風なふすま,41114950,31080000,0,111,,,,,,,,,
31114951,おしゃれなふすま,41114951,31080000,0,111,,,,,,,,,
31115000,しらたまじろう,41115000,31070000,0,111,622,,,,,,,,
31115100,迎撃砲台,41115100,31070000,0,111,622,,,,,,,,
31115200,檻,41115200,31070000,0,111,622,,,,,,,,
31115201,檻（茶）,41115201,31070000,0,111,622,,,,,,,,
31115300,井戸,41115300,31070000,0,111,622,,,,,,,,
31115400,立て看板,41115400,31080000,0,111,,,,,,,,,
31115500,北斗七星発生装置,41115500,31070000,0,111,621,622,,,,,,,
31115600,ジャギ像,41115600,31080000,0,111,,,,,,,,,
31115700,ビニールプール,41115700,31070000,0,111,622,,,,,,,,
31115800,スモーク発生器,41115800,31070000,0,111,622,,,,,,,,
31115900,お花見セット,41115900,31070000,0,111,622,,,,,,,,
31116000,物干し台,41116000,31080000,0,111,,,,,,,,,
31116100,木漏れ日ベンチ,41116100,31080000,0,111,,,,,,,,,
31116200,水辺のビーチベッド,41116200,31070000,0,111,622,,,,,,,,
31116300,打ち上げ花火装置,41116300,31116300,0,111,622,,,,,,,,
31116400,朱塗りの太鼓橋,41116400,31080000,0,111,,,,,,,,,
31116500,クリスマスリース,41116500,31070000,0,111,622,,,,,,,,
31116600,新春初日の出,41116600,31116600,0,111,622,,,,,,,,
31116700,青竹,41116700,31070000,0,111,622,623,,,,,,,
31116800,枝垂桜,41116800,31070000,0,111,622,,,,,,,,
31116900,砂地,41116900,31080000,0,111,,,,,,,,,
31116901,芝生（小）,41116901,31080000,0,111,,,,,,,,,
31116902,積雪,41116902,31080000,0,111,,,,,,,,,
31117000,盛り土,41117000,31080000,0,111,,,,,,,,,
31117001,盛り芝生,41117001,31080000,0,111,,,,,,,,,
31117002,盛り雪,41117002,31080000,0,111,,,,,,,,,
31117100,塀,41117100,31080000,0,111,,,,,,,,,
31117101,塀（石灰）,41117101,31080000,0,111,,,,,,,,,
31117102,塀（木製）,41117102,31080000,0,111,,,,,,,,,
31117110,塀×３,41117110,31080000,0,111,,,,,,,,,
31117111,塀（石灰）×３,41117111,31080000,0,111,,,,,,,,,
31117112,塀（木製）×３,41117112,31080000,0,111,,,,,,,,,
31117120,塀×６,41117120,31080000,0,111,,,,,,,,,
31117121,塀（石灰）×６,41117121,31080000,0,111,,,,,,,,,
31117122,塀（木製）×６,41117122,31080000,0,111,,,,,,,,,
31117200,門,41117200,31070000,0,111,622,,,,,,,,
31117201,門（石灰）,41117201,31070000,0,111,622,,,,,,,,
31117202,門（木製）,41117202,31070000,0,111,622,,,,,,,,
31117300,フラワーゲート,41117300,31070000,0,111,622,,,,,,,,
31117400,レンガの敷石,41117400,31080000,0,111,,,,,,,,,
31117500,海路のコンパス,41117500,31117500,0,111,622,,,,,,,,
31117600,妖精の木,41117600,31070000,0,111,622,,,,,,,,
31117601,妖精の木（大）,41117600,31070000,0,111,622,,,,,,,,
31117700,誓いの鐘,41117700,31070000,0,111,622,,,,,,,,
31117800,古風な鉄柵（白）,41117800,31080000,0,111,,,,,,,,,
31117900,いばらの柵（白）,41117900,31070000,0,111,622,,,,,,,,
31118100,潜水装置,41118100,31120800,0,111,622,,,,,,,,
31118200,墓石,41118200,31070000,0,111,622,,,,,,,,
31118201,淡い墓石,41118201,31070000,0,111,622,,,,,,,,
31118300,ポンプ井戸,41118300,31070000,0,111,622,,,,,,,,
31118400,わら敷き,41118400,31080000,0,111,,,,,,,,,
31118500,大きな噴水,41118500,31080000,0,111,,,,,,,,,
31118600,カプセルベッド,41118600,31080000,0,111,,,,,,,,,
31118700,ヴァルハラ,41118700,31118700,0,111,622,,,,,,,,
31118800,地獄の門扉,41118800,31070000,0,111,622,,,,,,,,
31118900,階段付の窓,41118900,31080000,0,111,,,,,,,,,
31119000,灯篭,41119000,31070000,0,111,622,,,,,,,,燈
31119100,ぞうさんのすべり台（水色）,41119100,31080000,0,111,,,,,,,,,
31119101,ぞうさんのすべり台（ピンク）,41119101,31080000,0,111,,,,,,,,,
31119200,小さな東屋,41119200,31080000,0,111,,,,,,,,,
31119300,朱塗りの欄干,41119300,31080000,0,111,,,,,,,,,
31119301,朱塗りの欄干×３,41119301,31080000,0,111,,,,,,,,,
31119302,朱塗りの欄干×６,41119302,31080000,0,111,,,,,,,,,
31119303,朱塗りの欄干（サークル）,41119303,31080000,0,111,,,,,,,,,
31119304,木製の欄干,41119304,31080000,0,111,,,,,,,,,
31119314,木製の欄干×３,41119314,31080000,0,111,,,,,,,,,
31119324,木製の欄干×６,41119324,31080000,0,111,,,,,,,,,
31119334,木製の欄干（サークル）,41119334,31080000,0,111,,,,,,,,,
31119400,ガレキの山,41119400,31070000,0,111,,,,,,,,,
31119500,ヒビの入った壁,41119500,31080000,0,111,,,,,,,,,
31119600,古代風石柱,41119600,31080000,0,111,,,,,,,,,
31119601,古代風石柱×２,41119601,31080000,0,111,,,,,,,,,
31119602,古代風石柱×５,41119602,31080000,0,111,,,,,,,,,
31119603,古代風石柱（サークル）,41119603,31080000,0,111,,,,,,,,,
31119700,夕暮れ赤とんぼ,41119700,31119700,0,111,621,622,623,,,,,,
31119800,露店台車,41119800,31080000,0,111,,,,,,,,,
31119900,在庫置き場,41119900,31080000,0,111,,,,,,,,,
31120000,ランプ,41120000,31070000,0,111,622,,,,,,,,燈
31120001,ランプ（水色）,41120001,31070000,0,111,622,,,,,,,,燈
31120002,ランプ（緑）,41120002,31070000,0,111,622,,,,,,,,燈
31120100,電気スタンド,41120100,31070000,0,111,622,,,,,,,,燈
31120101,電気スタンド（緑）,41120101,31070000,0,111,622,,,,,,,,燈
31120102,電気スタンド（茶）,41120102,31070000,0,111,622,,,,,,,,燈
31120200,キャンドル,41120200,31070000,0,111,622,,,,,,,,燈
31120201,キャンドル（白）,41120201,31070000,0,111,622,,,,,,,,燈
31120202,キャンドル（緑）,41120202,31070000,0,111,622,,,,,,,,燈
31120300,灯油ランプ,41120300,31070000,0,111,622,,,,,,,,燈
31120301,灯油ランプ（黒）,41120301,31070000,0,111,622,,,,,,,,燈
31120302,灯油ランプ（金）,41120302,31070000,0,111,622,,,,,,,,燈
31120400,おとぎの国のシャンデリア,41120400,31070000,0,111,622,,,,,,,,燈
31120401,おとぎの国のシャンデリア（金）,41120401,31070000,0,111,622,,,,,,,,燈
31120500,鳥かごランプ,41120500,31070000,0,111,622,,,,,,,,燈
31120501,鳥かごランプ（ルクス）,41120501,31070000,0,111,622,,,,,,,,燈
31120600,パンプキンキャンドルスタンド,41120600,31070000,0,111,622,,,,,,,,燈
31120700,壁用燭台,41120700,31070000,0,111,622,,,,,,,,燈
31120800,謁見の間のシャンデリア（金）,41120800,31070000,0,111,622,,,,,,,,燈
31120801,謁見の間のシャンデリア（銀）,41120801,31070000,0,111,622,,,,,,,,燈
31120901,フシギなたまご（ムツキ）,41120901,31070000,0,111,622,,,,,,,,
31120902,フシギなたまご（キサラギ）,41120902,31070000,0,111,622,,,,,,,,
31120903,フシギなたまご（ヤヨイ）,41120903,31070000,0,111,622,,,,,,,,
31120904,フシギなたまご（ウヅキ）,41120904,31070000,0,111,622,,,,,,,,
31120905,フシギなたまご（サツキ）,41120905,31070000,0,111,622,,,,,,,,
31120906,フシギなたまご（ミナヅキ）,41120906,31070000,0,111,622,,,,,,,,
31120907,フシギなたまご（フミツキ）,41120907,31070000,0,111,622,,,,,,,,
31120908,フシギなたまご（ハヅキ）,41120908,31070000,0,111,622,,,,,,,,
31120909,フシギなたまご（キクヅキ）,41120909,31070000,0,111,622,,,,,,,,
31120910,フシギなたまご（カミア・カンナ）,41120910,31070000,0,111,622,,,,,,,,
31120911,フシギなたまご（シモツキ）,41120911,31070000,0,111,622,,,,,,,,
31120912,フシギなたまご（ロウゲツ）,41120912,31070000,0,111,622,,,,,,,,
31120913,フシギなたまご（ウル）,41120913,31070000,0,111,622,,,,,,,,
31120914,フシギなたまご（ルゥ）,41120914,31070000,0,111,622,,,,,,,,
31120915,フシギなたまご（ウルゥ）,41120915,31070000,0,111,622,,,,,,,,
31121000,ムーディーランプ（ピンク）,41121000,31070000,0,111,622,,,,,,,,燈
31121001,ムーディーランプ（黄）,41121001,31070000,0,111,622,,,,,,,,燈
31121200,骸骨ランプ,41121200,31070000,0,111,622,,,,,,,,燈
31121300,観劇のスポットライト（中）,41121300,31070000,0,111,622,,,,,,,,燈
31121301,観劇のスポットライト（上）,41121301,31070000,0,111,622,,,,,,,,燈
31121302,観劇のスポットライト（下）,41121302,31070000,0,111,622,,,,,,,,燈
31121400,BABYシャンデリア,41121400,31070000,0,111,622,,,,,,,,燈
31121500,アクロニアン天球儀,41121500,31121500,0,111,622,,,,,,,,燈
31121600,星座のランプ,41121600,31070000,0,111,622,,,,,,,,燈
31121700,魔法図書館のフロアランプ（茶）,41121700,31070000,0,111,622,,,,,,,,燈
31121701,魔法図書館のフロアランプ（黒）,41121701,31070000,0,111,622,,,,,,,,燈
31121800,マジックランプ（赤）,41121800,31080000,0,111,,,,,,,,,
31121801,マジックランプ（青）,41121801,31080000,0,111,,,,,,,,,
31121900,船舶窓風照明（金）,41121900,31070000,0,111,622,,,,,,,,燈
31121901,船舶窓風照明（銀）,41121901,31070000,0,111,622,,,,,,,,燈
31121950,大きな船舶窓風照明（金）,41121950,31070000,0,111,622,,,,,,,,燈
31121951,大きな船舶窓風照明（銀）,41121951,31070000,0,111,622,,,,,,,,燈
31122000,船舶窓風照明・設置型（金）,41122000,31070000,0,111,622,,,,,,,,燈
31122001,船舶窓風照明・設置型（銀）,41122001,31070000,0,111,622,,,,,,,,燈
31122100,行燈（桃）,41122100,31070000,0,111,622,,,,,,,,燈
31122101,行燈（虹）,41122101,31070000,0,111,622,,,,,,,,燈
31122102,行燈（墨絵）,41122102,31070000,0,111,622,,,,,,,,燈
31122200,シルフィランプ（黄）,41122200,31070000,0,111,622,,,,,,,,燈
31122300,シルフィランプ（青）,41122300,31070000,0,111,622,,,,,,,,燈
31122400,レトロモダンなランプ（卓上・緑）,41122400,31070000,0,111,622,,,,,,,,燈
31122401,レトロモダンなランプ（卓上・赤）,41122401,31070000,0,111,622,,,,,,,,燈
31122402,レトロモダンなランプ（卓上・青）,41122402,31070000,0,111,622,,,,,,,,燈
31122450,レトロモダンなランプ（吊下げ・緑）,41122450,31070000,0,111,622,,,,,,,,燈
31122451,レトロモダンなランプ（吊下げ・赤）,41122451,31070000,0,111,622,,,,,,,,燈
31122452,レトロモダンなランプ（吊下げ・青）,41122452,31070000,0,111,622,,,,,,,,燈
31122500,ハートの照明(吊るし・赤),41122500,31070000,0,111,622,,,,,,,,燈
31122501,ハートの照明(吊るし・青),41122501,31070000,0,111,622,,,,,,,,燈
31122550,ハートの照明(置き型・赤),41122550,31070000,0,111,622,,,,,,,,燈
31122551,ハートの照明(置き型・青),41122551,31070000,0,111,622,,,,,,,,燈
31122600,夕暮れ地球儀（ノーマルカラー）,41122600,31070000,0,111,622,,,,,,,,
31122601,夕暮れ地球儀（セピアカラー）,41122601,31070000,0,111,622,,,,,,,,
31122800,魅惑のルームライト（赤）,41122800,31070000,0,111,622,623,,,,,,,
31122801,魅惑のルームライト（紫）,41122801,31070000,0,111,622,623,,,,,,,
31122900,桜のランプシェード,41122900,31070000,0,111,622,,,,,,,,
31130303,ネコマタ用タンス,41130303,31130303,0,111,621,622,623,,,,,,
31130600,ベッド,41130600,31080000,0,111,,,,,,,,,
31130601,ベッド（紺）,41130601,31080000,0,111,,,,,,,,,
31130602,ベッド（緑）,41130602,31080000,0,111,,,,,,,,,
31130700,ダブルベッド,41130700,31080000,0,111,,,,,,,,,
31130701,ダブルベッド（ピンク）,41130701,31080000,0,111,,,,,,,,,
31130702,ダブルベッド（橙）,41130702,31080000,0,111,,,,,,,,,
31130800,ソファー,41130800,31080000,0,111,,,,,,,,,
31130801,ソファー（茶）,41130801,31080000,0,111,,,,,,,,,
31130802,ソファー（モノクロ）,41130802,31080000,0,111,,,,,,,,,
31130900,ごうかなソファー,41130900,31080000,0,111,,,,,,,,,
31130901,ごうかなソファー（黒）,41130901,31080000,0,111,,,,,,,,,
31130902,ごうかなソファー（革）,41130902,31080000,0,111,,,,,,,,,
31130903,マカロンソファー,41130903,31080000,0,111,,,,,,,,,
31131000,ドレッサー,41131000,31080000,0,111,,,,,,,,,
31131002,ドレッサー（緑）,41131002,31080000,0,111,,,,,,,,,
31131050,ラブリードレッサー,41131050,31080000,0,111,,,,,,,,,
31131100,暖炉,41131100,31131100,0,111,622,,,,,,,,聖誕節活動？時可使用
31131101,暖炉（赤）,41131101,31131100,0,111,622,,,,,,,,聖誕節活動？時可使用
31131102,暖炉（紺）,41131102,31131100,0,111,622,,,,,,,,聖誕節活動？時可使用
31131200,本棚,41131200,31080000,0,111,,,,,,,,,
31131201,本棚（水色）,41131201,31080000,0,111,,,,,,,,,
31131202,本棚（緑）,41131202,31080000,0,111,,,,,,,,,
31131300,花瓶,41131300,31080000,0,111,,,,,,,,,
31131301,花瓶（赤）,41131301,31080000,0,111,,,,,,,,,
31131302,花瓶（緑）,41131302,31080000,0,111,,,,,,,,,
31131400,カレンダー,41131400,31080000,0,111,,,,,,,,,
31131401,カレンダー（花）,41131401,31080000,0,111,,,,,,,,,
31131402,カレンダー（タイニー）,41131402,31080000,0,111,,,,,,,,,
31131500,壁時計,41131500,31080000,0,111,,,,,,,,,
31131501,壁時計（緑）,41131501,31080000,0,111,,,,,,,,,
31131502,壁時計（青）,41131502,31080000,0,111,,,,,,,,,
31131600,大きな古時計,41131600,31080000,0,111,,,,,,,,,
31131601,大きな古時計（シック）,41131601,31080000,0,111,,,,,,,,,
31131602,大きな古時計（ゴージャス）,41131602,31080000,0,111,,,,,,,,,
31131700,レコードプレーヤー,41131700,31131700,0,111,622,,,,,,,,
31131701,レコードプレーヤー（赤）,41131701,31131700,0,111,622,,,,,,,,
31131702,レコードプレーヤー（橙）,41131702,31131700,0,111,622,,,,,,,,
31131800,ティーセット,41131800,31080000,0,111,,,,,,,,,
31131801,ティーセット（黄）,41131801,31080000,0,111,,,,,,,,,
31132000,脚なしの机,41132000,31080000,0,111,,,,,,,,,
31132100,レジ,41132100,31080000,0,111,,,,,,,,,
31132200,屏風,41132200,31080000,0,111,,,,,,,,,
31132201,屏風（ひな祭り）,41132201,31080000,0,111,,,,,,,,,
31132300,風流な掛け軸,41132300,31080000,0,111,,,,,,,,,
31132400,峠茶屋の傘,41132400,31080000,0,111,,,,,,,,,
31132401,峠茶屋の傘（桜・赤）,41132401,31080000,0,111,,,,,,,,,
31132402,峠茶屋の傘（桜・紫）,41132402,31080000,0,111,,,,,,,,,
31132500,キッチンセット,41132500,31070000,0,111,622,,,,,,,,
31132501,キッチンセット（茶）,41132501,31070000,0,111,622,,,,,,,,
31132600,いちごのパラソル,41132600,31080000,0,111,,,,,,,,,
31132700,いちごのティーセット,41132700,31080000,0,111,,,,,,,,,
31132800,ポスター（ホワイトデー）,41132800,31080000,0,111,,,,,,,,,
31132801,ポスター（花見）,41132801,31080000,0,111,,,,,,,,,
31132802,ポスター（子どもの日）,41132802,31080000,0,111,,,,,,,,,
31132803,ポスター（母の日）,41132803,31080000,0,111,,,,,,,,,
31132804,ポスター（結婚式）,41132804,31080000,0,111,,,,,,,,,
31132805,ポスター（海開き）,41132805,31080000,0,111,,,,,,,,,
31132806,ポスター（花火大会）,41132806,31080000,0,111,,,,,,,,,
31132807,ポスター（お月見）,41132807,31080000,0,111,,,,,,,,,
31132808,ポスター（ハロウィン）,41132808,31080000,0,111,,,,,,,,,
31132809,ポスター（2ndアニバ）,41132809,31080000,0,111,,,,,,,,,
31132810,ポスター（正月）,41132810,31080000,0,111,,,,,,,,,
31132811,ポスター（バレンタイン）,41132811,31080000,0,111,,,,,,,,,
31132812,ポスター（ひな祭り）,41132812,31080000,0,111,,,,,,,,,
31132813,ポスター（3rdアニバ）,41132813,31080000,0,111,,,,,,,,,
31132814,ポスター（4thアニバ）,41132814,31080000,0,111,,,,,,,,,
31132815,ポスター（5thアニバ）,41132815,31080000,0,111,,,,,,,,,
31132816,ポスター（6thアニバ）,41132816,31080000,0,111,,,,,,,,,
31132817,ポスター（7thアニバ）,41132817,31080000,0,111,,,,,,,,,
31132818,ポスター（8thアニバ）,41132818,31080000,0,111,,,,,,,,,
31132819,ポスター（9thアニバ）,41132819,31080000,0,111,,,,,,,,,
31132820,ポスター（10thアニバ）,41132820,31080000,0,111,,,,,,,,,
