#アイテム合成レシピ設定シート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本設定枠,取得経験値の適正設定枠,,,,合成に必要なスキルや素材アイテム設定枠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,取得経験値の適正LV情報,,,,,,,合成に必要な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,適正BaseLV,,適正JobLV,,,,,料金情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#通し番号,MIN,MAX,MIN,MAX,スキルID,Lv,スキルID,料金,アイテムID,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率
#アイテム精製LV1(1～20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2,7,1,5,2022,3,0,300,0,10003750,1,10000204,1,0,0,0,0,10000308,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,15,20,8,13,2022,3,0,300,0,10006999,1,10000204,1,0,0,0,0,10000300,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,18,23,11,16,2022,3,0,300,0,10019350,1,10000204,1,0,0,0,0,10045600,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2,7,1,5,2022,3,0,300,0,10007000,1,10000204,1,0,0,0,0,10000307,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,6,11,8,13,2022,3,0,300,0,10000302,1,10035200,5,0,0,0,0,10038102,5,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,7,12,8,13,2022,3,0,300,0,10007000,1,10032800,9,0,0,0,0,10033905,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,10,15,9,14,2022,3,0,300,0,10004903,1,10035400,1,10035200,1,0,0,10030700,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,11,16,10,15,2022,3,0,300,0,10000204,5,10000701,5,10032800,20,0,0,10032300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,11,16,10,15,2022,3,0,300,0,10000204,5,10000701,5,10032801,20,0,0,10032301,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,11,16,10,15,2022,3,0,300,0,10000204,5,10000701,5,10032802,20,0,0,10032302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,11,16,10,15,2022,3,0,300,0,10000204,5,10000701,5,10032803,20,0,0,10032303,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,11,16,10,15,2022,3,0,300,0,10000204,5,10000701,5,10032804,20,0,0,10032304,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2,7,1,5,2022,3,0,300,0,10114502,1,10000204,1,0,0,0,0,10000307,3,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2,7,1,5,2022,3,0,300,0,10112302,1,10000204,1,0,0,0,0,10000307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,1,5,1,5,2022,3,0,300,0,10106100,1,10000204,1,0,0,0,0,10000302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,1,5,1,5,2022,3,0,300,0,10111000,1,10000204,1,0,0,0,0,10000302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#薬品製作LV4（561～580）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,2,7,1,5,2022,4,0,500,0,10004904,1,10000204,1,0,0,0,0,10000106,1,99,10000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2,7,1,5,2022,4,0,500,0,10004908,1,10000204,1,0,0,0,0,10000604,1,99,10000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,5,10,8,13,2022,4,0,500,10023800,10014600,4,0,0,0,0,0,0,10045800,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,3,8,3,7,2022,4,0,500,0,10020207,1,10000304,1,0,0,0,0,10038007,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,7,12,6,11,2022,4,0,500,0,10034508,1,10000701,1,10038007,1,0,0,10038000,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,15,20,8,13,2022,4,0,500,0,10001300,1,10032800,1,0,0,0,0,10001910,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,20,25,11,16,2022,4,0,500,0,10008600,1,10032800,1,0,0,0,0,10024300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2,7,1,4,2022,4,0,500,0,10000204,1,10000304,1,10001907,1,10005200,1,10000406,1,99,10000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,11,16,10,15,2022,4,0,500,0,10007600,1,10034508,1,10001112,1,0,0,10032300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#573,1,5,1,5,2022,4,0,500,0,10000302,1,10004700,1,0,0,0,0,10000352,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,16,21,10,15,2022,4,0,500,0,10001200,10,0,0,0,0,0,0,10000604,1,99,10000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1,5,1,5,2022,4,0,500,0,10021300,1,10000304,1,0,0,0,0,10048800,5,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,15,20,10,15,2022,4,0,500,0,10045902,1,10001151,2,10024300,1,0,0,10038500,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,11,16,10,15,2022,4,0,500,0,10000204,5,10000701,5,10032805,20,0,0,10032305,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,11,16,10,15,2022,4,0,500,0,10000204,5,10000701,5,10032806,20,0,0,10032306,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,11,16,10,15,2022,4,0,500,0,10000204,5,10000701,5,10032807,20,0,0,10032307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,11,16,10,15,2022,4,0,500,0,10000204,5,10000701,5,10032808,20,0,0,10032308,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#薬品製作LV5（581～600）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1,5,1,5,2022,5,0,1000,0,10000106,2,0,0,0,0,0,0,10034106,1,99,10000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1,5,1,5,2022,5,0,1000,0,10000604,2,0,0,0,0,0,0,10034104,1,99,10000210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,15,20,8,13,2022,5,0,1000,0,10001907,1,10001101,1,0,0,0,0,10031301,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,15,20,8,13,2022,5,0,1000,0,10001907,1,10001102,1,0,0,0,0,10031302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,15,20,8,13,2022,5,0,1000,0,10001907,1,10001103,1,0,0,0,0,10031303,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,15,20,8,13,2022,5,0,1000,0,10001907,1,10001104,1,0,0,0,0,10031304,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,15,20,8,13,2022,5,0,1000,0,10001907,1,10001105,1,0,0,0,0,10031305,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,15,20,8,13,2022,5,0,1000,0,10001907,1,10001106,1,0,0,0,0,10031306,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,15,20,8,13,2022,5,0,1000,0,10001907,1,10001107,1,0,0,0,0,10031307,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,15,20,8,13,2022,5,0,1000,0,10001907,1,10001108,1,0,0,0,0,10031308,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,15,20,8,13,2022,5,0,1000,0,10001907,1,10001109,1,0,0,0,0,10031309,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,10,15,10,15,2022,5,0,1000,0,10015300,1,10000302,1,0,0,0,0,10000207,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,18,23,10,15,2022,5,0,1000,0,10022309,1,10001109,1,10000304,1,10033200,1,10034900,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,42,47,10,15,2022,5,0,1000,0,10000303,1,10035000,1,0,0,0,0,10035003,10,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,16,21,9,14,2022,5,0,1000,0,10000210,5,10001903,1,10006999,1,0,0,10000202,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,18,23,10,15,2022,5,0,1000,0,10011201,1,10008400,1,0,0,0,0,10001400,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,16,21,9,14,2022,5,0,1000,0,10011203,1,10035400,1,0,0,0,0,10009150,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2,7,1,5,2022,5,0,1000,0,10000103,1,10004903,1,10004901,1,0,0,10000503,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,11,16,10,15,2022,5,0,1000,0,10000204,5,10000701,5,10032809,20,0,0,10032309,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,11,16,10,15,2022,5,0,1000,0,10000204,5,10000701,5,10032811,20,0,0,10032310,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2,7,1,5,2022,5,0,1000,0,10000102,1,10004906,1,10004907,1,0,0,10000501,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2,7,1,5,2022,5,0,1000,0,10000108,1,10004902,1,10004905,1,0,0,10000508,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2,7,1,5,2022,5,0,1000,0,10000503,1,10004903,1,10004901,1,0,0,10000603,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#投擲LV1（601～620）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2,7,2,6,2035,1,0,0,0,10018208,1,10016605,1,0,0,0,0,10026401,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,3,8,2,6,2035,1,0,0,0,10018208,1,10016606,1,0,0,0,0,10026402,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,3,8,11,40,2035,1,0,0,0,10018208,1,10016607,1,0,0,0,0,10026403,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2,6,11,40,2035,1,0,0,0,10025200,1,0,0,0,0,0,0,61010300,10,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1,5,1,5,2035,1,0,0,0,10014600,1,0,0,0,0,0,0,61010200,10,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,5,10,8,13,2035,1,0,0,10031500,10020000,1,10032800,1,0,0,0,0,61050000,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,1,5,1,5,2035,1,0,0,0,10026400,50,10000103,1,10000108,1,10000102,1,10026493,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1,5,1,5,2035,1,0,0,0,10026401,50,10000103,1,10000108,1,10000102,1,10026493,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1,5,1,5,2035,1,0,0,0,10026402,50,10000103,1,10000108,1,10000102,1,10026493,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,1,5,1,5,2035,1,0,0,0,10026403,50,10000103,1,10000108,1,10000102,1,10026493,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,3,8,2,6,2035,1,0,0,10031500,10020000,1,10002800,1,0,0,0,0,61050056,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#投擲LV2（621～640）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,10,15,8,13,2035,2,0,10,0,10015600,1,10038200,1,0,0,0,0,10047100,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,15,20,9,14,2035,2,0,10,0,10026401,1,10047100,1,0,0,0,0,10026600,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,3,8,2,6,2035,2,0,10,0,10018200,1,10016605,1,0,0,0,0,10026402,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,3,8,11,40,2035,2,0,10,0,10018200,1,10016606,1,0,0,0,0,10026403,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,10,15,8,13,2035,2,0,10,0,10026100,100,10001550,1,0,0,0,0,10025900,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,10,15,8,13,2035,2,0,10,0,10015708,1,10038200,1,0,0,0,0,10026100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,5,10,8,13,2035,2,0,10,10031500,10020000,1,10025200,1,0,0,0,0,61050050,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,3,8,2,6,2035,2,0,10,0,10018204,1,10016605,1,0,0,0,0,10026402,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,3,8,11,40,2035,2,0,10,0,10018204,1,10016606,1,0,0,0,0,10026403,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#投擲LV3（641～660）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#641,1,5,1,5,2035,3,0,20,0,10015708,1,10038200,1,10001550,2,0,0,10026000,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,10,15,8,13,2035,3,0,20,10033100,10015600,1,10023800,1,0,0,0,0,61010400,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1,5,1,5,2035,3,0,20,0,10026400,100,10024000,1,0,0,0,0,10026450,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,18,23,9,14,2035,3,0,20,0,10026401,100,10024000,1,0,0,0,0,10026451,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,1,5,1,5,2035,3,0,20,0,10026600,100,10024000,1,0,0,0,0,10026651,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,15,20,8,13,2035,3,0,20,10031500,10020000,1,10001200,1,0,0,0,0,61050051,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,3,8,3,7,2035,3,0,20,0,10014650,1,0,0,0,0,0,0,10038200,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,1,5,1,5,2035,3,0,20,0,10026493,100,10024000,1,0,0,0,0,10026453,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#投擲LV4（661～680）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#661,10,15,11,40,2035,4,0,30,0,10015708,1,10038200,1,10001550,3,0,0,10026200,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,20,25,11,16,2035,4,0,30,10033100,10015600,3,10023800,1,0,0,0,0,61010500,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,10,15,11,40,2035,4,0,30,0,10026100,100,10001550,2,0,0,0,0,10026200,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,16,21,8,13,2035,4,0,30,0,10026111,100,10001550,1,0,0,0,0,10026004,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,20,25,9,14,2035,4,0,30,0,10026112,100,10001550,1,0,0,0,0,10026050,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,10,15,8,13,2035,4,0,30,0,10015710,1,10038200,1,0,0,0,0,10026111,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,15,20,9,14,2035,4,0,30,0,10015300,1,10038200,1,0,0,0,0,10026112,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,16,21,10,15,2035,4,0,30,10031500,10115804,1,10020000,1,0,0,0,0,61050052,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,27,32,12,17,2035,4,0,30,10033100,10015600,4,10023800,1,0,0,0,0,61010600,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1,5,1,5,2035,4,0,30,0,10026400,300,10024000,2,0,0,0,0,10026458,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,1,5,1,5,2035,4,0,30,0,10026500,100,10024000,1,0,0,0,0,10026520,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,1,5,1,5,2035,4,0,30,0,10026504,100,10024000,1,0,0,0,0,10026522,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,1,5,1,5,2035,4,0,30,0,10026505,100,10024000,1,0,0,0,0,10026523,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1,5,1,5,2035,4,0,30,0,10026507,100,10024000,1,0,0,0,0,10026524,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1,5,1,5,2035,4,0,30,0,10026502,100,10024000,1,0,0,0,0,10026521,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,5,1,5,2035,4,0,30,0,10026510,100,10024000,1,0,0,0,0,10026525,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#投擲LV5（681～700）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,10,15,8,13,2035,5,0,30,0,10025904,100,10015500,1,0,0,0,0,10055001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,16,21,10,15,2035,5,0,30,0,10025904,300,10015500,2,0,0,0,0,10055101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,10,15,8,13,2035,5,0,30,0,10025900,100,10015500,1,0,0,0,0,10055000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,16,21,10,15,2035,5,0,30,0,10025900,300,10015500,2,0,0,0,0,10055100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,16,21,10,15,2035,5,0,30,10031500,10106500,1,10020000,1,0,0,0,0,61050053,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,30,35,13,18,2035,5,0,30,10033100,10015600,5,10023800,1,0,0,0,0,61010550,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,1,5,1,5,2035,5,0,30,0,10026500,300,10024000,2,0,0,0,0,10026526,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,1,5,1,5,2035,5,0,30,0,10026504,300,10024000,2,0,0,0,0,10026528,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,1,5,1,5,2035,5,0,30,0,10026505,300,10024000,2,0,0,0,0,10026529,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,1,5,1,5,2035,5,0,30,0,10026507,300,10024000,2,0,0,0,0,10026530,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,1,5,1,5,2035,5,0,30,0,10026502,300,10024000,2,0,0,0,0,10026527,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,1,5,1,5,2035,5,0,30,0,10026510,300,10024000,2,0,0,0,0,10026531,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#装飾品製造LV1（701～720）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1,5,1,5,2018,1,0,0,0,10018208,1,0,0,0,0,0,0,50031400,1,91,50031406,1,5,50031407,1,3,50031408,1,1,0,0,0,0,0,0,0,0,0,0,0,0
702,1,5,1,5,2018,1,0,0,0,10020000,1,10034900,1,0,0,0,0,50041400,1,40,50041500,1,30,50041600,1,20,50041700,1,10,0,0,0,0,0,0,0,0,0,0,0,0
703,1,5,1,5,2018,1,0,0,0,10020300,1,10038007,1,10038101,1,0,0,50030600,1,91,50030601,1,5,50030602,1,3,50030603,1,1,0,0,0,0,0,0,0,0,0,0,0,0
704,1,5,1,5,2018,1,0,0,0,10020300,1,10038007,1,10038101,1,10001104,1,50030651,1,91,50030655,1,5,50030656,1,3,50030657,1,1,0,0,0,0,0,0,0,0,0,0,0,0
705,1,5,1,5,2018,1,0,0,0,10020300,1,10038007,1,10038101,1,10001101,1,50030650,1,91,50030652,1,5,50030653,1,3,50030654,1,1,0,0,0,0,0,0,0,0,0,0,0,0
706,1,5,1,5,2018,1,0,0,10031500,10021400,1,0,0,0,0,0,0,50040700,1,91,50040701,1,5,50040702,1,3,50040703,1,1,0,0,0,0,0,0,0,0,0,0,0,0
707,1,5,1,5,2018,1,0,0,0,10011304,1,10024000,1,0,0,0,0,50030000,1,91,50030016,1,5,50030017,1,3,50030018,1,1,0,0,0,0,0,0,0,0,0,0,0,0
708,1,5,1,5,2018,1,0,0,0,10005603,1,10002202,1,0,0,0,0,50035600,1,91,50035609,1,5,50035610,1,3,50035611,1,1,0,0,0,0,0,0,0,0,0,0,0,0
709,1,5,1,5,2018,1,0,0,0,10005604,1,10002202,1,0,0,0,0,50035601,1,91,50035612,1,5,50035613,1,3,50035614,1,1,0,0,0,0,0,0,0,0,0,0,0,0
710,1,5,1,5,2018,1,0,0,0,10005609,1,10002202,1,0,0,0,0,50035602,1,91,50035615,1,5,50035616,1,3,50035617,1,1,0,0,0,0,0,0,0,0,0,0,0,0
711,1,5,1,5,2018,1,0,0,0,10005605,1,10002202,1,0,0,0,0,50035603,1,91,50035618,1,5,50035619,1,3,50035620,1,1,0,0,0,0,0,0,0,0,0,0,0,0
712,1,5,1,5,2018,1,0,0,0,10005608,1,10002202,1,0,0,0,0,50035604,1,91,50035621,1,5,50035622,1,3,50035623,1,1,0,0,0,0,0,0,0,0,0,0,0,0
713,1,5,1,5,2018,1,0,0,0,10005606,1,10002202,1,0,0,0,0,50035607,1,91,50035624,1,5,50035625,1,3,50035626,1,1,0,0,0,0,0,0,0,0,0,0,0,0
714,1,5,1,5,2018,1,0,0,0,10005607,1,10002202,1,0,0,0,0,50035608,1,91,50035627,1,5,50035628,1,3,50035629,1,1,0,0,0,0,0,0,0,0,0,0,0,0
#装飾品製造LV2（721～740）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1,5,1,5,2018,2,0,0,0,10005350,1,10038101,1,10024300,1,0,0,50051900,1,91,50051901,1,5,50051902,1,3,50051903,1,1,0,0,0,0,0,0,0,0,0,0,0,0
722,1,5,1,5,2018,2,0,0,0,10005300,1,10032800,1,0,0,0,0,10005351,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,1,5,1,5,2018,2,0,0,0,10005351,1,10001101,1,10001907,1,0,0,10005350,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1,5,1,5,2018,2,0,0,10043501,10005350,1,10038101,1,10024300,1,0,0,50030400,1,91,50030401,1,5,50030402,1,3,50030403,1,1,0,0,0,0,0,0,0,0,0,0,0,0
725,1,5,1,5,2018,2,0,0,10043501,10043800,2,0,0,0,0,0,0,50030100,1,91,50030110,1,5,50030111,1,3,50030112,1,1,0,0,0,0,0,0,0,0,0,0,0,0
726,1,5,1,5,2018,2,0,0,10043501,10043800,1,10020409,1,0,0,0,0,50030200,1,91,50030210,1,5,50030211,1,3,50030212,1,1,0,0,0,0,0,0,0,0,0,0,0,0
727,1,5,1,5,2018,2,0,0,60010000,10016300,1,10001101,1,10001103,1,0,0,50040900,1,91,50040901,1,5,50040902,1,3,50040903,1,1,0,0,0,0,0,0,0,0,0,0,0,0
728,1,5,1,5,2018,2,0,0,10043501,10014500,4,10045800,4,10024300,1,0,0,50040600,1,91,50040601,1,5,50040602,1,3,50040603,1,1,0,0,0,0,0,0,0,0,0,0,0,0
729,1,5,1,5,2018,2,0,0,10043501,10014300,1,10038101,1,10024300,1,0,0,50050700,1,91,50050701,1,5,50050702,1,3,50050703,1,1,0,0,0,0,0,0,0,0,0,0,0,0
730,1,5,1,5,2018,2,0,0,10043501,10011850,1,10038101,1,10024300,1,0,0,50050300,1,91,50050301,1,5,50050302,1,3,50050303,1,1,0,0,0,0,0,0,0,0,0,0,0,0
731,1,5,1,5,2018,2,0,0,10043501,10007600,1,0,0,0,0,0,0,50030700,1,91,50030710,1,5,50030711,1,3,50030712,1,1,0,0,0,0,0,0,0,0,0,0,0,0
732,30,35,11,16,2018,2,0,0,0,10012100,1,10043600,1,10035600,1,0,0,10013800,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
