#PETID,ペット名,PICTID,種別ID,体の幅,体の長さ,スケール,特殊情報,,,基本パラメータ,,,,,,,,戦闘パラメータ,,,,,,,,,,,,,,,,,,,,,,,,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常時）,,,,,,,,,,思考ID(出現時),,思考ID(瀕死時),,,,,,,,,,思考ID(終焉時）,,スキルリスト,,,,,,,,,,,,EXP,JOBEXP,ドロップアイテム,ドロップアイテム,,,,,,,備考,
#,,,,,,,飛行,アンデッド,LV,腕力,魔力,体力,器用度,敏捷度,知性,現在ＨＰ,転生限界,最大HP,最大SP,最大MP,速度,最小攻,最大攻,タイプ,最小魔攻,最大魔攻,物理防－,物理防％,魔法防－,魔法防％,近命中,遠命中,魔命中,近回避,遠回避,魔回避,クリティカル,クリティカル回避,回復力,魔回復力,攻撃速度,詠唱速度,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足化,混乱,氷結,気絶,思考ID１,,思考ID2,,思考ID3,,思考ID4,,思考ID5,,思考ID1,,思考ID１,,思考ID2,,思考ID3,,思考ID4,,思考ID5,,思考ID1,,スキルID1,,スキルID2,,スキルID3,,スキルID4,,スキルID5,,スキルID6,,,,ドロップ率ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,
#99999999,全角１６文字までＯＫ,99999999,HUMAN,1,1,1,0,0,0,127,127,127,127,127,127,127,127,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,100,100,100,100,100,100,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,99999999,99999999,0,99999999,99999999,99999999,99999999,null,99999999,99999999,
10660000,牛牛,10660000,ANIMAL_15,1,1,0.5,0,0,1,1,1,1,1,1,1,1,100,1100,0,0,400,145,145,STAB,38,38,90,35,41,30,100,40,80,100,105,50,55,20,100,6,200,200,1,0,0,0,0,30,0,0,50,50,50,50,80,50,50,80,80,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10660001,紅色牛牛,10660001,ANIMAL_44,1,1,0.5,0,0,1,1,1,1,1,1,1,1,100,1100,0,0,400,145,145,STAB,38,38,90,35,41,30,100,40,80,100,105,50,55,20,100,6,200,200,1,0,0,0,0,30,0,0,50,50,50,50,80,50,50,80,80,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10660002,魔法牛牛,10660002,ANIMAL_15,1,1,0.5,0,0,1,1,1,1,1,1,1,1,100,1100,0,0,400,145,145,STAB,38,38,90,35,41,30,100,40,80,100,105,50,55,20,100,6,200,200,1,0,0,0,0,30,0,0,50,50,50,50,80,50,50,80,80,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10730000,帕格薩斯,10730000,ANIMAL_16,1,1,0.8,0,0,1,1,1,1,1,1,1,1,100,800,0,0,400,105,105,STAB,135,135,70,30,70,40,105,45,200,150,55,50,50,25,100,12,200,200,1,0,0,0,0,0,30,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10730001,藍色帕格薩斯,10730007,ANIMAL_45,1,1,0.9,0,0,1,1,1,1,1,1,1,1,100,800,0,0,400,105,105,STAB,135,135,70,30,70,40,105,45,200,150,55,50,50,25,100,12,200,200,1,0,0,0,0,0,30,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10730002,粉紅色帕格薩斯,10730008,ANIMAL_16,1,1,0.8,0,0,1,1,1,1,1,1,1,1,100,800,0,0,400,105,105,STAB,135,135,70,30,70,40,105,45,200,150,55,50,50,25,100,12,200,200,1,0,0,0,0,0,30,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
20210000,推進器,20210000,MAGIC_CREATURE_10,1,1,1,0,0,1,1,1,1,1,1,1,1,100,800,0,0,350,138,138,SLASH,33,33,96,42,20,20,105,36,117,150,72,54,60,9,100,3,150,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10610000,可可樂,10610000,ANIMAL_6,1,1,1,0,0,1,1,1,1,1,1,1,1,100,850,0,0,400,121,121,SLASH,36,36,98,43,32,32,108,38,119,150,74,57,62,38,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10610500,ミント,10610500,ANIMAL_6,1,1,1,0,0,1,1,1,1,1,1,1,1,100,850,0,0,400,121,121,SLASH,36,36,98,43,32,32,108,38,119,150,74,57,62,38,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10611100,ぶち,10611100,ANIMAL_6,1,1,1,0,0,1,1,1,1,1,1,1,1,100,850,0,0,400,121,121,SLASH,36,36,98,43,32,32,108,38,119,150,74,57,62,38,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10611400,可可樂,10611400,ANIMAL_6,1,1,1,0,0,1,1,1,1,1,1,1,1,100,850,0,0,400,121,121,SLASH,36,36,98,43,32,32,108,38,119,150,74,57,62,38,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10136000,白狼,10136000,ANIMAL_4,1,1,0.7,0,0,1,1,1,1,1,1,1,1,100,1100,0,0,400,172,172,SLASH,131,131,90,42,68,52,141,45,129,156,63,90,72,20,100,9,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10136010,金狼,10136010,ANIMAL_24,1,1,0.8,0,0,1,1,1,1,1,1,1,1,100,1100,0,0,400,176,176,SLASH,131,131,93,48,72,54,141,45,129,156,63,90,72,24,100,9,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10136009,黑狼,10136009,ANIMAL_4,1,1,0.9,0,0,1,1,1,1,1,1,1,1,100,1100,0,0,400,172,172,SLASH,131,131,90,42,68,52,141,45,129,156,63,90,72,20,100,9,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10146000,洛克鳥,10146000,BIRD_4,1,1,0.6,1,0,1,1,1,1,1,1,1,1,100,560,0,0,500,165,165,STAB,90,90,70,32,46,36,90,264,90,180,144,57,84,30,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10146010,洛克鳥（肥胖）,10146010,BIRD_25,1,1,0.7,1,0,1,1,1,1,1,1,1,1,100,560,0,0,500,174,174,STAB,106,106,84,37,52,40,212,198,90,180,144,57,84,50,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10146014,洛克鳥（巨大）,10146014,BIRD_4,1,1,0.8,1,0,1,1,1,1,1,1,1,1,100,560,0,0,500,165,165,STAB,90,90,70,32,46,36,90,264,90,180,144,57,84,30,100,6,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6301,0,6303,0,6305,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10740000,思麗羊,10740000,ANIMAL_14,1,1,0.8,0,0,1,1,1,1,1,1,1,1,100,1000,0,0,350,115,115,BLOW,75,75,100,50,20,20,90,60,250,100,55,60,50,20,100,10,200,200,1,0,0,0,0,0,0,0,50,50,50,0,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10750000,爬爬蟲拉丁（緑）,10750000,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10750100,爬爬蟲拉丁（赤）,10750100,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10750200,爬爬蟲拉丁（紫）,10750200,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10750400,爬爬蟲拉丁（藍）,10750400,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10750800,爬爬蟲拉丁（黄）,10750800,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10756000,爬爬蟲拉丁（岩）,10756000,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10751200,爬爬蟲拉丁（毛）,10751200,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10753000,爬爬蟲拉丁（白）,10753000,INSECT_RIDE_5,1,1,1,0,0,1,1,1,1,1,1,1,1,100,340,0,0,190,52,52,BLOW,36,36,33,40,50,34,36,24,81,18,15,30,11,12,110,6,200,180,1,0,0,0,0,30,0,0,150,50,50,0,150,150,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760000,TEST２,10760000,ANIMAL_14,1,1,0.8,0,0,1,1,1,1,1,1,1,1,100,1000,0,0,350,115,115,BLOW,75,75,100,50,20,20,90,60,250,100,55,60,50,20,100,1,200,200,1,0,0,0,0,0,0,0,50,50,50,0,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760100,火紅德拉古,10760100,ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,SLASH,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,30,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760101,火紅德拉古（活動）,10760100,ANIMAL_RIDE_BREEDER_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,SLASH,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,30,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760300,水藍德拉古,10760100,ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,SLASH,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,30,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760800,黄TEST,10760800,ANIMAL_14,1,1,0.8,0,0,1,1,1,1,1,1,1,1,100,1000,0,0,350,115,115,BLOW,75,75,100,50,20,20,90,60,250,100,55,60,50,20,100,1,200,200,1,0,0,0,0,0,0,0,50,50,50,0,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760900,闇黑德拉古,10760900,ANIMAL_RIDE_BREEDER_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,SLASH,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,30,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760901,闇黑德拉古（活動）,10760901,ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,SLASH,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,30,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10760102,電路機械（面具）,10760100,ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,SLASH,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,30,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10780000,飛天鼠,10780000,ANIMAL_17,1,1,1.15,0,0,1,1,1,1,1,1,1,1,100,600,0,0,500,61,61,STAB,29,29,30,25,21,20,149,31,66,225,1,60,50,25,100,12,250,200,1,0,0,0,0,30,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10780002,橙色飛天鼠,10780014,ANIMAL_46,1,1,1.15,0,0,1,1,1,1,1,1,1,1,100,600,0,0,500,61,61,STAB,29,29,30,25,21,20,149,31,66,225,1,60,50,25,100,12,250,200,1,0,0,0,0,30,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10780003,紫色飛天鼠,10780015,ANIMAL_17,1,1,1.15,0,0,1,1,1,1,1,1,1,1,100,600,0,0,500,61,61,STAB,29,29,30,25,21,20,149,31,66,225,1,60,50,25,100,12,250,200,1,0,0,0,0,30,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10780050,白蛇,10780050,ANIMAL_17,1,1,1.15,0,0,1,1,1,1,1,1,1,1,100,600,0,0,500,61,61,STAB,29,29,30,25,21,20,149,31,66,225,1,60,50,25,100,12,250,200,1,0,0,0,0,30,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10840000,２足歩行機器人,10840000,MACHINE_RIDE_ROBOT_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,1200,0,0,350,150,150,BLOW,100,100,104,60,25,25,90,60,250,90,55,60,50,20,100,1,200,200,1,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10890000,火車頭泰迪,10890000,MACHINE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10890060,火車頭得菩提,10890060,MACHINE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10900000,狗雪橇（聖誕）,10900000,ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
10900001,２人乗雪橇,10900001,ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14000000,飛天地毯,14000000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14000001,飛天地毯（桜）,14000001,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14010000,人力車（黃金瑪歐斯）,14010000,WATER_ANIMAL_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14030005,貓靈（杏）,14030005,MAGIC_CREATURE_29,1,1,1,1,0,1,1,1,1,1,1,1,1,100,480,0,0,400,30,30,BLOW,90,90,18,36,60,48,102,60,300,180,60,360,60,60,100,12,200,200,1,0,0,0,0,0,10,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14020000,飛天的雨傘,14020000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14020001,飛天的雨傘（粉紅）,14020001,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14020002,飛天的雨傘（赤）,14020002,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14040000,氣球鞦韆,14040000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14050000,思麗跑車,14050000,MACHINE_RIDE_4,1,1,1,0,0,1,1,1,1,1,1,1,1,100,540,0,0,430,196,196,STAB,129,129,111,52,54,30,129,48,39,84,45,28,63,16,120,12,200,200,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
14060000,塔奇克馬,14060000,MACHINE_31,1,1,1,0,0,1,1,1,1,1,1,1,1,100,600,0,0,350,168,168,STAB,30,30,30,27,30,36,120,303,200,60,108,48,42,9,100,3,200,200,6,0,20,0,0,0,0,0,255,255,255,255,255,0,0,0,255,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6101,0,6103,0,6105,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
19010000,デバック用,19010000,HUMAN_9,1,1,1,0,0,1,1,1,1,11,10,3,1,100,30,0,0,200,10,10,BLOW,1,2,0,0,0,0,5,95,10,1,1,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,
































