#ItemID,ItemName,HP,,MP,,SP,,负重,,体积,,STR,,DEX,,INT,,VIT,,AGI,,MAG,,ATK1（打）,,ATK2（斩）,,ATK3（射）,,MATK,,DEF(+),,MDEF(+),,SHIT,,LHIT,,MagicHit,,SAVOID,,LAVOID,,MAVOID（魔法抵抗）,,Cri,,Criavoid,,无,,光,,暗,,地,,水,,火,,凤,
#细项,N/A,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max,min,max
#N/A,短剣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50141909,覆面マスク（白赤）,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50141910,覆面マスク（白金）,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,頭部防具,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50133100,【真】闘牛のハチマキ（紫）,0,0,-20,70,-20,70,0,0,0,0,-1,1,-4,4,0,0,-4,1,0,1,0,0,0,0,0,0,0,0,0,0,8,15,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,顔装飾品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50044001,【真】真珠のイヤリング,-500,0,-300,0,-300,0,0,0,0,0,0,0,-2,-1,-2,1,0,4,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-200,-50,0,0,0,0,0,0,0,0,0,0,0,0,-5,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50045616,【真】雷神ピアス（黒）,-800,-250,0,0,-500,-50,0,0,0,0,1,4,0,0,0,0,-7,-3,-2,0,0,0,0,0,0,0,0,0,0,0,-10,1,-12,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50045617,【真】雷神ピアス（白）,-800,-250,-500,-50,0,0,0,0,0,0,0,0,-3,-2,-2,0,-7,-3,0,0,1,4,0,0,0,0,0,0,0,0,-10,1,-12,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,胸装飾品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50055102,【真】妖精のマント,0,0,0,0,-100,100,0,0,0,0,-3,1,1,1,-1,2,-2,2,-2,2,-1,1,0,0,0,0,0,0,0,0,-1,5,0,0,-5,10,-5,10,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50055302,【真】英霊のマント,-98,100,0,0,0,0,0,0,0,0,-2,2,-2,2,-1,1,-1,1,-2,1,1,2,0,0,0,0,0,0,0,0,-1,5,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50055402,【真】魔犬の首輪,-10,40,-10,40,-10,40,0,0,0,0,-2,2,-2,2,0,0,-2,2,-2,2,-1,2,-5,5,-5,5,-5,5,0,0,-5,5,-5,5,0,0,0,0,0,0,-5,10,-5,10,0,0,-5,5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50055202,【真】水天宮のマント,-50,82,-45,47,0,0,0,0,0,0,1,2,-2,2,0,0,-2,2,-2,2,-1,2,0,0,0,0,0,0,-4,5,-1,5,-1,5,0,0,0,0,-4,10,0,0,0,0,-4,10,0,0,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,ワンピース,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007900,【真】アニマルワンピース♀,0,0,0,0,0,100,0,0,0,0,-3,3,-1,2,0,0,-2,1,-3,3,0,0,0,0,0,0,0,0,0,0,-20,15,-20,15,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,上半身防具,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007800,【真】バトラースーツ上♂,0,0,0,0,0,100,0,0,0,0,-3,3,-1,2,0,0,-2,1,-3,3,0,0,0,0,0,0,0,0,0,0,-20,15,-20,15,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000561,【真】闘牛の鎧（紫）,0,0,-30,60,-30,60,0,0,0,0,-2,2,-3,3,0,0,-3,3,-3,1,0,0,0,0,0,0,0,0,0,0,-20,45,-20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60008101,レブルウィル＋１,-20,5,-20,5,-20,5,0,0,0,0,-3,3,-4,2,-2,2,-3,3,-4,3,-4,3,0,0,0,0,0,0,0,0,-10,0,-10,0,-2,2,-2,2,-2,2,-4,1,-4,1,-4,1,-4,1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60008102,レブルウィル＋２,-30,5,-30,5,-30,5,0,0,0,0,-4,4,-5,3,-3,2,-5,3,-4,3,-4,4,0,0,0,0,0,0,0,0,0,10,0,10,-2,2,-2,2,-2,2,-4,1,-4,1,-4,1,-4,1,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60008103,レブルウィル＋３,-40,5,-40,5,-40,5,0,0,0,0,-6,5,-6,3,-6,3,-6,4,-6,3,-6,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,2,-1,2,-3,1,-3,1,-3,1,-3,1,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,スラックス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013801,【真】バトラースーツ下♂,0,0,0,0,0,0,0,0,0,0,-3,3,-1,1,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,-5,5,-5,5,0,10,0,10,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,下半身防具,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243401,レネゲード＋１,-20,5,-20,5,-20,5,0,0,0,0,-4,1,-3,2,-2,2,-3,2,-4,2,-4,2,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243402,レネゲード＋２,-28,5,-29,5,-30,5,0,0,0,0,-5,2,-4,3,-3,3,-4,3,-4,3,-5,1,0,0,0,0,0,0,0,0,5,10,5,10,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243403,レネゲード＋３,-40,5,-40,5,-40,5,0,0,0,0,-6,3,-5,4,-4,3,-6,3,-5,4,-6,1,0,0,0,0,0,0,0,0,10,15,10,15,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,ブーツ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50238600,【真】アニマルブーツ♀,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,-1,1,0,0,-3,1,-3,3,0,0,0,0,0,0,0,0,-5,7,-5,7,0,0,0,0,0,0,0,10,0,10,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,靴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243501,フィクサー＋１,-19,4,-20,3,-20,2,0,0,0,0,-3,2,-3,2,-3,1,-3,2,-4,2,-4,2,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,8,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243502,フィクサー＋２,-30,4,-30,5,-30,5,0,0,0,0,-4,2,-4,2,-4,1,-4,2,-5,1,-4,2,0,0,0,0,0,0,0,0,5,10,6,10,0,0,0,0,0,0,0,0,0,0,0,0,8,11,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50243503,フィクサー＋３,-40,5,-40,5,-40,5,0,0,0,0,-4,3,-5,3,-5,2,-5,3,-6,1,-2,2,0,0,0,0,0,0,0,0,9,15,8,15,0,0,0,0,0,0,0,0,0,0,0,0,11,14,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,ソックス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011597,【真】しましまオーバーニー,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,9,-5,20,-5,20,-5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011599,【真】膝あて,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-1,1,-1,1,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011596,【真】紺ソックス,0,0,19,209,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,-3,3,0,0,0,0,0,0,0,0,-1,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011598,【真】黒タイツ,0,0,0,0,0,500,0,0,0,0,-3,3,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　グラディエイター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128001,【真】闘装?グラディエイター♂,130,157,0,0,88,106,0,0,0,0,0,5,1,2,0,0,4,5,1,2,0,0,0,0,0,0,0,0,0,0,139,153,130,145,17,26,0,0,0,0,13,26,11,19,0,0,3,6,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50046301,【真】スパーダバレッタ,22,27,0,0,19,23,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50091301,【真】ストロングリボン,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046401,【真】スパーダティアラ,15,25,0,0,22,23,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128101,【真】闘衣?グラディエイター♀,128,192,0,0,81,137,0,0,0,0,3,4,1,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,97,125,82,96,13,18,0,0,0,0,8,20,8,19,0,0,3,6,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50214601,【真】闘装?スパーダ♀,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,37,39,0,0,5,7,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011312,【真】闘士のオーバーニー♀,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ガーディアン,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046501,【真】ガーディアンウィング,0,0,15,20,15,20,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128201,【真】守護鎧?ガーディアン♂,193,221,0,0,64,80,0,0,0,0,0,2,1,2,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,114,112,113,129,10,11,0,0,0,0,0,15,10,12,2,3,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50214701,【真】守護鎧?グランドフォート♂,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,37,41,40,45,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50091401,【真】パラジウムリボン,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046601,【真】ガーディアンヘッド,18,20,0,0,17,19,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128301,【真】守護装?ガーディアン♀,133,234,0,0,53,92,0,0,0,0,1,2,1,2,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,121,155,93,127,8,11,0,0,0,0,11,15,10,15,0,4,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50214801,【真】守護装?フォートレス♀,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,35,44,35,45,0,0,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011313,【真】守護神のオーバーニー♀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　イレイザー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50098900,【真】影外套,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128401,【真】闇装?イレイザー♂,102,150,0,0,93,209,0,0,0,0,2,4,1,2,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,70,110,90,120,10,15,0,0,0,0,16,25,5,10,0,0,5,10,10,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50214901,【真】闇装?羅刹♂,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,31,45,21,35,0,0,0,0,0,0,8,12,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046701,【真】ファントムフェイス,8,13,0,0,10,14,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50099000,【真】ファントムマント,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128501,【真】闇衣?イレイザー♀,70,120,0,0,122,240,0,0,0,0,2,4,1,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,70,110,90,120,10,15,0,0,0,0,18,23,5,8,0,0,5,10,10,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215001,【真】闇衣?刹那♀,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,41,25,33,0,0,0,0,0,0,6,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　ホークアイ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128601,【真】鷹装?ホークアイ♂,93,138,0,0,72,90,0,0,0,0,2,3,0,0,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,102,128,91,124,3,6,15,20,0,0,8,14,10,16,2,3,2,4,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50091701,【真】ホークアイ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50215101,【真】鷹装?ヒース♂,22,29,0,0,21,31,0,0,0,0,1,2,0,0,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,35,46,26,42,0,3,3,4,0,0,2,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114301,【真】ホークキャップ,0,15,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60128701,【真】鷹装?ホークアイ♀,150,183,0,0,97,125,0,0,0,0,3,4,0,0,2,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,100,116,75,99,3,3,19,20,0,0,8,13,10,12,3,3,2,4,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215201,【真】鷹装?ホライズン♀,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,36,48,19,47,0,3,3,4,0,0,4,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011314,【真】鷹の目のオーバーニー♀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047901,【真】ホークフェザー,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　フォースマスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114401,【真】フォースベレー,16,22,18,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129001,【真】霊装?フォースマスター♂,94,138,129,189,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,2,3,0,0,0,0,0,0,0,0,96,125,90,115,0,0,0,0,9,13,9,13,9,13,15,20,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215501,【真】霊装?サンクチュアリ♂,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,3,4,0,0,0,0,0,0,0,0,26,45,35,45,0,0,0,0,2,5,1,4,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50091801,【真】フォースジャボット,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047001,【真】フォースバレッタ,15,29,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,19,12,18,0,0,0,0,11,13,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129101,【真】霊装?フォースマスター♀,97,144,115,188,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,3,4,0,0,0,0,0,0,0,0,99,122,96,114,0,0,0,0,12,16,9,13,9,13,15,20,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50011315,【真】フォースタイツ♀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50215601,【真】霊装?シュライン♀,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,31,45,31,44,0,0,0,0,2,5,2,4,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　アストラリスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047101,【真】星幽の冠,22,28,21,30,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,14,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50099100,【真】幽玄のクローク,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,10,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129201,【真】星衣?アストラリスト♂,86,127,140,199,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,3,4,0,0,0,0,0,0,0,0,90,119,90,115,0,0,0,0,15,20,7,10,5,10,15,20,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215701,【真】星衣?テンプル♂,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,35,44,31,40,0,0,0,0,0,5,5,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047201,【真】星幽の髪飾り,23,30,20,28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,15,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60129301,【真】星衣?アストラリスト♀,88,130,125,197,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,3,4,0,0,0,0,0,0,0,0,100,130,103,120,0,0,0,0,15,20,5,10,6,10,15,20,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
50215801,【真】星衣?オアシス♀,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,25,35,25,35,0,0,0,0,1,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#N/A,Lv75職服　カーディナル,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50114501,【真】フェザーキャップ,24,30,10,15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
