EVENTID,地图ID,地图名称,X,Y
10000476,10050000,北方中央山脈,0,121
10000476,10050000,北方中央山脈,1,121
10000476,10050000,北方中央山脈,0,122
10000476,10050000,北方中央山脈,1,122
10000636,10050000,北方中央山脈,221,134
10000484,10050000,北方中央山脈,227,139
10000484,10050000,北方中央山脈,228,139
10000474,10050000,北方中央山脈,103,140
10000474,10050000,北方中央山脈,104,140
10000484,10050000,北方中央山脈,227,140
10000484,10050000,北方中央山脈,228,140
10000474,10050000,北方中央山脈,103,141
10000474,10050000,北方中央山脈,104,141
10000471,10050000,北方中央山脈,53,254
10000471,10050000,北方中央山脈,54,254
10000473,10050000,北方中央山脈,195,254
10000473,10050000,北方中央山脈,196,254
10000471,10050000,北方中央山脈,53,255
10000471,10050000,北方中央山脈,54,255
10000473,10050000,北方中央山脈,195,255
10000473,10050000,北方中央山脈,196,255
10000479,10051000,永恆之北部極地,254,38
10000479,10051000,永恆之北部極地,255,38
10000479,10051000,永恆之北部極地,254,39
10000479,10051000,永恆之北部極地,255,39
10000477,10051000,永恆之北部極地,254,120
10000477,10051000,永恆之北部極地,255,120
10000477,10051000,永恆之北部極地,254,121
10000477,10051000,永恆之北部極地,255,121
10000480,10051000,永恆之北部極地,91,123
10000480,10051000,永恆之北部極地,92,123
10000480,10051000,永恆之北部極地,91,124
10000480,10051000,永恆之北部極地,92,124
10000638,10051000,永恆之北部極地,165,127
10000483,10051000,永恆之北部極地,67,151
10000483,10051000,永恆之北部極地,68,151
10000483,10051000,永恆之北部極地,67,152
10000483,10051000,永恆之北部極地,68,152
10000479,10051100,愛伊斯島,254,38
10000479,10051100,愛伊斯島,255,38
10000479,10051100,愛伊斯島,254,39
10000479,10051100,愛伊斯島,255,39
10000493,10051100,愛伊斯島,115,59
10000493,10051100,愛伊斯島,116,59
10000493,10051100,愛伊斯島,115,60
10000493,10051100,愛伊斯島,116,60
10000477,10051100,愛伊斯島,254,120
10000477,10051100,愛伊斯島,255,120
10000477,10051100,愛伊斯島,254,121
10000477,10051100,愛伊斯島,255,121
10000480,10051100,愛伊斯島,91,123
10000480,10051100,愛伊斯島,92,123
10000480,10051100,愛伊斯島,91,124
10000480,10051100,愛伊斯島,92,124
10000638,10051100,愛伊斯島,165,127
10000483,10051100,愛伊斯島,67,151
10000483,10051100,愛伊斯島,68,151
10000483,10051100,愛伊斯島,67,152
10000483,10051100,愛伊斯島,68,152
10000962,10054000,謎之團要塞,143,137
10001031,10054000,謎之團要塞,156,137
10001031,10054000,謎之團要塞,157,137
10000968,10054000,謎之團要塞,171,137
10000808,10054000,謎之團要塞,40,139
12001118,10054000,謎之團要塞,73,139
10000808,10054000,謎之團要塞,40,140
10000979,10054000,謎之團要塞,153,162
10000979,10054000,謎之團要塞,154,162
10000815,10054000,謎之團要塞,0,203
10000815,10054000,謎之團要塞,1,203
10000815,10054000,謎之團要塞,0,204
10000815,10054000,謎之團要塞,1,204
10000816,10054000,謎之團要塞,167,254
10000816,10054000,謎之團要塞,168,254
10000816,10054000,謎之團要塞,167,255
10000816,10054000,謎之團要塞,168,255
10000815,10054001,謎之團要塞,0,203
10000815,10054001,謎之團要塞,1,203
10000815,10054001,謎之團要塞,0,204
10000815,10054001,謎之團要塞,1,204
10000816,10054001,謎之團要塞,167,254
10000816,10054001,謎之團要塞,168,254
10000816,10054001,謎之團要塞,167,255
10000816,10054001,謎之團要塞,168,255
10001033,10054100,謎之團要塞北部,41,64
12001118,10054100,謎之團要塞北部,125,78
12001118,10054100,謎之團要塞北部,226,88
10000808,10054100,謎之團要塞北部,40,139
12001118,10054100,謎之團要塞北部,73,139
10000808,10054100,謎之團要塞北部,40,140
10000814,10056000,牛牛草原,208,0
10000814,10056000,牛牛草原,209,0
10000814,10056000,牛牛草原,208,1
10000814,10056000,牛牛草原,209,1
10000954,10056000,牛牛草原,180,55
10000811,10056000,牛牛草原,0,81
10000811,10056000,牛牛草原,1,81
10000811,10056000,牛牛草原,0,82
10000811,10056000,牛牛草原,1,82
10000812,10056000,牛牛草原,254,141
10000812,10056000,牛牛草原,255,141
10000812,10056000,牛牛草原,254,142
10000812,10056000,牛牛草原,255,142
10001587,10056001,10056001,125,145
10001587,10056001,10056001,126,145
10001587,10056001,10056001,125,146
10001587,10056001,10056001,126,146
10001586,10056001,10056001,192,193
10001586,10056001,10056001,191,194
10001586,10056001,10056001,192,194
10001586,10056001,10056001,191,195
10001586,10056001,10056001,192,195
10001586,10056001,10056001,191,196
10000820,10057000,帕斯特市,167,0
10000820,10057000,帕斯特市,168,0
10000820,10057000,帕斯特市,167,1
10000820,10057000,帕斯特市,168,1
10000946,10057000,帕斯特市,199,59
10000944,10057000,帕斯特市,27,68
10000944,10057000,帕斯特市,28,68
10000940,10057000,帕斯特市,174,83
10000940,10057000,帕斯特市,174,84
10000972,10057000,帕斯特市,140,86
10000974,10057000,帕斯特市,140,96
10000942,10057000,帕斯特市,27,99
10000942,10057000,帕斯特市,28,99
10000966,10057000,帕斯特市,119,99
10000964,10057000,帕斯特市,128,99
10000942,10057000,帕斯特市,27,100
10000942,10057000,帕斯特市,28,100
10000948,10057000,帕斯特市,174,100
10000948,10057000,帕斯特市,174,101
10000970,10057000,帕斯特市,119,108
10000956,10057000,帕斯特市,128,108
10000960,10057000,帕斯特市,141,109
10000958,10057000,帕斯特市,94,115
10000823,10057000,帕斯特市,254,115
10000823,10057000,帕斯特市,255,115
10000823,10057000,帕斯特市,254,116
10000823,10057000,帕斯特市,255,116
10000976,10057000,帕斯特市,123,119
10000952,10057000,帕斯特市,147,119
10000952,10057000,帕斯特市,148,119
10000952,10057000,帕斯特市,147,120
10000952,10057000,帕斯特市,148,120
10000813,10057000,帕斯特市,0,139
10000813,10057000,帕斯特市,1,139
10000813,10057000,帕斯特市,0,140
10000813,10057000,帕斯特市,1,140
10001584,10057000,帕斯特市,69,143
10001511,10057000,帕斯特市,41,154
12001137,10057000,帕斯特市,225,157
10000821,10057000,帕斯特市,135,254
10000821,10057000,帕斯特市,136,254
10000821,10057000,帕斯特市,135,255
10000821,10057000,帕斯特市,136,255
10001545,10058000,10058000,127,155
10001545,10058000,10058000,128,155
10001545,10058000,10058000,127,156
10001545,10058000,10058000,128,156
10001543,10058000,10058000,127,251
10001543,10058000,10058000,128,251
10001543,10058000,10058000,127,252
10001543,10058000,10058000,128,252
10001655,10059000,瑪依瑪依島,115,39
10001434,10059000,瑪依瑪依島,102,45
10001433,10059000,瑪依瑪依島,104,52
10001441,10059000,瑪依瑪依島,95,90
10001444,10059000,瑪依瑪依島,99,93
10001444,10059000,瑪依瑪依島,99,94
10001441,10059000,瑪依瑪依島,132,107
10001442,10059000,瑪依瑪依島,85,138
10001358,10059000,瑪依瑪依島,67,147
10001363,10059000,瑪依瑪依島,87,156
10001363,10059000,瑪依瑪依島,87,157
10001363,10059000,瑪依瑪依島,86,158
10001436,10059001,瑪依瑪依島 (夜),102,45
10001435,10059001,瑪依瑪依島 (夜),104,52
10001429,10059001,瑪依瑪依島 (夜),87,156
10001429,10059001,瑪依瑪依島 (夜),87,157
10001429,10059001,瑪依瑪依島 (夜),86,158
10001358,10059002,10059002,67,147
10001484,10059002,10059002,87,156
10001484,10059002,10059002,87,157
10001484,10059002,10059002,86,158
10001441,10059003,10059003,95,90
10001444,10059003,10059003,99,93
10001444,10059003,10059003,99,94
10001442,10059003,10059003,85,138
10001358,10059003,10059003,67,147
10001363,10059003,10059003,87,156
10001363,10059003,10059003,87,157
10001363,10059003,10059003,86,158
10001364,10059100,麵包樹森林,87,156
10001364,10059100,麵包樹森林,87,157
10001364,10059100,麵包樹森林,86,158
10001432,10059101,麵包樹森林 (夜),234,34
10001430,10059101,麵包樹森林 (夜),87,156
10001430,10059101,麵包樹森林 (夜),87,157
10001430,10059101,麵包樹森林 (夜),86,158
10001432,10059102,麵包樹森林,234,34
10001485,10059103,10059103,87,156
10001485,10059103,10059103,87,157
10001485,10059103,10059103,86,158
10001542,10060000,摩根市,80,39
10001542,10060000,摩根市,81,39
10001542,10060000,摩根市,80,40
10001542,10060000,摩根市,81,40
10001043,10060000,摩根市,139,65
10001043,10060000,摩根市,140,65
10001041,10060000,摩根市,155,65
10001041,10060000,摩根市,156,65
10001059,10060000,摩根市,127,76
10001059,10060000,摩根市,128,76
10001039,10060000,摩根市,155,91
10001061,10060000,摩根市,171,91
10001061,10060000,摩根市,172,91
10001039,10060000,摩根市,155,92
10001061,10060000,摩根市,171,92
10001061,10060000,摩根市,172,92
10001045,10060000,摩根市,109,96
10001047,10060000,摩根市,142,96
10001055,10060000,摩根市,96,100
12001138,10060000,摩根市,138,117
10001069,10060000,摩根市,146,124
10001069,10060000,摩根市,146,125
10001095,10060000,摩根市,80,130
10001095,10060000,摩根市,80,131
10001063,10060000,摩根市,151,131
10001063,10060000,摩根市,152,131
10001065,10060000,摩根市,167,131
10001065,10060000,摩根市,168,131
10001037,10060000,摩根市,38,132
10001037,10060000,摩根市,39,132
10001037,10060000,摩根市,38,133
10001037,10060000,摩根市,39,133
10001067,10060000,摩根市,139,148
10001067,10060000,摩根市,140,148
10001051,10060000,摩根市,79,152
10001051,10060000,摩根市,80,152
10001051,10060000,摩根市,79,153
10001051,10060000,摩根市,80,153
10001057,10060000,摩根市,151,163
10001057,10060000,摩根市,151,164
10001035,10060000,摩根市,223,171
10001035,10060000,摩根市,224,171
10001035,10060000,摩根市,223,172
10001035,10060000,摩根市,224,172
10001053,10060000,摩根市,103,175
10001053,10060000,摩根市,103,176
10001049,10060000,摩根市,119,187
10001049,10060000,摩根市,120,187
10000666,10061000,鬼之寢岩,145,0
10000666,10061000,鬼之寢岩,146,0
10000666,10061000,鬼之寢岩,145,1
10000666,10061000,鬼之寢岩,146,1
10000669,10061000,鬼之寢岩,27,254
10000669,10061000,鬼之寢岩,28,254
10000667,10061000,鬼之寢岩,186,254
10000667,10061000,鬼之寢岩,187,254
10000669,10061000,鬼之寢岩,27,255
10000669,10061000,鬼之寢岩,28,255
10000667,10061000,鬼之寢岩,186,255
10000667,10061000,鬼之寢岩,187,255
10001280,10062000,唐卡島,131,26
10001280,10062000,唐卡島,131,27
10001280,10062000,唐卡島,132,27
10001286,10062000,唐卡島,138,33
10001282,10062000,唐卡島,124,46
10001271,10062000,唐卡島,196,60
10001271,10062000,唐卡島,197,60
10001271,10062000,唐卡島,196,61
10001271,10062000,唐卡島,197,61
11001336,10062000,唐卡島,190,66
11001336,10062000,唐卡島,191,66
11001336,10062000,唐卡島,190,67
11001336,10062000,唐卡島,191,67
11001058,10062000,唐卡島,184,72
11001058,10062000,唐卡島,185,72
11001058,10062000,唐卡島,184,73
11001058,10062000,唐卡島,185,73
10001288,10062000,唐卡島,120,77
10001288,10062000,唐卡島,119,78
10001294,10062000,唐卡島,135,82
10001284,10062000,唐卡島,110,87
10001284,10062000,唐卡島,109,88
10001296,10062000,唐卡島,125,92
10001272,10062000,唐卡島,209,99
10001272,10062000,唐卡島,210,99
10001272,10062000,唐卡島,210,100
10001272,10062000,唐卡島,211,100
10001278,10062000,唐卡島,172,120
10001278,10062000,唐卡島,173,120
10001292,10062000,唐卡島,41,121
10001278,10062000,唐卡島,172,121
10001278,10062000,唐卡島,173,121
10001345,10062000,唐卡島,114,133
10001345,10062000,唐卡島,115,133
10001276,10062000,唐卡島,179,146
10001276,10062000,唐卡島,180,146
10001290,10062000,唐卡島,93,151
10001349,10062000,唐卡島,65,152
10001351,10062000,唐卡島,54,153
10001347,10062000,唐卡島,139,153
10001353,10062000,唐卡島,45,160
10001355,10062000,唐卡島,58,167
10001298,10062000,唐卡島,118,186
10001298,10062000,唐卡島,119,186
12001132,10062000,唐卡島,69,226
12001132,10062000,唐卡島,70,226
10000672,10063000,阿伊恩薩烏斯路,254,39
10000672,10063000,阿伊恩薩烏斯路,255,39
10000672,10063000,阿伊恩薩烏斯路,254,40
10000672,10063000,阿伊恩薩烏斯路,255,40
10000675,10063000,阿伊恩薩烏斯路,159,157
10000675,10063000,阿伊恩薩烏斯路,160,157
10000675,10063000,阿伊恩薩烏斯路,159,158
10000675,10063000,阿伊恩薩烏斯路,160,158
10000674,10063000,阿伊恩薩烏斯路,254,207
10000674,10063000,阿伊恩薩烏斯路,255,207
10000674,10063000,阿伊恩薩烏斯路,254,208
10000674,10063000,阿伊恩薩烏斯路,255,208
10000672,10063100,阿伊恩市上層,254,39
10000672,10063100,阿伊恩市上層,255,39
10000672,10063100,阿伊恩市上層,254,40
10000672,10063100,阿伊恩市上層,255,40
10000685,10063100,阿伊恩市上層,53,65
10000681,10063100,阿伊恩市上層,110,65
10000713,10063100,阿伊恩市上層,41,71
10000713,10063100,阿伊恩市上層,42,71
10000713,10063100,阿伊恩市上層,41,72
10000713,10063100,阿伊恩市上層,42,72
10000717,10063100,阿伊恩市上層,45,103
10000717,10063100,阿伊恩市上層,46,103
10000719,10063100,阿伊恩市上層,127,103
10000719,10063100,阿伊恩市上層,128,103
10000717,10063100,阿伊恩市上層,45,104
10000717,10063100,阿伊恩市上層,46,104
10000719,10063100,阿伊恩市上層,127,104
10000719,10063100,阿伊恩市上層,128,104
10000707,10063100,阿伊恩市上層,131,132
10000683,10063100,阿伊恩市上層,112,141
10000687,10063100,阿伊恩市上層,51,142
10000709,10063100,阿伊恩市上層,44,155
10000709,10063100,阿伊恩市上層,45,155
10000709,10063100,阿伊恩市上層,44,156
10000709,10063100,阿伊恩市上層,45,156
10000676,10063100,阿伊恩市上層,142,157
10000676,10063100,阿伊恩市上層,143,157
10000675,10063100,阿伊恩市上層,159,157
10000675,10063100,阿伊恩市上層,160,157
10000676,10063100,阿伊恩市上層,142,158
10000676,10063100,阿伊恩市上層,143,158
10000675,10063100,阿伊恩市上層,159,158
10000675,10063100,阿伊恩市上層,160,158
10000729,10063100,阿伊恩市上層,118,167
10000721,10063100,阿伊恩市上層,138,169
10000727,10063100,阿伊恩市上層,121,171
10000725,10063100,阿伊恩市上層,125,173
10000723,10063100,阿伊恩市上層,138,177
10000674,10063100,阿伊恩市上層,254,207
10000674,10063100,阿伊恩市上層,255,207
10000674,10063100,阿伊恩市上層,254,208
10000674,10063100,阿伊恩市上層,255,208
10000670,10064000,鐵火山,27,0
10000670,10064000,鐵火山,28,0
10000668,10064000,鐵火山,186,0
10000668,10064000,鐵火山,187,0
10000670,10064000,鐵火山,27,1
10000670,10064000,鐵火山,28,1
10000668,10064000,鐵火山,186,1
10000668,10064000,鐵火山,187,1
10000671,10064000,鐵火山,0,39
10000671,10064000,鐵火山,1,39
10000671,10064000,鐵火山,0,40
10000671,10064000,鐵火山,1,40
10000771,10064000,鐵火山,51,112
10000773,10064000,鐵火山,212,127
10000673,10064000,鐵火山,0,208
10000673,10064000,鐵火山,1,208
10000673,10064000,鐵火山,0,209
10000673,10064000,鐵火山,1,209
10000775,10064000,鐵火山,102,210
10001530,10064002,10064002,186,0
10001530,10064002,10064002,187,0
10001530,10064002,10064002,186,1
10001530,10064002,10064002,187,1
10000632,10065000,諾頓海濱長廊,32,5
10000632,10065000,諾頓海濱長廊,33,5
10000634,10065000,諾頓海濱長廊,70,5
10000634,10065000,諾頓海濱長廊,71,5
10000628,10065000,諾頓海濱長廊,51,19
10000628,10065000,諾頓海濱長廊,52,19
10000628,10065000,諾頓海濱長廊,51,20
10000628,10065000,諾頓海濱長廊,52,20
10001110,10065000,諾頓海濱長廊,81,43
10001110,10065000,諾頓海濱長廊,82,43
10001110,10065000,諾頓海濱長廊,81,44
10001110,10065000,諾頓海濱長廊,82,44
12001136,10065000,諾頓海濱長廊,22,58
10000643,10065000,諾頓海濱長廊,42,67
10000644,10065000,諾頓海濱長廊,61,67
10000643,10065000,諾頓海濱長廊,41,68
10000643,10065000,諾頓海濱長廊,42,68
10000643,10065000,諾頓海濱長廊,43,68
10000644,10065000,諾頓海濱長廊,60,68
10000644,10065000,諾頓海濱長廊,61,68
10000644,10065000,諾頓海濱長廊,62,68
10000643,10065000,諾頓海濱長廊,41,69
10000643,10065000,諾頓海濱長廊,42,69
10000643,10065000,諾頓海濱長廊,43,69
10000644,10065000,諾頓海濱長廊,60,69
10000644,10065000,諾頓海濱長廊,61,69
10000644,10065000,諾頓海濱長廊,62,69
10000622,10065000,諾頓海濱長廊,41,75
10000622,10065000,諾頓海濱長廊,42,75
10000622,10065000,諾頓海濱長廊,43,75
10000642,10065000,諾頓海濱長廊,60,75
10000642,10065000,諾頓海濱長廊,61,75
10000642,10065000,諾頓海濱長廊,62,75
10000622,10065000,諾頓海濱長廊,41,76
10000622,10065000,諾頓海濱長廊,42,76
10000622,10065000,諾頓海濱長廊,43,76
10000642,10065000,諾頓海濱長廊,60,76
10000642,10065000,諾頓海濱長廊,61,76
10000642,10065000,諾頓海濱長廊,62,76
10000622,10065000,諾頓海濱長廊,42,77
10000642,10065000,諾頓海濱長廊,61,77
10000620,10065000,諾頓海濱長廊,37,132
10000610,10065000,諾頓海濱長廊,66,132
10000620,10065000,諾頓海濱長廊,37,133
10000610,10065000,諾頓海濱長廊,66,133
10000618,10065000,諾頓海濱長廊,37,146
10000608,10065000,諾頓海濱長廊,66,146
10000618,10065000,諾頓海濱長廊,37,147
10000608,10065000,諾頓海濱長廊,66,147
10000616,10065000,諾頓海濱長廊,37,152
10000606,10065000,諾頓海濱長廊,66,152
10000616,10065000,諾頓海濱長廊,37,153
10000606,10065000,諾頓海濱長廊,66,153
10000614,10065000,諾頓海濱長廊,37,172
10000602,10065000,諾頓海濱長廊,66,172
10000614,10065000,諾頓海濱長廊,37,173
10000602,10065000,諾頓海濱長廊,66,173
10000612,10065000,諾頓海濱長廊,37,186
10000600,10065000,諾頓海濱長廊,66,186
10000612,10065000,諾頓海濱長廊,37,187
10000600,10065000,諾頓海濱長廊,66,187
10000475,10065000,諾頓海濱長廊,51,198
10000475,10065000,諾頓海濱長廊,52,198
10000475,10065000,諾頓海濱長廊,51,199
10000475,10065000,諾頓海濱長廊,52,199
10000739,10066000,阿伊恩市下層,121,51
10000739,10066000,阿伊恩市下層,122,51
10000736,10066000,阿伊恩市下層,155,58
10000736,10066000,阿伊恩市下層,156,58
10000737,10066000,阿伊恩市下層,175,58
10000737,10066000,阿伊恩市下層,176,58
10000736,10066000,阿伊恩市下層,155,59
10000736,10066000,阿伊恩市下層,156,59
10000737,10066000,阿伊恩市下層,175,59
10000737,10066000,阿伊恩市下層,176,59
10000741,10066000,阿伊恩市下層,135,62
10000741,10066000,阿伊恩市下層,136,62
10000743,10066000,阿伊恩市下層,139,62
10000743,10066000,阿伊恩市下層,140,62
10000686,10066000,阿伊恩市下層,53,69
10000682,10066000,阿伊恩市下層,110,69
10000731,10066000,阿伊恩市下層,85,75
10000691,10066000,阿伊恩市下層,200,81
10000691,10066000,阿伊恩市下層,201,81
10000691,10066000,阿伊恩市下層,200,82
10000691,10066000,阿伊恩市下層,201,82
10000769,10066000,阿伊恩市下層,178,103
10000769,10066000,阿伊恩市下層,179,103
10000769,10066000,阿伊恩市下層,178,104
10000769,10066000,阿伊恩市下層,179,104
12001500,10066000,阿伊恩市下層,79,110
10000693,10066000,阿伊恩市下層,200,125
10000693,10066000,阿伊恩市下層,201,125
10000693,10066000,阿伊恩市下層,200,126
10000693,10066000,阿伊恩市下層,201,126
10001403,10066000,阿伊恩市下層,73,130
10000684,10066000,阿伊恩市下層,112,137
10000688,10066000,阿伊恩市下層,51,138
10000747,10066000,阿伊恩市下層,135,145
10000747,10066000,阿伊恩市下層,136,145
10000749,10066000,阿伊恩市下層,139,145
10000749,10066000,阿伊恩市下層,140,145
10000734,10066000,阿伊恩市下層,155,148
10000734,10066000,阿伊恩市下層,156,148
10000733,10066000,阿伊恩市下層,175,148
10000733,10066000,阿伊恩市下層,176,148
10000734,10066000,阿伊恩市下層,155,149
10000734,10066000,阿伊恩市下層,156,149
10000733,10066000,阿伊恩市下層,175,149
10000733,10066000,阿伊恩市下層,176,149
10000745,10066000,阿伊恩市下層,121,156
10000745,10066000,阿伊恩市下層,122,156
10000645,10067000,女王謁見之間,36,29
10000645,10067000,女王謁見之間,37,29
10000645,10067000,女王謁見之間,38,29
10000645,10067000,女王謁見之間,34,30
10000645,10067000,女王謁見之間,35,30
10000645,10067000,女王謁見之間,36,30
10000645,10067000,女王謁見之間,37,30
10000645,10067000,女王謁見之間,38,30
10000645,10067000,女王謁見之間,39,30
10000645,10067000,女王謁見之間,40,30
10000631,10067000,女王謁見之間,36,63
10000631,10067000,女王謁見之間,37,63
10000631,10067000,女王謁見之間,38,63
10000631,10067000,女王謁見之間,36,64
10000631,10067000,女王謁見之間,37,64
10000631,10067000,女王謁見之間,38,64
10000822,10068000,榖倉地帶,135,0
10000822,10068000,榖倉地帶,136,0
10000822,10068000,榖倉地帶,135,1
10000822,10068000,榖倉地帶,136,1
10000835,10068000,榖倉地帶,194,217
10000835,10068000,榖倉地帶,195,217
10000836,10068000,榖倉地帶,204,217
10000836,10068000,榖倉地帶,205,217
10000835,10068000,榖倉地帶,194,218
10000835,10068000,榖倉地帶,195,218
10000836,10068000,榖倉地帶,204,218
10000836,10068000,榖倉地帶,205,218
10000843,10069000,不死皇城,113,82
10000842,10069000,不死皇城,142,82
10000843,10069000,不死皇城,113,83
10000842,10069000,不死皇城,142,83
10000844,10069000,不死皇城,94,86
10000844,10069000,不死皇城,95,86
10000841,10069000,不死皇城,156,86
10000841,10069000,不死皇城,157,86
10000853,10069000,不死皇城,127,94
10000853,10069000,不死皇城,128,94
12001095,10069000,不死皇城,126,108
10000845,10069000,不死皇城,86,113
10000845,10069000,不死皇城,86,114
10000852,10069000,不死皇城,127,120
10000852,10069000,不死皇城,128,120
10000840,10069000,不死皇城,169,131
10000840,10069000,不死皇城,169,132
10000850,10069000,不死皇城,94,143
10000850,10069000,不死皇城,95,143
10000849,10069000,不死皇城,119,143
10000849,10069000,不死皇城,120,143
10000851,10069000,不死皇城,137,144
10000851,10069000,不死皇城,138,144
10000854,10069000,不死皇城,131,155
10000854,10069000,不死皇城,131,156
10000856,10069000,不死皇城,88,160
10000856,10069000,不死皇城,89,160
10000847,10069000,不死皇城,127,163
10000848,10069000,不死皇城,152,163
10000847,10069000,不死皇城,127,164
10000848,10069000,不死皇城,152,164
10000846,10069000,不死皇城,98,170
10000846,10069000,不死皇城,99,170
10000855,10069000,不死皇城,158,173
10000855,10069000,不死皇城,158,174
10000857,10069000,不死皇城,117,176
10000839,10069000,不死皇城,160,176
10000839,10069000,不死皇城,161,176
10000857,10069000,不死皇城,117,177
10000838,10069000,不死皇城,119,184
10000838,10069000,不死皇城,120,184
10000837,10069000,不死皇城,139,211
10000837,10069000,不死皇城,140,211
10000837,10069000,不死皇城,141,211
10001000,10069000,不死皇城,148,211
10001000,10069000,不死皇城,149,211
10001000,10069000,不死皇城,150,211
10000837,10069000,不死皇城,139,212
10000837,10069000,不死皇城,140,212
10000837,10069000,不死皇城,141,212
10001000,10069000,不死皇城,148,212
10001000,10069000,不死皇城,149,212
10001000,10069000,不死皇城,150,212
10001254,10070000,光之塔周邊,102,97
10001254,10070000,光之塔周邊,103,97
10001250,10070000,光之塔周邊,195,97
10001250,10070000,光之塔周邊,196,97
10001254,10070000,光之塔周邊,102,98
10001254,10070000,光之塔周邊,103,98
10001250,10070000,光之塔周邊,195,98
10001250,10070000,光之塔周邊,196,98
12001120,10070000,光之塔周邊,14,100
12001120,10070000,光之塔周邊,14,101
10001254,10070000,光之塔周邊,98,104
10001254,10070000,光之塔周邊,99,104
10001250,10070000,光之塔周邊,199,104
10001250,10070000,光之塔周邊,200,104
10001254,10070000,光之塔周邊,98,105
10001254,10070000,光之塔周邊,99,105
10001250,10070000,光之塔周邊,199,105
10001250,10070000,光之塔周邊,200,105
10001252,10070000,光之塔周邊,144,184
10001252,10070000,光之塔周邊,145,184
10001252,10070000,光之塔周邊,146,184
10001252,10070000,光之塔周邊,152,184
10001252,10070000,光之塔周邊,153,184
10001252,10070000,光之塔周邊,154,184
10001252,10070000,光之塔周邊,144,185
10001252,10070000,光之塔周邊,145,185
10001252,10070000,光之塔周邊,146,185
10001252,10070000,光之塔周邊,152,185
10001252,10070000,光之塔周邊,153,185
10001252,10070000,光之塔周邊,154,185
1,10071000,泰迪島,114,14
1,10071000,泰迪島,115,14
1,10071000,泰迪島,116,14
1,10071000,泰迪島,117,14
1,10071000,泰迪島,118,15
1,10071000,泰迪島,119,15
1,10071000,泰迪島,120,16
1,10071000,泰迪島,121,16
1,10071000,泰迪島,122,16
12001117,10071000,泰迪島,18,107
1,10071001,得菩提島,114,14
1,10071001,得菩提島,115,14
1,10071001,得菩提島,116,14
1,10071001,得菩提島,117,14
1,10071001,得菩提島,118,15
1,10071001,得菩提島,119,15
1,10071001,得菩提島,120,16
1,10071001,得菩提島,121,16
1,10071001,得菩提島,122,16
12001117,10071001,得菩提島,18,107
10001549,11053000,11053000,216,19
10001549,11053000,11053000,217,19
10001549,11053000,11053000,216,20
10001549,11053000,11053000,217,20
10001554,11053000,11053000,71,110
10001554,11053000,11053000,72,110
10001554,11053000,11053000,71,111
10001554,11053000,11053000,72,111
10001556,11053000,11053000,178,119
10001556,11053000,11053000,179,119
10001556,11053000,11053000,178,120
10001556,11053000,11053000,179,120
10001568,11053000,11053000,147,134
10001558,11053000,11053000,109,170
10001558,11053000,11053000,110,170
10001558,11053000,11053000,109,171
10001558,11053000,11053000,110,171
10001548,11053000,11053000,17,233
10001548,11053000,11053000,18,233
10001548,11053000,11053000,17,234
10001548,11053000,11053000,18,234
10001547,11058000,11058000,127,251
10001547,11058000,11058000,128,251
10001547,11058000,11058000,127,252
10001547,11058000,11058000,128,252
12001161,11058001,11058001,124,165
12001161,11058001,11058001,125,165
12001161,11058001,11058001,126,165
12001161,11058001,11058001,127,165
12001161,11058001,11058001,128,165
12001161,11058001,11058001,129,165
12001161,11058001,11058001,130,165
12001161,11058001,11058001,131,165
10001547,11058001,11058001,127,251
10001547,11058001,11058001,128,251
10001547,11058001,11058001,127,252
10001547,11058001,11058001,128,252
10001623,12019000,12019000,2,79
10001623,12019000,12019000,3,79
10001623,12019000,12019000,2,80
10001623,12019000,12019000,3,80
10001618,12019000,12019000,254,168
10001618,12019000,12019000,255,168
10001618,12019000,12019000,254,169
10001618,12019000,12019000,255,169
10001619,12019001,12019001,254,168
10001619,12019001,12019001,255,168
10001619,12019001,12019001,254,169
10001619,12019001,12019001,255,169
1,12020000,12020000,7,0
1,12020000,12020000,8,0
1,12020000,12020000,7,1
1,12020000,12020000,8,1
10001638,12020000,12020000,182,45
10001638,12020000,12020000,183,45
10001638,12020000,12020000,182,46
10001638,12020000,12020000,183,46
10001646,12020000,12020000,110,75
10001632,12020000,12020000,254,159
10001632,12020000,12020000,255,159
10001632,12020000,12020000,254,160
10001632,12020000,12020000,255,160
10001616,12020000,12020000,0,168
10001616,12020000,12020000,1,168
10001616,12020000,12020000,0,169
10001616,12020000,12020000,1,169
10001602,12020000,12020000,41,254
10001602,12020000,12020000,42,254
10001602,12020000,12020000,41,255
10001602,12020000,12020000,42,255
1,12020001,12020001,7,0
1,12020001,12020001,8,0
1,12020001,12020001,7,1
1,12020001,12020001,8,1
10001638,12020001,12020001,182,45
10001638,12020001,12020001,183,45
10001638,12020001,12020001,182,46
10001638,12020001,12020001,183,46
10001646,12020001,12020001,110,75
11001634,12020001,12020001,254,159
11001634,12020001,12020001,255,159
11001634,12020001,12020001,254,160
11001634,12020001,12020001,255,160
10001617,12020001,12020001,0,168
10001617,12020001,12020001,1,168
10001617,12020001,12020001,0,169
10001617,12020001,12020001,1,169
10001615,12020001,12020001,41,254
10001615,12020001,12020001,42,254
10001615,12020001,12020001,41,255
10001615,12020001,12020001,42,255
10001634,12021000,12021000,4,126
10001634,12021000,12021000,5,126
